id,fold,role
B_S_412b18628e59b580,0,train
B_S_417022fb4d588512,0,train
B_S_417a1990dfff63c9,0,train
B_S_4275883e5966643b,0,train
B_S_430a82a008f9b980,0,test
B_S_433b0bfbb509a496,0,train
B_S_45357a126c2f3bae,0,validation
B_S_456d02a3d4909ae4,0,test
B_S_46995a01e1170f51,0,test
B_S_46faad4831ea7d33,0,test
B_S_46fef32514520e02,0,test
B_S_478e729a33703cd0,0,train
B_S_4819e71bd90e1f71,0,train
B_S_48e9cf4b5c2e0378,0,train
B_S_4921c55f4608c314,0,train
B_S_494356a7ae173e64,0,test
B_S_49844225f6a1937d,0,train
B_S_49bce56600c0be51,0,train
B_S_49fc6fdd2439f629,0,train
B_S_4b7aea0d12a74856,0,train
B_S_4bc0c360b6da5e88,0,test
B_S_4ca2c94f68f2ecf5,0,train
B_S_4d18e51d0b735779,0,train
B_S_4d4000ad113df883,0,train
B_S_4d591555f89116f6,0,test
B_S_4e609147e5b89722,0,test
B_S_4edfea5cb480f4f5,0,validation
B_S_4f2e8bb2ec397cd5,0,train
B_S_4f373aeb02f833ff,0,train
B_S_4fa3ecf596dcb922,0,test
B_S_5011fd7331fd4c9d,0,train
B_S_512adffda79d899f,0,train
B_S_51a29ee3e189fc86,0,train
B_S_5283cd04442cb7cf,0,train
B_S_5425fb3424258fd6,0,train
B_S_551e165f57549cff,0,train
B_S_559cf0b3499824d0,0,train
B_S_561c9833eab6e386,0,test
B_S_56784c88ce5ef86b,0,train
B_S_56c19bd51765c35e,0,test
B_S_56da3cdbcafe9b5b,0,train
B_S_57c2429f49236622,0,validation
B_S_5895d7aac8727a00,0,test
B_S_58fd312ea40fdddb,0,train
B_S_5965432602db7012,0,validation
B_S_598804ad9c6c4490,0,train
B_S_59e31d0bf0779ea8,0,test
B_S_5a71348ebe81c1a6,0,train
B_S_5ac0f04a42e8d93e,0,test
B_S_5b09acafbfd01857,0,train
B_S_5b1ad370cdfcb692,0,train
B_S_5b6249daa07e08c4,0,validation
B_S_5ba3c468a5154232,0,validation
B_S_5c317a75d423fd6e,0,test
B_S_5c9685626bf49946,0,test
B_S_5ce46392be1d6b88,0,test
B_S_5ceaa0941a6e9e48,0,validation
B_S_5d01f819cdfc2dd4,0,train
B_S_5d688093e67e3e1d,0,train
B_S_5da3055c1df17525,0,train
B_S_5e949456f795b3f2,0,train
B_S_5f941612c41dbc5c,0,test
B_S_6102d79d3e01dcf6,0,train
B_S_6137ed119508aaf0,0,train
B_S_6149c95c20accf7c,0,train
B_S_618b3f0f01b8480e,0,train
B_S_619d1fa51144ab92,0,train
B_S_61a06083d947064f,0,train
B_S_61d4ed6ef35e9a84,0,test
B_S_61f99d046c5bafa9,0,train
B_S_6253f42bdb7281f5,0,train
B_S_6331776c89b867e6,0,train
B_S_63ea8f926137cdde,0,train
B_S_641a41fcbffc87a5,0,validation
B_S_6457c1eab9c02c37,0,train
B_S_64eda67bf5827af1,0,train
B_S_65a21a71057e133e,0,test
B_S_662967ab8de625e8,0,test
B_S_6670c6dfa512dde4,0,train
B_S_66ea084bd3d30519,0,train
B_S_66f7d5b7bd9e23ee,0,train
B_S_67584157fbdfa4d9,0,train
B_S_676831f41188202e,0,test
B_S_67dad08422b84b71,0,test
B_S_68884fd511420348,0,train
B_S_68cc792e8fd44592,0,test
B_S_69bc1e6c346b82a9,0,train
B_S_69caa50a1a75796d,0,train
B_S_6a5f3be5169fc157,0,train
B_S_6ac61611c3df1467,0,test
B_S_6ba95325f27d047c,0,validation
B_S_6bb673365ef4532a,0,validation
B_S_6bdaaf8d4c9df220,0,test
B_S_6c335b0956b7f3c2,0,train
B_S_6c5172152154234c,0,validation
B_S_6c8ceeec5b8a43e9,0,test
B_S_6c9f705267efd9a0,0,train
B_S_6dc6b12c492f176c,0,validation
B_S_6dffc7e04304f34b,0,test
B_S_6e052aed217dcbd9,0,train
B_S_6e6349753b25bee6,0,test
B_S_6f0defb9caa7b398,0,train
B_S_6f3562c0f9d93028,0,test
B_S_6f6ca5880c3bd2ca,0,validation
B_S_7067c1e251093719,0,test
B_S_708d5d7d5515fc72,0,train
B_S_70e3609580477ae6,0,train
B_S_70ee98a02a18c3a6,0,train
B_S_72819dbf85612af7,0,train
B_S_729dd58baca03f8f,0,validation
B_S_72b26fb61a04e6e7,0,train
B_S_732caa218876bd58,0,train
B_S_737aa4d51c220121,0,validation
B_S_746af6193fb5e043,0,train
B_S_74b9e3fceeafdeca,0,test
B_S_759be03ec1094803,0,train
B_S_75ddafb9c88134b3,0,train
B_S_76dc1fb99035b68d,0,train
B_S_77c0795882178764,0,train
B_S_77cb130654cb4e21,0,train
B_S_77fcf93bc034f9d4,0,validation
B_S_7990318973930c95,0,train
B_S_7a67b2b7c1bce3ed,0,train
B_S_7b48cc1e53b41faa,0,train
B_S_7b6b6d738f387194,0,validation
B_S_7c30296c57a3d014,0,train
B_S_7d16266bd9c27b68,0,train
B_S_7d4e8b89ea3b602a,0,train
B_S_7dc4528b7d397027,0,train
B_S_7e0784c211d6e588,0,train
B_S_7e250686d652705c,0,test
B_S_7e618de119846faf,0,train
B_S_7ec58cf95ee2f399,0,train
B_S_7f19034a86906502,0,test
B_S_7ff48ca1bb585baf,0,train
B_S_80b2b12628199978,0,test
B_S_813d4abee285cb53,0,test
B_S_8199cd0f1d12341f,0,train
B_S_830c2e5542a12983,0,validation
B_S_8317f9817838e4b7,0,train
B_S_837f39f804bd928d,0,test
B_S_83e68350925ecfee,0,validation
B_S_842daa05fc01129a,0,test
B_S_84687d58bf140002,0,train
B_S_84df93b412428923,0,train
B_S_84f64fa1a056f370,0,test
B_S_859ec3c97045fcbf,0,validation
B_S_8754cf9678077128,0,validation
B_S_8766bd541ba73f1b,0,train
B_S_879b9b82c6f75688,0,validation
B_S_882a181b2701ee5c,0,train
B_S_885f3571ab3b7b2c,0,train
B_S_88fbc386d3a0409e,0,train
B_S_8962ed60e3a57842,0,validation
B_S_8a46b9972fe1dc59,0,validation
B_S_8a6bda0dc10d3e07,0,train
B_S_8a8716e31c85814a,0,train
B_S_8a9b3b232ee258c3,0,test
B_S_8b770d29c3e87e62,0,test
B_S_8bb487c6f2bb9393,0,test
B_S_8beacd70fc549c11,0,train
B_S_8c65202ccd9b66c9,0,validation
B_S_8c6e45843a7395d7,0,train
B_S_8cd7b6069c7a1cef,0,train
B_S_8e5a5eec46ffcdc5,0,test
B_S_8eae2ea9349b8fe6,0,test
B_S_8fa5a2a7437c081f,0,train
B_S_909f9532703f018c,0,validation
B_S_91aa6a20ddd7c792,0,test
B_S_920339709ac45b22,0,train
B_S_92b96cc436de6dbc,0,train
B_S_92fcf9327f1bf603,0,train
B_S_930fc6afaa5f7025,0,train
B_S_9360b0fa9e155cc5,0,validation
B_S_9453018f31531fe0,0,train
B_S_94afdbee375a46df,0,train
B_S_9504e831785a986d,0,train
B_S_9607cb36b190e523,0,train
B_S_961dfc13887d3705,0,train
B_S_96e8eb186e297e47,0,train
B_S_975a93a6dc873e44,0,test
B_S_97b76d35bf259d3d,0,train
B_S_97b9f99c55644fc9,0,validation
B_S_980a5e8d7e47e97e,0,test
B_S_983b785bf7850010,0,test
B_S_9847d3605c0c0ad5,0,test
B_S_9848af41dc45169c,0,test
B_S_98d541cc174f8e11,0,validation
B_S_98ef0cd7b3dd807f,0,train
B_S_991a106307b7c4d0,0,validation
B_S_9c18c8a95dda1eb2,0,train
B_S_9c77ad89ad40cfa6,0,train
B_S_9c8d6d56ca9334b7,0,test
B_S_9d1e603d1933a090,0,train
B_S_9d67a9fcd3c508f4,0,train
B_S_9dd82943f9b524eb,0,validation
B_S_9e2a25a4ec52c2c7,0,train
B_S_9f252b6eb9ec2c36,0,train
B_S_9fb4c8f43284c037,0,train
B_S_9fe3283b2c2b2b6b,0,train
B_S_a208c1fd88740805,0,train
B_S_a2540f04d563dcf8,0,train
B_S_a2b21c9024169aad,0,train
B_S_a3118de97ba148d8,0,train
B_S_a32f7d8b2332c1a0,0,train
B_S_a33b1bb92926cb9a,0,train
B_S_a47422fd025ac843,0,train
B_S_a4f4add875fb2bcb,0,train
B_S_a63740fa164d2e86,0,test
B_S_a7124ef3395029a3,0,test
B_S_a79923796fc65ec0,0,train
B_S_a7dd4138dfbc1678,0,test
B_S_a7ef018c47e520b7,0,validation
B_S_a852dd26e7afe3e7,0,train
B_S_a8bdab6d1a542b27,0,train
B_S_a936f8e07205aa1a,0,test
B_S_aa16c878d4d8fcd1,0,test
B_S_aa40d103a962affc,0,test
B_S_aae997d302e455ef,0,validation
B_S_aae9b3269c31db8f,0,test
B_S_ab382c7dcb230833,0,train
B_S_ab406be8bc6cb046,0,train
B_S_ab43b835aa3a4362,0,test
B_S_ab7d4b97ed0bdbb5,0,test
B_S_abb8a263882d0ea5,0,train
B_S_ac4bd130feca5428,0,test
B_S_ac6758abe817967d,0,train
B_S_ad2911afc9a1a1db,0,train
B_S_af919f860e28d7fb,0,train
B_S_afee791bb3a246fc,0,test
B_S_b09eea10f7cbd56c,0,train
B_S_b0c9a5053b6b8769,0,train
B_S_b1eca5134e9a86a1,0,train
B_S_b20024c298a6977b,0,train
B_S_b2084b2cc5e484c5,0,train
B_S_b289acb735858351,0,test
B_S_b2b1824740c23846,0,test
B_S_b2c9406bf6eddb62,0,test
B_S_b33c5dc4fd8c1749,0,train
B_S_b374640d28368cee,0,train
B_S_b43d49978178f548,0,test
B_S_b4950491df09d23a,0,train
B_S_b4b80c601b164cf5,0,test
B_S_b4d12295b2185059,0,train
B_S_b548780a305dbe45,0,train
B_S_b6411e627074c207,0,train
B_S_b6bee4b8d837f1f1,0,train
B_S_b758c23a4f712b8c,0,test
B_S_b76b18275aeb4344,0,train
B_S_b8121fe73ad7a80b,0,test
B_S_b862032aff777494,0,train
B_S_b8e3cbf3f8af42a1,0,train
B_S_b90b4db2e813e3a3,0,train
B_S_ba2a1e621ab9b1f2,0,test
B_S_ba843aa85d6c93c3,0,test
B_S_bab05b031b7f3c4f,0,validation
B_S_bafdffcde2de150f,0,train
B_S_bb4c58d77d08f554,0,train
B_S_bb76f426f0bcb99e,0,test
B_S_bb8a76ab8c0e8b42,0,train
B_S_bbe83f2b72033612,0,train
B_S_bc05c297f576abc4,0,train
B_S_bc51535093e04def,0,test
B_S_bcaed3f28850800b,0,train
B_S_bd03edfcd4aea737,0,validation
B_S_bd5026c53f629f06,0,test
B_S_bdad88bf16bd8135,0,validation
B_S_bf14ae15701ec35a,0,train
B_S_bf550bc18c1b213d,0,train
B_S_bfbe9c4a4a0aab48,0,validation
B_S_c09db616a8f55ef5,0,validation
B_S_c2991610c1b61c7f,0,test
B_S_c340e6ad2c470e53,0,test
B_S_c3fe84a1cafd0ecd,0,test
B_S_c474d10d4a01fa79,0,validation
B_S_c5977034bdddcbb2,0,train
B_S_c59cd86975f334bb,0,test
B_S_c629379a0ededabf,0,test
B_S_c6a0ac55e1e984f1,0,train
B_S_c70669bdb4bb23fb,0,train
B_S_c7113805616dc0f3,0,train
B_S_c73a57942efc04c8,0,train
B_S_c7672c42962ce9a6,0,validation
B_S_c76ca78a7599cba4,0,train
B_S_c78ccee2f779c044,0,train
B_S_c87645c4b8fbfd81,0,train
B_S_ca3c24a43a5c4e67,0,train
B_S_ca4a1ffec25d8f47,0,train
B_S_ca561f7ac39e3d0d,0,train
B_S_ca69301bb1f88ac0,0,train
B_S_ca6fc82e46de5e8c,0,validation
B_S_ca73828f0f04e6da,0,validation
B_S_ca917a7199cbf685,0,validation
B_S_cbb836ada41cd5f4,0,train
B_S_cbff2761a512f0d2,0,train
B_S_cc29403693056a46,0,train
B_S_cc3925f1d94caf9b,0,test
B_S_ccbc4d5a4d764f6b,0,train
B_S_cd3c3bbb87962fc7,0,train
B_S_cd643a4fdb3f146b,0,train
B_S_cdaa400236358b8a,0,test
B_S_ce2990ce29c80b6d,0,train
B_S_ce31c0e1bb3a97b8,0,train
B_S_ce3327ff77dcbb63,0,validation
B_S_cfa20f63d4e6079e,0,train
B_S_d07eeb25734aeee1,0,test
B_S_d15efdcd27c3ae7d,0,test
B_S_d20843fcc2a1cca2,0,test
B_S_d2ada437a482b3fe,0,test
B_S_d541cfc5893543d7,0,test
B_S_d5b3b38dee92a601,0,train
B_S_d632d1bcfd967754,0,validation
B_S_d64fe3234e268b00,0,test
B_S_d6de76c6e7133f8e,0,train
B_S_d70f5d9422ef0b74,0,validation
B_S_d7754d0c3a233350,0,test
B_S_d8d29e4eb8c503db,0,train
B_S_da26333bab398879,0,train
B_S_da45a8ce4f85ce31,0,train
B_S_da78f8d580e3291a,0,test
B_S_daf20c1e584432c5,0,train
B_S_db4bdc6f345582b3,0,test
B_S_db920201860e3839,0,train
B_S_db9d00737017ad70,0,train
B_S_dcedabf8f8f5c0de,0,train
B_S_dd2ad90ede769b5d,0,train
B_S_dd8140bdfdbe03f7,0,train
B_S_dd99cb9444f5de0a,0,validation
B_S_ddbdc86c597a9e27,0,test
B_S_de4523c072965681,0,train
B_S_ded9cf3768ca835e,0,validation
B_S_dffd799b5bad92db,0,train
B_S_e0c998f88f2f5e2d,0,validation
B_S_e14651daf3b15ed5,0,train
B_S_e1b693662de570eb,0,train
B_S_e20477ceb21c0f4e,0,validation
B_S_e2d1d5cf00f5b983,0,test
B_S_e3269bc1f8fc2c33,0,train
B_S_e415a8814d9efa7a,0,train
B_S_e41e54bb99c14a0a,0,validation
B_S_e4c40ce5eddca950,0,train
B_S_e5859080c58e32b0,0,train
B_S_e58d01b712f4fb5d,0,validation
B_S_e5cbb491e9ebad4b,0,train
B_S_e6dd730652151cbc,0,test
B_S_e7c0afbbcb2e5199,0,train
B_S_e81bcc570e2dcc2e,0,train
B_S_e86682de63d1de8b,0,train
B_S_e86b81b62ea2d506,0,train
B_S_e8f8de3205b7acb0,0,test
B_S_e9622ff07681248b,0,test
B_S_e9be8e02ad22e457,0,test
B_S_eaabfc08dd608a0f,0,test
B_S_eb143a2f8825d42a,0,train
B_S_eb3f596342028a5a,0,train
B_S_eb76025f7e20d43d,0,train
B_S_eb91e0055603124b,0,test
B_S_ebde504378e8bc41,0,train
B_S_ebe6daf6bcff8fc6,0,train
B_S_ebe703d5a1ed7acf,0,test
B_S_ebf59a66ca7be7d1,0,test
B_S_ec06695458bf7895,0,train
B_S_ec6dea180c805a3c,0,train
B_S_ec9b1bd7e8ab4259,0,train
B_S_ecd9028afdaa0d07,0,test
B_S_ef522ce373ed92cb,0,train
B_S_f057b122c7136c7b,0,validation
B_S_f1e808a36a1b63a9,0,train
B_S_f2d2de87df5d958e,0,test
B_S_f3105c97460a893f,0,train
B_S_f3e1b72f0ecf4b19,0,train
B_S_f6956ddd151eee40,0,test
B_S_f707020b527b89c9,0,train
B_S_f73bcb3093c42058,0,train
B_S_fa5618f8aa68036a,0,test
B_S_fa5ae35e174033c4,0,train
B_S_fa5ee7e5b9f98295,0,train
B_S_fac9c7f2061534c7,0,test
B_S_fbc148bd48cf54f2,0,validation
B_S_fc75115f96681a8d,0,validation
B_S_fdc780e9a31d4552,0,test
B_S_fe4c6999c3ebc2d1,0,train
B_S_fe8fc1df3b12734e,0,validation
B_S_feb70a07fdd163d9,0,train
