run_id,true_coordination,predicted_coordination,count
Cu_coord_identified_material_r0_s113_released,4,6,0
Cu_coord_identified_material_r0_s113_released,5,4,6
Cu_coord_identified_material_r0_s113_released,5,5,292
Cu_coord_identified_material_r0_s113_released,5,6,4
Cu_coord_identified_material_r0_s113_released,6,4,0
Cu_coord_identified_material_r0_s113_released,6,5,16
Cu_coord_identified_material_r0_s113_released,6,6,38
Cu_coord_identified_material_r0_s113_unit_peak,4,4,27
Cu_coord_identified_material_r0_s113_unit_peak,4,5,21
Cu_coord_identified_material_r0_s113_unit_peak,4,6,0
Cu_coord_identified_material_r0_s113_unit_peak,5,4,8
Cu_coord_identified_material_r0_s113_unit_peak,5,5,291
Cu_coord_identified_material_r0_s113_unit_peak,5,6,3
Cu_coord_identified_material_r0_s113_unit_peak,6,4,0
Cu_coord_identified_material_r0_s113_unit_peak,6,5,15
Cu_coord_identified_material_r0_s113_unit_peak,6,6,39
Cu_coord_identified_material_r0_s211_released,4,4,27
Cu_coord_identified_material_r0_s211_released,4,5,21
Cu_coord_identified_material_r0_s211_released,4,6,0
Cu_coord_identified_material_r0_s211_released,5,4,9
Cu_coord_identified_material_r0_s211_released,5,5,288
Cu_coord_identified_material_r0_s211_released,5,6,5
Cu_coord_identified_material_r0_s211_released,6,4,0
Cu_coord_identified_material_r0_s211_released,6,5,12
Cu_coord_identified_material_r0_s211_released,6,6,42
Cu_coord_identified_material_r0_s211_unit_peak,4,4,26
Cu_coord_identified_material_r0_s211_unit_peak,4,5,22
Cu_coord_identified_material_r0_s211_unit_peak,4,6,0
Cu_coord_identified_material_r0_s211_unit_peak,5,4,7
Cu_coord_identified_material_r0_s211_unit_peak,5,5,289
Cu_coord_identified_material_r0_s211_unit_peak,5,6,6
Cu_coord_identified_material_r0_s211_unit_peak,6,4,0
Cu_coord_identified_material_r0_s211_unit_peak,6,5,16
Cu_coord_identified_material_r0_s211_unit_peak,6,6,38
Cu_coord_identified_material_r1_s113_released,4,4,31
Cu_coord_identified_material_r1_s113_released,4,5,36
Cu_coord_identified_material_r1_s113_released,4,6,0
Cu_coord_identified_material_r1_s113_released,5,4,6
Cu_coord_identified_material_r1_s113_released,5,5,252
Cu_coord_identified_material_r1_s113_released,5,6,9
Cu_coord_identified_material_r1_s113_released,6,4,0
Cu_coord_identified_material_r1_s113_released,6,5,15
Cu_coord_identified_material_r1_s113_released,6,6,56
Cu_coord_identified_material_r1_s113_unit_peak,4,4,36
Cu_coord_identified_material_r1_s113_unit_peak,4,5,31
Cu_coord_identified_material_r1_s113_unit_peak,4,6,0
Cu_coord_identified_material_r1_s113_unit_peak,5,4,3
Cu_coord_identified_material_r1_s113_unit_peak,5,5,253
Cu_coord_identified_material_r1_s113_unit_peak,5,6,11
Cu_coord_identified_material_r1_s113_unit_peak,6,4,0
Cu_coord_identified_material_r1_s113_unit_peak,6,5,20
Cu_coord_identified_material_r1_s113_unit_peak,6,6,51
Cu_coord_identified_material_r1_s211_released,4,4,31
Cu_coord_identified_material_r1_s211_released,4,5,36
Cu_coord_identified_material_r1_s211_released,4,6,0
Cu_coord_identified_material_r1_s211_released,5,4,5
Cu_coord_identified_material_r1_s211_released,5,5,251
Cu_coord_identified_material_r1_s211_released,5,6,11
Cu_coord_identified_material_r1_s211_released,6,4,0
Cu_coord_identified_material_r1_s211_released,6,5,16
Cu_coord_identified_material_r1_s211_released,6,6,55
Cu_coord_identified_material_r1_s211_unit_peak,4,4,34
Cu_coord_identified_material_r1_s211_unit_peak,4,5,33
Cu_coord_identified_material_r1_s211_unit_peak,4,6,0
Cu_coord_identified_material_r1_s211_unit_peak,5,4,2
Cu_coord_identified_material_r1_s211_unit_peak,5,5,254
Cu_coord_identified_material_r1_s211_unit_peak,5,6,11
Cu_coord_identified_material_r1_s211_unit_peak,6,4,0
Cu_coord_identified_material_r1_s211_unit_peak,6,5,20
Cu_coord_identified_material_r1_s211_unit_peak,6,6,51
