run_id,role,coordination,count
Ni_coord_identified_material_r1_s211_unit_peak,validation,6,260
Ni_coord_identified_material_r1_s211_unit_peak,test,4,34
Ni_coord_identified_material_r1_s211_unit_peak,test,5,133
Ni_coord_identified_material_r1_s211_unit_peak,test,6,274
Cu_coord_identified_material_r0_s113_released,train,4,175
Cu_coord_identified_material_r0_s113_released,train,5,815
Cu_coord_identified_material_r0_s113_released,train,6,228
Cu_coord_identified_material_r0_s113_released,validation,4,55
Cu_coord_identified_material_r0_s113_released,validation,5,270
Cu_coord_identified_material_r0_s113_released,validation,6,52
Cu_coord_identified_material_r0_s113_released,test,4,48
Cu_coord_identified_material_r0_s113_released,test,5,302
Cu_coord_identified_material_r0_s113_released,test,6,54
Cu_coord_identified_material_r0_s113_unit_peak,train,4,175
Cu_coord_identified_material_r0_s113_unit_peak,train,5,815
Cu_coord_identified_material_r0_s113_unit_peak,train,6,228
Cu_coord_identified_material_r0_s113_unit_peak,validation,4,55
Cu_coord_identified_material_r0_s113_unit_peak,validation,5,270
Cu_coord_identified_material_r0_s113_unit_peak,validation,6,52
Cu_coord_identified_material_r0_s113_unit_peak,test,4,48
Cu_coord_identified_material_r0_s113_unit_peak,test,5,302
Cu_coord_identified_material_r0_s113_unit_peak,test,6,54
Cu_coord_identified_material_r0_s211_released,train,4,175
Cu_coord_identified_material_r0_s211_released,train,5,815
Cu_coord_identified_material_r0_s211_released,train,6,228
Cu_coord_identified_material_r0_s211_released,validation,4,55
Cu_coord_identified_material_r0_s211_released,validation,5,270
Cu_coord_identified_material_r0_s211_released,validation,6,52
Cu_coord_identified_material_r0_s211_released,test,4,48
Cu_coord_identified_material_r0_s211_released,test,5,302
Cu_coord_identified_material_r0_s211_released,test,6,54
Cu_coord_identified_material_r0_s211_unit_peak,train,4,175
Cu_coord_identified_material_r0_s211_unit_peak,train,5,815
Cu_coord_identified_material_r0_s211_unit_peak,train,6,228
Cu_coord_identified_material_r0_s211_unit_peak,validation,4,55
Cu_coord_identified_material_r0_s211_unit_peak,validation,5,270
Cu_coord_identified_material_r0_s211_unit_peak,validation,6,52
Cu_coord_identified_material_r0_s211_unit_peak,test,4,48
Cu_coord_identified_material_r0_s211_unit_peak,test,5,302
Cu_coord_identified_material_r0_s211_unit_peak,test,6,54
Cu_coord_identified_material_r1_s113_released,train,4,159
Cu_coord_identified_material_r1_s113_released,train,5,852
Cu_coord_identified_material_r1_s113_released,train,6,199
Cu_coord_identified_material_r1_s113_released,validation,4,52
Cu_coord_identified_material_r1_s113_released,validation,5,268
Cu_coord_identified_material_r1_s113_released,validation,6,64
Cu_coord_identified_material_r1_s113_released,test,4,67
Cu_coord_identified_material_r1_s113_released,test,5,267
Cu_coord_identified_material_r1_s113_released,test,6,71
Cu_coord_identified_material_r1_s113_unit_peak,train,4,159
Cu_coord_identified_material_r1_s113_unit_peak,train,5,852
Cu_coord_identified_material_r1_s113_unit_peak,train,6,199
Cu_coord_identified_material_r1_s113_unit_peak,validation,4,52
Cu_coord_identified_material_r1_s113_unit_peak,validation,5,268
Cu_coord_identified_material_r1_s113_unit_peak,validation,6,64
Cu_coord_identified_material_r1_s113_unit_peak,test,4,67
Cu_coord_identified_material_r1_s113_unit_peak,test,5,267
Cu_coord_identified_material_r1_s113_unit_peak,test,6,71
Cu_coord_identified_material_r1_s211_released,train,4,159
Cu_coord_identified_material_r1_s211_released,train,5,852
Cu_coord_identified_material_r1_s211_released,train,6,199
Cu_coord_identified_material_r1_s211_released,validation,4,52
Cu_coord_identified_material_r1_s211_released,validation,5,268
Cu_coord_identified_material_r1_s211_released,validation,6,64
Cu_coord_identified_material_r1_s211_released,test,4,67
Cu_coord_identified_material_r1_s211_released,test,5,267
Cu_coord_identified_material_r1_s211_released,test,6,71
Cu_coord_identified_material_r1_s211_unit_peak,train,4,159
Cu_coord_identified_material_r1_s211_unit_peak,train,5,852
Cu_coord_identified_material_r1_s211_unit_peak,train,6,199
Cu_coord_identified_material_r1_s211_unit_peak,validation,4,52
Cu_coord_identified_material_r1_s211_unit_peak,validation,5,268
Cu_coord_identified_material_r1_s211_unit_peak,validation,6,64
Cu_coord_identified_material_r1_s211_unit_peak,test,4,67
Cu_coord_identified_material_r1_s211_unit_peak,test,5,267
Cu_coord_identified_material_r1_s211_unit_peak,test,6,71
