material,ablation,fwhm_eV,shape_relative_L2,main_peak_delta_eV,site_correction_range_eV
061,common_site_shift,0.5,0.005239095863230264,0.0,0.06421099220006532
061,equal_site_weights,0.5,0.023708506531851897,0.007122123141471093,0.06421099220006532
061,common_site_shift,1.0,0.002246545109358542,0.0,0.06421099220006532
061,equal_site_weights,1.0,0.020111998596082287,0.007122123141471093,0.06421099220006532
062,common_site_shift,0.0,0.4695174406569099,-0.3513707369970689,1.2708980827999437
062,equal_site_weights,0.0,1.4172698428560647e-16,0.0,1.2708980827999437
062,common_site_shift,0.5,0.23801850225673798,3.865078106965939,1.2708980827999437
062,equal_site_weights,0.5,1.1959395517068893e-16,0.0,1.2708980827999437
062,common_site_shift,1.0,0.17501604490557357,0.24670711321050476,1.2708980827999437
062,equal_site_weights,1.0,1.4320283617998793e-16,0.0,1.2708980827999437
063,common_site_shift,0.0,0.2020696011614537,-0.03595015297469217,0.4838320632999533
063,equal_site_weights,0.0,0.05642161682564693,0.0,0.4838320632999533
063,common_site_shift,0.5,0.028754673643804657,-0.014380061189967819,0.4838320632999533
063,equal_site_weights,0.5,0.013336487963356836,0.007190030594756536,0.4838320632999533
063,common_site_shift,1.0,0.012090406552981284,0.0,0.4838320632999533
063,equal_site_weights,1.0,0.010059131894911522,0.007190030595211283,0.4838320632999533
064,common_site_shift,0.0,0.46673221281713895,0.029442377233863226,0.8786973971000265
064,equal_site_weights,0.0,1.7583142840138501e-16,0.0,0.8786973971000265
064,common_site_shift,0.5,0.2678233311136551,0.05888475446772645,0.8786973971000265
064,equal_site_weights,0.5,1.5909508374560965e-16,0.0,0.8786973971000265
064,common_site_shift,1.0,0.12797178307432672,-0.08096653739312387,0.8786973971000265
064,equal_site_weights,1.0,1.2007978522622666e-16,0.0,0.8786973971000265
065,common_site_shift,0.0,0.4371328556902075,-0.8708735078780592,1.6911063002000244
065,equal_site_weights,0.0,1.39459588435265e-16,0.0,1.6911063002000244
065,common_site_shift,0.5,0.33318570450981994,-0.15278482594339948,1.6911063002000244
065,equal_site_weights,0.5,1.6202618830904106e-16,0.0,1.6911063002000244
065,common_site_shift,1.0,0.22991129518612152,-0.1145886194576633,1.6911063002000244
065,equal_site_weights,1.0,1.2597289720844113e-16,0.0,1.6911063002000244
066,common_site_shift,0.0,0.6276696830690099,-0.735459791125777,1.6212221490000065
066,equal_site_weights,0.0,1.7378539171647308e-16,0.0,1.6212221490000065
066,common_site_shift,0.5,0.4147026854110275,-0.7504691746175922,1.6212221490000065
066,equal_site_weights,0.5,1.3487828049897091e-16,0.0,1.6212221490000065
066,common_site_shift,1.0,0.25639367170454014,-0.6529081819176099,1.6212221490000065
066,equal_site_weights,1.0,1.3091233713599716e-16,0.0,1.6212221490000065
