spectrum_id,mp_id,cu_oxidation_state,status,reason,evidence
spectrum_0000,mp-10092,1.0,assigned,,query_snapshot.json:material_id=mp-10092; method=None
spectrum_0521,mp-36480,2.0,assigned,,query_snapshot.json:material_id=mp-36480; method=None
spectrum_0522,mp-3702,1.0,assigned,,query_snapshot.json:material_id=mp-3702; method=None
spectrum_0523,mp-3736,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-3736; method=None
spectrum_0524,mp-4158,2.0,assigned,,query_snapshot.json:material_id=mp-4158; method=None
spectrum_0525,mp-4210,2.0,assigned,,query_snapshot.json:material_id=mp-4210; method=None
spectrum_0526,mp-4320,2.0,assigned,,query_snapshot.json:material_id=mp-4320; method=None
spectrum_0527,mp-4367,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-4367; method=None
spectrum_0528,mp-4473,1.0,assigned,,query_snapshot.json:material_id=mp-4473; method=None
spectrum_0529,mp-4552,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-4552; method=None
spectrum_0530,mp-4643,2.0,assigned,,query_snapshot.json:material_id=mp-4643; method=None
spectrum_0531,mp-4647,1.125,assigned,,query_snapshot.json:material_id=mp-4647; method=None
spectrum_0532,mp-4711,2.0,assigned,,query_snapshot.json:material_id=mp-4711; method=None
spectrum_0533,mp-4826,2.0,assigned,,query_snapshot.json:material_id=mp-4826; method=None
spectrum_0534,mp-488,1.3333333333333333,assigned,,query_snapshot.json:material_id=mp-488; method=None
spectrum_0535,mp-504,2.0,assigned,,query_snapshot.json:material_id=mp-504; method=None
spectrum_0536,mp-504536,1.5,assigned,,query_snapshot.json:material_id=mp-504536; method=None
spectrum_0537,mp-504580,2.0,assigned,,query_snapshot.json:material_id=mp-504580; method=None
spectrum_0538,mp-504711,2.0,assigned,,query_snapshot.json:material_id=mp-504711; method=None
spectrum_0539,mp-504862,2.0,assigned,,query_snapshot.json:material_id=mp-504862; method=None
spectrum_0540,mp-504927,2.0,assigned,,query_snapshot.json:material_id=mp-504927; method=None
spectrum_0541,mp-504978,2.0,assigned,,query_snapshot.json:material_id=mp-504978; method=None
spectrum_0542,mp-505105,2.0,assigned,,query_snapshot.json:material_id=mp-505105; method=None
spectrum_0543,mp-505131,2.0,assigned,,query_snapshot.json:material_id=mp-505131; method=None
spectrum_0544,mp-505151,2.0,assigned,,query_snapshot.json:material_id=mp-505151; method=None
spectrum_0545,mp-505194,1.0,assigned,,query_snapshot.json:material_id=mp-505194; method=None
spectrum_0546,mp-505215,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-505215; method=None
spectrum_0547,mp-505268,2.0,assigned,,query_snapshot.json:material_id=mp-505268; method=None
spectrum_0548,mp-505310,1.0,assigned,,query_snapshot.json:material_id=mp-505310; method=None
spectrum_0549,mp-505404,2.0,assigned,,query_snapshot.json:material_id=mp-505404; method=None
spectrum_0550,mp-505421,2.0,assigned,,query_snapshot.json:material_id=mp-505421; method=None
spectrum_0551,mp-505576,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-505576; method=None
spectrum_0552,mp-505589,2.0,assigned,,query_snapshot.json:material_id=mp-505589; method=None
spectrum_0553,mp-505611,1.0,assigned,,query_snapshot.json:material_id=mp-505611; method=None
spectrum_0554,mp-505785,2.0,assigned,,query_snapshot.json:material_id=mp-505785; method=None
spectrum_0555,mp-505804,1.0,assigned,,query_snapshot.json:material_id=mp-505804; method=None
spectrum_0556,mp-505811,2.0,assigned,,query_snapshot.json:material_id=mp-505811; method=None
spectrum_0557,mp-510056,2.0,assigned,,query_snapshot.json:material_id=mp-510056; method=None
spectrum_0558,mp-510148,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-510148; method=None
spectrum_0559,mp-510292,2.0,assigned,,query_snapshot.json:material_id=mp-510292; method=None
spectrum_0560,mp-510539,1.0,assigned,,query_snapshot.json:material_id=mp-510539; method=None
spectrum_0561,mp-510570,2.0,assigned,,query_snapshot.json:material_id=mp-510570; method=None
spectrum_0562,mp-510608,2.0,assigned,,query_snapshot.json:material_id=mp-510608; method=None
spectrum_0563,mp-510642,2.0,assigned,,query_snapshot.json:material_id=mp-510642; method=None
spectrum_0564,mp-510657,1.6666666666666667,assigned,,query_snapshot.json:material_id=mp-510657; method=None
spectrum_0565,mp-5169,2.0,assigned,,query_snapshot.json:material_id=mp-5169; method=None
spectrum_0566,mp-5178,2.0,assigned,,query_snapshot.json:material_id=mp-5178; method=None
spectrum_0567,mp-540665,1.1428571428571428,assigned,,query_snapshot.json:material_id=mp-540665; method=None
spectrum_0568,mp-540812,2.0,assigned,,query_snapshot.json:material_id=mp-540812; method=None
spectrum_0569,mp-540858,2.0,assigned,,query_snapshot.json:material_id=mp-540858; method=None
spectrum_0570,mp-540999,2.0,assigned,,query_snapshot.json:material_id=mp-540999; method=None
spectrum_0571,mp-541087,2.0,assigned,,query_snapshot.json:material_id=mp-541087; method=None
spectrum_0572,mp-541136,2.0,assigned,,query_snapshot.json:material_id=mp-541136; method=None
spectrum_0573,mp-541147,2.0,assigned,,query_snapshot.json:material_id=mp-541147; method=None
spectrum_0574,mp-541324,2.0,assigned,,query_snapshot.json:material_id=mp-541324; method=None
spectrum_0575,mp-541330,2.0,assigned,,query_snapshot.json:material_id=mp-541330; method=None
spectrum_0576,mp-541332,2.0,assigned,,query_snapshot.json:material_id=mp-541332; method=None
spectrum_0577,mp-541622,1.0,assigned,,query_snapshot.json:material_id=mp-541622; method=None
spectrum_0578,mp-541923,1.0,assigned,,query_snapshot.json:material_id=mp-541923; method=None
spectrum_0579,mp-541991,2.0,assigned,,query_snapshot.json:material_id=mp-541991; method=None
spectrum_0580,mp-542176,2.0,assigned,,query_snapshot.json:material_id=mp-542176; method=None
spectrum_0581,mp-542197,2.0,assigned,,query_snapshot.json:material_id=mp-542197; method=None
spectrum_0582,mp-542426,1.0,assigned,,query_snapshot.json:material_id=mp-542426; method=None
spectrum_0583,mp-5425,1.0,assigned,,query_snapshot.json:material_id=mp-5425; method=None
spectrum_0584,mp-542750,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-542750; method=None
spectrum_0585,mp-542806,1.0,assigned,,query_snapshot.json:material_id=mp-542806; method=None
spectrum_0586,mp-542807,2.0,assigned,,query_snapshot.json:material_id=mp-542807; method=None
spectrum_0587,mp-542934,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-542934; method=None
spectrum_0588,mp-542944,2.0,assigned,,query_snapshot.json:material_id=mp-542944; method=None
spectrum_0589,mp-545369,1.0,assigned,,query_snapshot.json:material_id=mp-545369; method=None
spectrum_0590,mp-546449,2.0,assigned,,query_snapshot.json:material_id=mp-546449; method=None
spectrum_0591,mp-546790,1.0,assigned,,query_snapshot.json:material_id=mp-546790; method=None
spectrum_0592,mp-551135,2.0,assigned,,query_snapshot.json:material_id=mp-551135; method=None
spectrum_0593,mp-551219,1.0,assigned,,query_snapshot.json:material_id=mp-551219; method=None
spectrum_0594,mp-552089,2.0,assigned,,query_snapshot.json:material_id=mp-552089; method=None
spectrum_0595,mp-554075,2.0,assigned,,query_snapshot.json:material_id=mp-554075; method=None
spectrum_0596,mp-554117,2.0,assigned,,query_snapshot.json:material_id=mp-554117; method=None
spectrum_0597,mp-554120,1.0,assigned,,query_snapshot.json:material_id=mp-554120; method=None
spectrum_0598,mp-554177,2.0,assigned,,query_snapshot.json:material_id=mp-554177; method=None
spectrum_0599,mp-554184,2.0,assigned,,query_snapshot.json:material_id=mp-554184; method=None
spectrum_0600,mp-554200,1.6666666666666667,assigned,,query_snapshot.json:material_id=mp-554200; method=None
spectrum_0601,mp-554272,1.0,assigned,,query_snapshot.json:material_id=mp-554272; method=None
spectrum_0602,mp-554298,2.0,assigned,,query_snapshot.json:material_id=mp-554298; method=None
spectrum_0603,mp-554335,2.0,assigned,,query_snapshot.json:material_id=mp-554335; method=None
spectrum_0604,mp-554343,1.0,assigned,,query_snapshot.json:material_id=mp-554343; method=None
spectrum_0605,mp-554352,2.0,assigned,,query_snapshot.json:material_id=mp-554352; method=None
spectrum_0606,mp-554419,2.0,assigned,,query_snapshot.json:material_id=mp-554419; method=None
spectrum_0607,mp-554440,2.0,assigned,,query_snapshot.json:material_id=mp-554440; method=None
spectrum_0608,mp-554511,1.4285714285714286,assigned,,query_snapshot.json:material_id=mp-554511; method=None
spectrum_0609,mp-554562,2.0,assigned,,query_snapshot.json:material_id=mp-554562; method=None
spectrum_0610,mp-5546,1.0,assigned,,query_snapshot.json:material_id=mp-5546; method=None
spectrum_0611,mp-554627,1.1666666666666667,assigned,,query_snapshot.json:material_id=mp-554627; method=None
spectrum_0612,mp-554781,1.0,assigned,,query_snapshot.json:material_id=mp-554781; method=None
spectrum_0613,mp-554812,2.0,assigned,,query_snapshot.json:material_id=mp-554812; method=None
spectrum_0614,mp-554874,2.0,assigned,,query_snapshot.json:material_id=mp-554874; method=None
spectrum_0615,mp-555093,2.0,assigned,,query_snapshot.json:material_id=mp-555093; method=None
spectrum_0616,mp-555139,2.0,assigned,,query_snapshot.json:material_id=mp-555139; method=None
spectrum_0617,mp-555369,2.0,assigned,,query_snapshot.json:material_id=mp-555369; method=None
spectrum_0618,mp-555515,2.0,assigned,,query_snapshot.json:material_id=mp-555515; method=None
spectrum_0619,mp-555519,2.0,assigned,,query_snapshot.json:material_id=mp-555519; method=None
spectrum_0620,mp-555570,2.0,assigned,,query_snapshot.json:material_id=mp-555570; method=None
spectrum_0621,mp-555729,1.0,assigned,,query_snapshot.json:material_id=mp-555729; method=None
spectrum_0622,mp-555827,2.0,assigned,,query_snapshot.json:material_id=mp-555827; method=None
spectrum_0623,mp-555856,1.3333333333333333,assigned,,query_snapshot.json:material_id=mp-555856; method=None
spectrum_0624,mp-555937,2.0,assigned,,query_snapshot.json:material_id=mp-555937; method=None
spectrum_0625,mp-555984,1.0,assigned,,query_snapshot.json:material_id=mp-555984; method=None
spectrum_0626,mp-556002,2.0,assigned,,query_snapshot.json:material_id=mp-556002; method=None
spectrum_0627,mp-556036,2.0,assigned,,query_snapshot.json:material_id=mp-556036; method=None
spectrum_0628,mp-556045,2.0,assigned,,query_snapshot.json:material_id=mp-556045; method=None
spectrum_0629,mp-556238,2.0,assigned,,query_snapshot.json:material_id=mp-556238; method=None
spectrum_0630,mp-556402,2.0,assigned,,query_snapshot.json:material_id=mp-556402; method=None
spectrum_0631,mp-556575,2.0,assigned,,query_snapshot.json:material_id=mp-556575; method=None
spectrum_0632,mp-556582,2.0,assigned,,query_snapshot.json:material_id=mp-556582; method=None
spectrum_0633,mp-556590,2.0,assigned,,query_snapshot.json:material_id=mp-556590; method=None
spectrum_0634,mp-556604,2.0,assigned,,query_snapshot.json:material_id=mp-556604; method=None
spectrum_0635,mp-556635,2.0,assigned,,query_snapshot.json:material_id=mp-556635; method=None
spectrum_0636,mp-556640,1.0,assigned,,query_snapshot.json:material_id=mp-556640; method=None
spectrum_0637,mp-556714,1.0,assigned,,query_snapshot.json:material_id=mp-556714; method=None
spectrum_0638,mp-556733,2.0,assigned,,query_snapshot.json:material_id=mp-556733; method=None
spectrum_0639,mp-556753,2.0,assigned,,query_snapshot.json:material_id=mp-556753; method=None
spectrum_0640,mp-556755,2.0,assigned,,query_snapshot.json:material_id=mp-556755; method=None
spectrum_0641,mp-556822,2.0,assigned,,query_snapshot.json:material_id=mp-556822; method=None
spectrum_0642,mp-556926,2.0,assigned,,query_snapshot.json:material_id=mp-556926; method=None
spectrum_0643,mp-557084,2.0,assigned,,query_snapshot.json:material_id=mp-557084; method=None
spectrum_0644,mp-557123,2.0,assigned,,query_snapshot.json:material_id=mp-557123; method=None
spectrum_0645,mp-557136,2.0,assigned,,query_snapshot.json:material_id=mp-557136; method=None
spectrum_0646,mp-557249,1.3333333333333333,assigned,,query_snapshot.json:material_id=mp-557249; method=None
spectrum_0647,mp-557274,1.0,assigned,,query_snapshot.json:material_id=mp-557274; method=None
spectrum_0648,mp-557339,2.0,assigned,,query_snapshot.json:material_id=mp-557339; method=None
spectrum_0649,mp-557341,2.0,assigned,,query_snapshot.json:material_id=mp-557341; method=None
spectrum_0650,mp-557373,1.0,assigned,,query_snapshot.json:material_id=mp-557373; method=None
spectrum_0651,mp-557510,2.0,assigned,,query_snapshot.json:material_id=mp-557510; method=None
spectrum_0652,mp-557552,2.0,assigned,,query_snapshot.json:material_id=mp-557552; method=None
spectrum_0653,mp-557929,1.1666666666666667,assigned,,query_snapshot.json:material_id=mp-557929; method=None
spectrum_0654,mp-557936,2.0,assigned,,query_snapshot.json:material_id=mp-557936; method=None
spectrum_0655,mp-557980,2.0,assigned,,query_snapshot.json:material_id=mp-557980; method=None
spectrum_0656,mp-558144,2.0,assigned,,query_snapshot.json:material_id=mp-558144; method=None
spectrum_0657,mp-558338,1.0,assigned,,query_snapshot.json:material_id=mp-558338; method=None
spectrum_0658,mp-558364,2.0,assigned,,query_snapshot.json:material_id=mp-558364; method=None
spectrum_0659,mp-558472,2.0,assigned,,query_snapshot.json:material_id=mp-558472; method=None
spectrum_0660,mp-558486,2.0,assigned,,query_snapshot.json:material_id=mp-558486; method=None
spectrum_0661,mp-558696,2.0,assigned,,query_snapshot.json:material_id=mp-558696; method=None
spectrum_0662,mp-559094,2.0,assigned,,query_snapshot.json:material_id=mp-559094; method=None
spectrum_0663,mp-559209,2.0,assigned,,query_snapshot.json:material_id=mp-559209; method=None
spectrum_0664,mp-559307,1.0,assigned,,query_snapshot.json:material_id=mp-559307; method=None
spectrum_0665,mp-559415,2.0,assigned,,query_snapshot.json:material_id=mp-559415; method=None
spectrum_0666,mp-560100,2.0,assigned,,query_snapshot.json:material_id=mp-560100; method=None
spectrum_0667,mp-560165,2.0,assigned,,query_snapshot.json:material_id=mp-560165; method=None
spectrum_0668,mp-560273,2.0,assigned,,query_snapshot.json:material_id=mp-560273; method=None
spectrum_0669,mp-560285,2.0,assigned,,query_snapshot.json:material_id=mp-560285; method=None
spectrum_0670,mp-560291,2.0,assigned,,query_snapshot.json:material_id=mp-560291; method=None
spectrum_0671,mp-560345,2.0,assigned,,query_snapshot.json:material_id=mp-560345; method=None
spectrum_0672,mp-560368,2.0,assigned,,query_snapshot.json:material_id=mp-560368; method=None
spectrum_0673,mp-560533,2.0,assigned,,query_snapshot.json:material_id=mp-560533; method=None
spectrum_0674,mp-560776,2.0,assigned,,query_snapshot.json:material_id=mp-560776; method=None
spectrum_0675,mp-560805,2.0,assigned,,query_snapshot.json:material_id=mp-560805; method=None
spectrum_0676,mp-561012,2.0,assigned,,query_snapshot.json:material_id=mp-561012; method=None
spectrum_0677,mp-561081,2.0,assigned,,query_snapshot.json:material_id=mp-561081; method=None
spectrum_0678,mp-561308,2.0,assigned,,query_snapshot.json:material_id=mp-561308; method=None
spectrum_0679,mp-562090,1.0,assigned,,query_snapshot.json:material_id=mp-562090; method=None
spectrum_0680,mp-565843,2.0,assigned,,query_snapshot.json:material_id=mp-565843; method=None
spectrum_0681,mp-566937,1.5,assigned,,query_snapshot.json:material_id=mp-566937; method=None
spectrum_0682,mp-567201,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-567201; method=None
spectrum_0683,mp-567366,2.0,assigned,,query_snapshot.json:material_id=mp-567366; method=None
spectrum_0684,mp-567840,1.0,assigned,,query_snapshot.json:material_id=mp-567840; method=None
spectrum_0685,mp-567932,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-567932; method=None
spectrum_0686,mp-568224,1.0,assigned,,query_snapshot.json:material_id=mp-568224; method=None
spectrum_0687,mp-568315,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-568315; method=None
spectrum_0688,mp-568354,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-568354; method=None
spectrum_0689,mp-568495,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-568495; method=None
spectrum_0690,mp-568497,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-568497; method=None
spectrum_0691,mp-568524,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-568524; method=None
spectrum_0692,mp-568532,2.0,assigned,,query_snapshot.json:material_id=mp-568532; method=None
spectrum_0693,mp-568598,1.0,assigned,,query_snapshot.json:material_id=mp-568598; method=None
spectrum_0694,mp-568816,2.0,assigned,,query_snapshot.json:material_id=mp-568816; method=None
spectrum_0695,mp-569292,1.0,assigned,,query_snapshot.json:material_id=mp-569292; method=None
spectrum_0696,mp-569339,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-569339; method=None
spectrum_0697,mp-569526,2.0,assigned,,query_snapshot.json:material_id=mp-569526; method=None
spectrum_0698,mp-5696,2.0,assigned,,query_snapshot.json:material_id=mp-5696; method=None
spectrum_0699,mp-569687,1.0,assigned,,query_snapshot.json:material_id=mp-569687; method=None
spectrum_0700,mp-569691,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-569691; method=None
spectrum_0701,mp-569715,1.0,assigned,,query_snapshot.json:material_id=mp-569715; method=None
spectrum_0702,mp-569834,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-569834; method=None
spectrum_0703,mp-570393,1.0,assigned,,query_snapshot.json:material_id=mp-570393; method=None
spectrum_0704,mp-570702,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-570702; method=None
spectrum_0705,mp-570765,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-570765; method=None
spectrum_0706,mp-571034,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-571034; method=None
spectrum_0707,mp-571054,1.0,assigned,,query_snapshot.json:material_id=mp-571054; method=None
spectrum_0708,mp-571074,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-571074; method=None
spectrum_0709,mp-571268,1.6666666666666667,assigned,,query_snapshot.json:material_id=mp-571268; method=None
spectrum_0710,mp-571386,1.0,assigned,,query_snapshot.json:material_id=mp-571386; method=None
spectrum_0711,mp-571468,1.0,assigned,,query_snapshot.json:material_id=mp-571468; method=None
spectrum_0712,mp-572929,2.0,assigned,,query_snapshot.json:material_id=mp-572929; method=None
spectrum_0713,mp-573024,2.0,assigned,,query_snapshot.json:material_id=mp-573024; method=None
spectrum_0714,mp-573069,2.0,assigned,,query_snapshot.json:material_id=mp-573069; method=None
spectrum_0715,mp-573877,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-573877; method=None
spectrum_0716,mp-574507,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-574507; method=None
spectrum_0717,mp-579718,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-579718; method=None
spectrum_0718,mp-580364,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-580364; method=None
spectrum_0719,mp-581212,1.0,assigned,,query_snapshot.json:material_id=mp-581212; method=None
spectrum_0720,mp-581303,2.0,assigned,,query_snapshot.json:material_id=mp-581303; method=None
spectrum_0721,mp-581641,2.0,assigned,,query_snapshot.json:material_id=mp-581641; method=None
spectrum_0722,mp-581786,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-581786; method=None
spectrum_0723,mp-582681,1.0,assigned,,query_snapshot.json:material_id=mp-582681; method=None
spectrum_0724,mp-583800,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-583800; method=None
spectrum_0725,mp-5866,1.0,assigned,,query_snapshot.json:material_id=mp-5866; method=None
spectrum_0726,mp-5938,2.0,assigned,,query_snapshot.json:material_id=mp-5938; method=None
spectrum_0727,mp-600172,1.0,assigned,,query_snapshot.json:material_id=mp-600172; method=None
spectrum_0728,mp-600604,2.0,assigned,,query_snapshot.json:material_id=mp-600604; method=None
spectrum_0729,mp-6013,1.0,assigned,,query_snapshot.json:material_id=mp-6013; method=None
spectrum_0730,mp-601952,2.0,assigned,,query_snapshot.json:material_id=mp-601952; method=None
spectrum_0731,mp-6036,2.0,assigned,,query_snapshot.json:material_id=mp-6036; method=None
spectrum_0732,mp-604273,2.0,assigned,,query_snapshot.json:material_id=mp-604273; method=None
spectrum_0733,mp-604996,2.0,assigned,,query_snapshot.json:material_id=mp-604996; method=None
spectrum_0734,mp-605172,1.0,assigned,,query_snapshot.json:material_id=mp-605172; method=None
spectrum_0735,mp-605196,1.0,assigned,,query_snapshot.json:material_id=mp-605196; method=None
spectrum_0736,mp-607080,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-607080; method=None
spectrum_0737,mp-6127,2.0,assigned,,query_snapshot.json:material_id=mp-6127; method=None
spectrum_0738,mp-614489,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-614489; method=None
spectrum_0739,mp-614964,1.6666666666666667,assigned,,query_snapshot.json:material_id=mp-614964; method=None
spectrum_0740,mp-616166,1.6666666666666667,assigned,,query_snapshot.json:material_id=mp-616166; method=None
spectrum_0741,mp-616610,1.0,assigned,,query_snapshot.json:material_id=mp-616610; method=None
spectrum_0742,mp-617247,2.0,assigned,,query_snapshot.json:material_id=mp-617247; method=None
spectrum_0743,mp-6181,1.0,assigned,,query_snapshot.json:material_id=mp-6181; method=None
spectrum_0744,mp-618788,1.0,assigned,,query_snapshot.json:material_id=mp-618788; method=None
spectrum_0745,mp-618991,1.0,assigned,,query_snapshot.json:material_id=mp-618991; method=None
spectrum_0746,mp-620033,2.0,assigned,,query_snapshot.json:material_id=mp-620033; method=None
spectrum_0747,mp-620325,2.0,assigned,,query_snapshot.json:material_id=mp-620325; method=None
spectrum_0748,mp-622026,1.0,assigned,,query_snapshot.json:material_id=mp-622026; method=None
spectrum_0749,mp-622108,2.0,assigned,,query_snapshot.json:material_id=mp-622108; method=None
spectrum_0750,mp-622110,2.0,assigned,,query_snapshot.json:material_id=mp-622110; method=None
spectrum_0751,mp-622570,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-622570; method=None
spectrum_0752,mp-622576,1.6666666666666667,assigned,,query_snapshot.json:material_id=mp-622576; method=None
spectrum_0753,mp-622636,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-622636; method=None
spectrum_0754,mp-6252,2.0,assigned,,query_snapshot.json:material_id=mp-6252; method=None
spectrum_0755,mp-628568,2.0,assigned,,query_snapshot.json:material_id=mp-628568; method=None
spectrum_0756,mp-6297,2.0,assigned,,query_snapshot.json:material_id=mp-6297; method=None
spectrum_0757,mp-635456,1.0,assigned,,query_snapshot.json:material_id=mp-635456; method=None
spectrum_0758,mp-635469,1.0,assigned,,query_snapshot.json:material_id=mp-635469; method=None
spectrum_0759,mp-636198,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-636198; method=None
spectrum_0760,mp-636240,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-636240; method=None
spectrum_0761,mp-636256,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-636256; method=None
spectrum_0762,mp-636978,2.0,assigned,,query_snapshot.json:material_id=mp-636978; method=None
spectrum_0763,mp-638086,1.0,assigned,,query_snapshot.json:material_id=mp-638086; method=None
spectrum_0764,mp-639675,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-639675; method=None
spectrum_0765,mp-639719,2.0,assigned,,query_snapshot.json:material_id=mp-639719; method=None
spectrum_0766,mp-639756,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-639756; method=None
spectrum_0767,mp-640899,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-640899; method=None
spectrum_0768,mp-640925,2.0,assigned,,query_snapshot.json:material_id=mp-640925; method=None
spectrum_0769,mp-641710,2.0,assigned,,query_snapshot.json:material_id=mp-641710; method=None
spectrum_0770,mp-642,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-642; method=None
spectrum_0771,mp-642157,2.0,assigned,,query_snapshot.json:material_id=mp-642157; method=None
spectrum_0772,mp-642804,2.0,assigned,,query_snapshot.json:material_id=mp-642804; method=None
spectrum_0773,mp-642811,2.5,assigned,,query_snapshot.json:material_id=mp-642811; method=None
spectrum_0774,mp-643052,2.0,assigned,,query_snapshot.json:material_id=mp-643052; method=None
spectrum_0775,mp-643203,1.8333333333333333,assigned,,query_snapshot.json:material_id=mp-643203; method=None
spectrum_0776,mp-643378,2.0,assigned,,query_snapshot.json:material_id=mp-643378; method=None
spectrum_0777,mp-643743,2.0,assigned,,query_snapshot.json:material_id=mp-643743; method=None
spectrum_0778,mp-643934,2.0,assigned,,query_snapshot.json:material_id=mp-643934; method=None
spectrum_0779,mp-645435,2.0,assigned,,query_snapshot.json:material_id=mp-645435; method=None
spectrum_0780,mp-645504,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-645504; method=None
spectrum_0781,mp-646039,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-646039; method=None
spectrum_0782,mp-646125,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-646125; method=None
spectrum_0783,mp-646750,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-646750; method=None
spectrum_0784,mp-647606,1.0,assigned,,query_snapshot.json:material_id=mp-647606; method=None
spectrum_0785,mp-649774,1.0,assigned,,query_snapshot.json:material_id=mp-649774; method=None
spectrum_0786,mp-6498,1.0,assigned,,query_snapshot.json:material_id=mp-6498; method=None
spectrum_0787,mp-649944,2.0,assigned,,query_snapshot.json:material_id=mp-649944; method=None
spectrum_0788,mp-650741,2.0,assigned,,query_snapshot.json:material_id=mp-650741; method=None
spectrum_0789,mp-651682,2.0,assigned,,query_snapshot.json:material_id=mp-651682; method=None
spectrum_0790,mp-651706,1.0,assigned,,query_snapshot.json:material_id=mp-651706; method=None
spectrum_0791,mp-6537,2.0,assigned,,query_snapshot.json:material_id=mp-6537; method=None
spectrum_0792,mp-653925,2.0,assigned,,query_snapshot.json:material_id=mp-653925; method=None
spectrum_0793,mp-654109,1.0,assigned,,query_snapshot.json:material_id=mp-654109; method=None
spectrum_0794,mp-654900,1.0,assigned,,query_snapshot.json:material_id=mp-654900; method=None
spectrum_0795,mp-655377,1.0,assigned,,query_snapshot.json:material_id=mp-655377; method=None
spectrum_0796,mp-669354,2.0,assigned,,query_snapshot.json:material_id=mp-669354; method=None
spectrum_0797,mp-669361,2.0,assigned,,query_snapshot.json:material_id=mp-669361; method=None
spectrum_0798,mp-672285,1.0,assigned,,query_snapshot.json:material_id=mp-672285; method=None
spectrum_0799,mp-672295,1.25,assigned,,query_snapshot.json:material_id=mp-672295; method=None
spectrum_0800,mp-672345,2.0,assigned,,query_snapshot.json:material_id=mp-672345; method=None
spectrum_0801,mp-677105,1.5,assigned,,query_snapshot.json:material_id=mp-677105; method=None
spectrum_0802,mp-679991,1.0,assigned,,query_snapshot.json:material_id=mp-679991; method=None
spectrum_0803,mp-6802,1.0,assigned,,query_snapshot.json:material_id=mp-6802; method=None
spectrum_0804,mp-680211,2.0,assigned,,query_snapshot.json:material_id=mp-680211; method=None
spectrum_0805,mp-680639,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-680639; method=None
spectrum_0806,mp-6829,1.0,assigned,,query_snapshot.json:material_id=mp-6829; method=None
spectrum_0807,mp-683906,,unresolved,Cu_assignment_unavailable,query_snapshot.json:material_id=mp-683906; method=None
spectrum_0808,mp-683950,2.0833333333333335,assigned,,query_snapshot.json:material_id=mp-683950; method=None
spectrum_0809,mp-6885,2.0,assigned,,query_snapshot.json:material_id=mp-6885; method=None
spectrum_0810,mp-690769,2.0,assigned,,query_snapshot.json:material_id=mp-690769; method=None
spectrum_0811,mp-696200,2.0,assigned,,query_snapshot.json:material_id=mp-696200; method=None
