spectrum_id,mp_id
spectrum_0969,mp-1080612
spectrum_0970,mp-1080624
spectrum_0971,mp-1080814
spectrum_0972,mp-10834
spectrum_0973,mp-1087483
spectrum_0974,mp-1087547
spectrum_0975,mp-10876
spectrum_0976,mp-10877
spectrum_0977,mp-10887
spectrum_0978,mp-10950
spectrum_0979,mp-1095111
spectrum_0980,mp-10952
spectrum_0981,mp-1095201
spectrum_0982,mp-1095273
spectrum_0983,mp-1095403
spectrum_0984,mp-1095575
spectrum_0985,mp-1095591
spectrum_0986,mp-1095660
spectrum_0987,mp-1096867
spectrum_0988,mp-1096897
spectrum_0989,mp-10973
spectrum_0990,mp-10991
spectrum_0991,mp-10992
spectrum_0992,mp-1100809
spectrum_0993,mp-1101139
spectrum_0994,mp-1101476
spectrum_0995,mp-1101850
spectrum_0996,mp-1101867
spectrum_0997,mp-11019
spectrum_0998,mp-1102015
spectrum_0999,mp-1102042
spectrum_1000,mp-1102297
spectrum_1001,mp-1102382
spectrum_1002,mp-1102518
spectrum_1003,mp-1102536
spectrum_1004,mp-11029
spectrum_1005,mp-1103123
spectrum_1006,mp-1103415
spectrum_1007,mp-1103511
spectrum_1008,mp-1103929
spectrum_1009,mp-1104000
spectrum_1010,mp-1104253
spectrum_1011,mp-1104269
spectrum_1012,mp-1104741
spectrum_1013,mp-1104798
spectrum_1014,mp-1104848
spectrum_1015,mp-1104923
spectrum_1016,mp-1104954
spectrum_1017,mp-1104960
spectrum_1018,mp-1105138
spectrum_1019,mp-1105186
spectrum_1020,mp-1105187
spectrum_1021,mp-1105893
spectrum_1022,mp-1105955
spectrum_1023,mp-1106051
spectrum_1024,mp-1106301
spectrum_1025,mp-1106310
spectrum_1026,mp-11086
spectrum_1027,mp-11114
spectrum_1028,mp-11115
spectrum_1029,mp-1113297
spectrum_1030,mp-1113598
spectrum_1031,mp-1120730
spectrum_1032,mp-11293
spectrum_1033,mp-11359
spectrum_1034,mp-11360
spectrum_1035,mp-11361
spectrum_1036,mp-11363
spectrum_1037,mp-11366
spectrum_1038,mp-1140
spectrum_1039,mp-1147551
spectrum_1040,mp-1147553
spectrum_1041,mp-1147650
spectrum_1042,mp-1147653
spectrum_1043,mp-1147679
spectrum_1044,mp-1147709
spectrum_1045,mp-1147715
spectrum_1046,mp-11604
spectrum_1047,mp-11700
spectrum_1048,mp-11701
spectrum_1049,mp-1172870
spectrum_1050,mp-1177695
spectrum_1051,mp-11790
spectrum_1052,mp-11792
spectrum_1053,mp-11793
spectrum_1054,mp-1179530
spectrum_1055,mp-1179864
spectrum_1056,mp-1180119
spectrum_1057,mp-1183114
spectrum_1058,mp-1183120
spectrum_1059,mp-1183810
spectrum_1060,mp-1183995
spectrum_1061,mp-1184092
spectrum_1062,mp-1184119
spectrum_1063,mp-1184202
spectrum_1064,mp-1184422
spectrum_1065,mp-1184522
spectrum_1066,mp-1184609
spectrum_1067,mp-1184891
spectrum_1068,mp-11852
spectrum_1069,mp-1185442
spectrum_1070,mp-1185452
spectrum_1071,mp-1185457
spectrum_1072,mp-1185508
spectrum_1073,mp-1185509
spectrum_1074,mp-1186452
spectrum_1075,mp-1186453
spectrum_1076,mp-1186462
spectrum_1077,mp-1186667
spectrum_1078,mp-1187436
spectrum_1079,mp-1187455
spectrum_1080,mp-1187459
spectrum_1081,mp-1187538
spectrum_1082,mp-1187606
spectrum_1083,mp-1187800
spectrum_1084,mp-1188077
spectrum_1085,mp-1188159
spectrum_1086,mp-1188172
spectrum_1087,mp-1188208
spectrum_1088,mp-1188264
spectrum_1089,mp-1188268
spectrum_1090,mp-1188441
spectrum_1091,mp-1188531
spectrum_1092,mp-1189588
spectrum_1093,mp-1189612
spectrum_1094,mp-1189828
spectrum_1095,mp-1189879
spectrum_1096,mp-1190072
spectrum_1097,mp-1190117
spectrum_1098,mp-1190199
spectrum_1099,mp-1190446
spectrum_1100,mp-1190515
spectrum_1101,mp-1190539
spectrum_1102,mp-1190656
spectrum_1103,mp-1191054
spectrum_1104,mp-1191305
spectrum_1105,mp-1191406
spectrum_1106,mp-1191419
spectrum_1107,mp-1191858
spectrum_1108,mp-1191985
spectrum_1109,mp-1192085
spectrum_1110,mp-11923
spectrum_1111,mp-11925
spectrum_1112,mp-1192662
spectrum_1113,mp-1192715
spectrum_1114,mp-1192723
spectrum_1115,mp-1192782
spectrum_1116,mp-1192935
spectrum_1117,mp-1192952
spectrum_1118,mp-1193200
spectrum_1119,mp-1193533
spectrum_1120,mp-1193693
spectrum_1121,mp-1193845
spectrum_1122,mp-1194036
spectrum_1123,mp-1194170
spectrum_1124,mp-1194230
spectrum_1125,mp-1194241
spectrum_1126,mp-1194443
spectrum_1127,mp-1194546
spectrum_1128,mp-1194744
spectrum_1129,mp-1194809
spectrum_1130,mp-1195070
spectrum_1131,mp-1195143
spectrum_1132,mp-1195291
spectrum_1133,mp-1195655
spectrum_1134,mp-1195676
spectrum_1135,mp-1195710
spectrum_1136,mp-1195821
spectrum_1137,mp-1196390
spectrum_1138,mp-1197621
spectrum_1139,mp-1197658
spectrum_1140,mp-1198036
spectrum_1141,mp-1198048
spectrum_1142,mp-1198565
spectrum_1143,mp-1198918
spectrum_1144,mp-1199290
spectrum_1145,mp-1199735
spectrum_1146,mp-12007
spectrum_1147,mp-12009
spectrum_1148,mp-1200988
spectrum_1149,mp-1201069
spectrum_1150,mp-1201167
spectrum_1151,mp-1201654
spectrum_1152,mp-1203307
spectrum_1153,mp-1203834
spectrum_1154,mp-1203883
spectrum_1155,mp-1205497
spectrum_1156,mp-1205563
spectrum_1157,mp-1205577
spectrum_1158,mp-1205581
spectrum_1159,mp-1205707
spectrum_1160,mp-1205745
spectrum_1161,mp-1205861
spectrum_1162,mp-1205864
spectrum_1163,mp-1205902
spectrum_1164,mp-1205970
spectrum_1165,mp-1205987
spectrum_1166,mp-1206020
spectrum_1167,mp-1206022
spectrum_1168,mp-1206085
spectrum_1169,mp-1206095
spectrum_1170,mp-1206169
spectrum_1171,mp-1206262
spectrum_1172,mp-1206278
spectrum_1173,mp-1206421
spectrum_1174,mp-1206430
spectrum_1175,mp-1206438
spectrum_1176,mp-1206453
spectrum_1177,mp-1206555
spectrum_1178,mp-1206691
spectrum_1179,mp-1206800
spectrum_1180,mp-1206870
spectrum_1181,mp-1206905
spectrum_1182,mp-1206944
spectrum_1183,mp-1207003
spectrum_1184,mp-1207068
spectrum_1185,mp-1207193
spectrum_1186,mp-1207399
spectrum_1187,mp-1207410
spectrum_1188,mp-1207422
spectrum_1189,mp-1207590
spectrum_1190,mp-1207636
spectrum_1191,mp-1207797
spectrum_1192,mp-1208066
spectrum_1193,mp-1208222
spectrum_1194,mp-1208239
spectrum_1195,mp-1208242
spectrum_1196,mp-1208292
spectrum_1197,mp-1208323
spectrum_1198,mp-1208325
spectrum_1199,mp-1208445
spectrum_1200,mp-1208521
spectrum_1201,mp-12086
spectrum_1202,mp-1208916
spectrum_1203,mp-1209000
spectrum_1204,mp-1209018
spectrum_1205,mp-1209206
spectrum_1206,mp-1209376
spectrum_1207,mp-1209738
spectrum_1208,mp-1209760
spectrum_1209,mp-1209796
spectrum_1210,mp-1209832
spectrum_1211,mp-1209940
spectrum_1212,mp-1209951
spectrum_1213,mp-1209963
spectrum_1214,mp-1210067
spectrum_1215,mp-1210068
spectrum_1216,mp-1210079
spectrum_1217,mp-1210159
spectrum_1218,mp-1210224
spectrum_1219,mp-1210695
spectrum_1220,mp-1211261
spectrum_1221,mp-1211368
spectrum_1222,mp-1211416
spectrum_1223,mp-1211431
spectrum_1224,mp-1211434
spectrum_1225,mp-1211474
spectrum_1226,mp-1211692
spectrum_1227,mp-1211723
spectrum_1228,mp-1212343
spectrum_1229,mp-1212455
spectrum_1230,mp-1212597
spectrum_1231,mp-1212638
spectrum_1232,mp-1212660
spectrum_1233,mp-1212752
spectrum_1234,mp-1212837
spectrum_1235,mp-1212937
spectrum_1236,mp-1213055
spectrum_1237,mp-1213075
spectrum_1238,mp-1213198
spectrum_1239,mp-1213222
spectrum_1240,mp-1213273
spectrum_1241,mp-1213285
spectrum_1242,mp-1213290
spectrum_1243,mp-1213317
spectrum_1244,mp-1213368
spectrum_1245,mp-1213613
spectrum_1246,mp-1213889
spectrum_1247,mp-1214035
spectrum_1248,mp-1214036
spectrum_1249,mp-1214241
spectrum_1250,mp-1214324
spectrum_1251,mp-1214381
spectrum_1252,mp-1214402
spectrum_1253,mp-1214501
spectrum_1254,mp-1214524
spectrum_1255,mp-1214552
spectrum_1256,mp-1214577
spectrum_1257,mp-1214585
spectrum_1258,mp-1214695
spectrum_1259,mp-1214697
spectrum_1260,mp-1214709
spectrum_1261,mp-1214720
spectrum_1262,mp-1214866
spectrum_1263,mp-1214887
spectrum_1264,mp-1214933
spectrum_1265,mp-1215318
spectrum_1266,mp-1215338
spectrum_1267,mp-1215370
spectrum_1268,mp-1215380
spectrum_1269,mp-1215494
spectrum_1270,mp-1215514
spectrum_1271,mp-1215553
spectrum_1272,mp-1215563
spectrum_1273,mp-1215637
spectrum_1274,mp-1215639
spectrum_1275,mp-1215672
spectrum_1276,mp-1215705
spectrum_1277,mp-1215719
spectrum_1278,mp-1215808
spectrum_1279,mp-1215887
spectrum_1280,mp-1215905
spectrum_1281,mp-1216017
spectrum_1282,mp-1216020
spectrum_1283,mp-1216081
spectrum_1284,mp-1216128
spectrum_1285,mp-1216156
spectrum_1286,mp-1216184
spectrum_1287,mp-1216210
spectrum_1288,mp-1216319
spectrum_1289,mp-1216363
spectrum_1290,mp-1216441
spectrum_1291,mp-1216515
spectrum_1292,mp-1216524
spectrum_1293,mp-1216599
spectrum_1294,mp-1216740
spectrum_1295,mp-1216745
spectrum_1296,mp-1216850
spectrum_1297,mp-1216911
spectrum_1298,mp-1217046
spectrum_1299,mp-1217139
spectrum_1300,mp-1217232
spectrum_1301,mp-1217294
spectrum_1302,mp-1217570
spectrum_1303,mp-1217605
spectrum_1304,mp-1217627
spectrum_1305,mp-1217677
spectrum_1306,mp-1217694
spectrum_1307,mp-1217701
spectrum_1308,mp-1217715
spectrum_1309,mp-1217740
spectrum_1310,mp-1217839
spectrum_1311,mp-1217848
spectrum_1312,mp-1217849
spectrum_1313,mp-1217925
spectrum_1314,mp-1217996
spectrum_1315,mp-1218032
spectrum_1316,mp-1218053
spectrum_1317,mp-1218096
spectrum_1318,mp-1218223
spectrum_1319,mp-1218849
spectrum_1320,mp-1218982
spectrum_1321,mp-1218991
spectrum_1322,mp-1219014
spectrum_1323,mp-1219064
spectrum_1324,mp-1219105
spectrum_1325,mp-1219195
spectrum_1326,mp-1219222
spectrum_1327,mp-1219296
spectrum_1328,mp-1219337
spectrum_1329,mp-1219343
spectrum_1330,mp-1219397
spectrum_1331,mp-1219423
spectrum_1332,mp-1219557
spectrum_1333,mp-1219603
spectrum_1334,mp-1219852
spectrum_1335,mp-1219923
spectrum_1336,mp-1219942
spectrum_1337,mp-1219977
spectrum_1338,mp-1219996
spectrum_1339,mp-1220000
spectrum_1340,mp-1220168
spectrum_1341,mp-1220173
spectrum_1342,mp-1220196
spectrum_1343,mp-1220204
spectrum_1344,mp-1220386
spectrum_1345,mp-1220403
spectrum_1346,mp-1220452
spectrum_1347,mp-1220484
spectrum_1348,mp-1220615
spectrum_1349,mp-1220674
spectrum_1350,mp-1221084
spectrum_1351,mp-1221565
spectrum_1352,mp-1221609
spectrum_1353,mp-1221692
spectrum_1354,mp-1221747
spectrum_1355,mp-1221951
spectrum_1356,mp-1222023
spectrum_1357,mp-1222062
spectrum_1358,mp-1222158
spectrum_1359,mp-1222187
spectrum_1360,mp-1222208
spectrum_1361,mp-1222284
spectrum_1362,mp-1222325
spectrum_1363,mp-1222329
spectrum_1364,mp-1222365
spectrum_1365,mp-1222411
spectrum_1366,mp-1222454
spectrum_1367,mp-1222572
spectrum_1368,mp-1222617
spectrum_1369,mp-1222673
spectrum_1370,mp-1222744
spectrum_1371,mp-1222853
spectrum_1372,mp-1222898
spectrum_1373,mp-1222916
spectrum_1374,mp-1222919
spectrum_1375,mp-1222942
spectrum_1376,mp-1222960
spectrum_1377,mp-1223074
spectrum_1378,mp-1223089
spectrum_1379,mp-1223147
spectrum_1380,mp-1223228
spectrum_1381,mp-1223301
spectrum_1382,mp-1223339
spectrum_1383,mp-1223366
spectrum_1384,mp-1223765
spectrum_1385,mp-1223820
spectrum_1386,mp-1223908
spectrum_1387,mp-1223921
spectrum_1388,mp-1223929
spectrum_1389,mp-1224004
spectrum_1390,mp-1224006
spectrum_1391,mp-1224037
spectrum_1392,mp-1224046
spectrum_1393,mp-1224059
spectrum_1394,mp-1224113
spectrum_1395,mp-1224178
spectrum_1396,mp-1224210
spectrum_1397,mp-1224445
spectrum_1398,mp-1224525
spectrum_1399,mp-1224550
spectrum_1400,mp-1224607
spectrum_1401,mp-1224756
spectrum_1402,mp-1224851
spectrum_1403,mp-1225017
spectrum_1404,mp-1225036
spectrum_1405,mp-1225070
spectrum_1406,mp-1225071
spectrum_1407,mp-1225072
spectrum_1408,mp-1225120
spectrum_1409,mp-1225152
spectrum_1410,mp-1225153
spectrum_1411,mp-1225157
spectrum_1412,mp-1225307
spectrum_1413,mp-1225325
spectrum_1414,mp-1225327
spectrum_1415,mp-1225340
spectrum_1416,mp-1225396
spectrum_1417,mp-1225514
spectrum_1418,mp-1225549
spectrum_1419,mp-1225592
spectrum_1420,mp-1225597
spectrum_1421,mp-1225628
spectrum_1422,mp-1225663
spectrum_1423,mp-1225665
spectrum_1424,mp-1225724
spectrum_1425,mp-1225822
spectrum_1426,mp-1225826
spectrum_1427,mp-1225836
spectrum_1428,mp-1225882
spectrum_1429,mp-1225890
spectrum_1430,mp-1225911
spectrum_1431,mp-1225926
spectrum_1432,mp-1225966
spectrum_1433,mp-1225976
spectrum_1434,mp-1225979
spectrum_1435,mp-1225986
spectrum_1436,mp-1226046
spectrum_1437,mp-1226070
spectrum_1438,mp-1226116
spectrum_1439,mp-1226198
spectrum_1440,mp-1226247
spectrum_1441,mp-1226299
spectrum_1442,mp-1226384
spectrum_1443,mp-1226509
spectrum_1444,mp-1226605
spectrum_1445,mp-1226625
spectrum_1446,mp-1226644
spectrum_1447,mp-1226656
spectrum_1448,mp-1226676
spectrum_1449,mp-1226688
spectrum_1450,mp-1226702
spectrum_1451,mp-1226848
spectrum_1452,mp-1226887
spectrum_1453,mp-1226908
spectrum_1454,mp-1226991
spectrum_1455,mp-1226999
spectrum_1456,mp-1227648
spectrum_1457,mp-1228013
spectrum_1458,mp-1228084
spectrum_1459,mp-1228096
spectrum_1460,mp-1228148
spectrum_1461,mp-1228194
spectrum_1462,mp-1228217
spectrum_1463,mp-1228257
spectrum_1464,mp-1228350
spectrum_1465,mp-1228360
spectrum_1466,mp-1228373
spectrum_1467,mp-1228402
spectrum_1468,mp-1228434
spectrum_1469,mp-1228503
spectrum_1470,mp-1228560
spectrum_1471,mp-1228920
spectrum_1472,mp-1228942
spectrum_1473,mp-1228960
spectrum_1474,mp-1228961
spectrum_1475,mp-1228975
spectrum_1476,mp-1228980
spectrum_1477,mp-1228984
spectrum_1478,mp-1229021
spectrum_1479,mp-1229027
spectrum_1480,mp-1229080
spectrum_1481,mp-1229131
spectrum_1482,mp-1232290
spectrum_1483,mp-1232302
spectrum_1484,mp-1232332
spectrum_1485,mp-1232423
spectrum_1486,mp-12444
spectrum_1487,mp-12453
spectrum_1488,mp-1246246
spectrum_1489,mp-12550
spectrum_1490,mp-12562
spectrum_1491,mp-12608
spectrum_1492,mp-12614
spectrum_1493,mp-12732
spectrum_1494,mp-12759
spectrum_1495,mp-12791
spectrum_1496,mp-12802
spectrum_1497,mp-12834
spectrum_1498,mp-12947
spectrum_1499,mp-12984
spectrum_1500,mp-13171
spectrum_1501,mp-13172
spectrum_1502,mp-13200
spectrum_1503,mp-13202
spectrum_1504,mp-13203
spectrum_1505,mp-13218
spectrum_1506,mp-13220
spectrum_1507,mp-13221
spectrum_1508,mp-13222
spectrum_1509,mp-13223
spectrum_1510,mp-13225
spectrum_1511,mp-13226
spectrum_1512,mp-13227
spectrum_1513,mp-13240
spectrum_1514,mp-13361
spectrum_1515,mp-13392
spectrum_1516,mp-13400
spectrum_1517,mp-13401
spectrum_1518,mp-13413
spectrum_1519,mp-1368
spectrum_1520,mp-1377
spectrum_1521,mp-13967
spectrum_1522,mp-14116
spectrum_1523,mp-14205
spectrum_1524,mp-14455
spectrum_1525,mp-14786
spectrum_1526,mp-14969
spectrum_1527,mp-15039
spectrum_1528,mp-15147
spectrum_1529,mp-15222
spectrum_1530,mp-15223
spectrum_1531,mp-1527
spectrum_1532,mp-15387
spectrum_1533,mp-15987
spectrum_1534,mp-1607
spectrum_1535,mp-16497
spectrum_1536,mp-16498
spectrum_1537,mp-16543
spectrum_1538,mp-16638
spectrum_1539,mp-16668
spectrum_1540,mp-16684
spectrum_1541,mp-16750
spectrum_1542,mp-16751
spectrum_1543,mp-16753
spectrum_1544,mp-16867
spectrum_1545,mp-17224
spectrum_1546,mp-17660
spectrum_1547,mp-17856
spectrum_1548,mp-17929
spectrum_1549,mp-18267
spectrum_1550,mp-1837
spectrum_1551,mp-18685
spectrum_1552,mp-1882
spectrum_1553,mp-193
spectrum_1554,mp-1937
spectrum_1555,mp-1955
spectrum_1556,mp-1971
spectrum_1557,mp-19724
spectrum_1558,mp-19782
spectrum_1559,mp-19955
spectrum_1560,mp-2000
spectrum_1561,mp-20003
spectrum_1562,mp-20010
spectrum_1563,mp-20024
spectrum_1564,mp-20157
spectrum_1565,mp-20173
spectrum_1566,mp-20219
spectrum_1567,mp-20290
spectrum_1568,mp-2031
spectrum_1569,mp-20502
spectrum_1570,mp-2051
spectrum_1571,mp-20637
spectrum_1572,mp-2066
spectrum_1573,mp-20663
spectrum_1574,mp-20665
spectrum_1575,mp-20774
spectrum_1576,mp-2078
spectrum_1577,mp-20844
spectrum_1578,mp-20865
spectrum_1579,mp-21067
spectrum_1580,mp-21436
spectrum_1581,mp-21478
spectrum_1582,mp-21533
spectrum_1583,mp-21578
spectrum_1584,mp-21609
spectrum_1585,mp-21612
spectrum_1586,mp-21670
spectrum_1587,mp-21855
spectrum_1588,mp-21985
spectrum_1589,mp-22066
spectrum_1590,mp-22188
spectrum_1591,mp-22229
spectrum_1592,mp-22261
spectrum_1593,mp-22277
spectrum_1594,mp-22295
spectrum_1595,mp-22306
spectrum_1596,mp-22485
spectrum_1597,mp-2258
spectrum_1598,mp-22683
spectrum_1599,mp-22696
spectrum_1600,mp-227
spectrum_1601,mp-22725
spectrum_1602,mp-22740
spectrum_1603,mp-22913
spectrum_1604,mp-22953
spectrum_1605,mp-23017
spectrum_1606,mp-23032
spectrum_1607,mp-23065
spectrum_1608,mp-23085
spectrum_1609,mp-23102
spectrum_1610,mp-23219
spectrum_1611,mp-2334
spectrum_1612,mp-24196
spectrum_1613,mp-2462
spectrum_1614,mp-2481
spectrum_1615,mp-2500
spectrum_1616,mp-2613
spectrum_1617,mp-2643
spectrum_1618,mp-2698
spectrum_1619,mp-27234
spectrum_1620,mp-2726
spectrum_1621,mp-27321
spectrum_1622,mp-27336
spectrum_1623,mp-27424
spectrum_1624,mp-27804
spectrum_1625,mp-27961
spectrum_1626,mp-2797
spectrum_1627,mp-27999
spectrum_1628,mp-2801
spectrum_1629,mp-28034
spectrum_1630,mp-28273
spectrum_1631,mp-28467
spectrum_1632,mp-28556
spectrum_1633,mp-28687
spectrum_1634,mp-28692
spectrum_1635,mp-28741
spectrum_1636,mp-2877
spectrum_1637,mp-28789
spectrum_1638,mp-29069
spectrum_1639,mp-29136
spectrum_1640,mp-29199
spectrum_1641,mp-29362
spectrum_1642,mp-29403
spectrum_1643,mp-29440
spectrum_1644,mp-30
spectrum_1645,mp-3015
spectrum_1646,mp-30178
spectrum_1647,mp-30195
spectrum_1648,mp-3034
spectrum_1649,mp-30428
spectrum_1650,mp-30439
spectrum_1651,mp-30472
spectrum_1652,mp-30579
spectrum_1653,mp-30580
spectrum_1654,mp-30581
spectrum_1655,mp-30584
spectrum_1656,mp-30585
spectrum_1657,mp-30586
spectrum_1658,mp-30587
spectrum_1659,mp-30591
spectrum_1660,mp-30595
spectrum_1661,mp-30598
spectrum_1662,mp-30600
spectrum_1663,mp-30910
spectrum_1664,mp-31194
spectrum_1665,mp-31273
spectrum_1666,mp-31423
spectrum_1667,mp-31469
spectrum_1668,mp-3177
spectrum_1669,mp-33218
spectrum_1670,mp-3345
spectrum_1671,mp-3390
spectrum_1672,mp-34126
spectrum_1673,mp-3456
spectrum_1674,mp-3522
spectrum_1675,mp-35267
spectrum_1676,mp-3557
spectrum_1677,mp-35841
spectrum_1678,mp-3642
spectrum_1679,mp-3650
spectrum_1680,mp-3676
spectrum_1681,mp-3683
spectrum_1682,mp-3739
spectrum_1683,mp-3748
spectrum_1684,mp-3852
spectrum_1685,mp-3879
spectrum_1686,mp-3925
spectrum_1687,mp-3950
spectrum_1688,mp-3951
spectrum_1689,mp-3995
spectrum_1690,mp-3997
spectrum_1691,mp-4093
spectrum_1692,mp-4441
spectrum_1693,mp-4521
spectrum_1694,mp-4689
spectrum_1695,mp-4771
spectrum_1696,mp-4835
spectrum_1697,mp-4840
spectrum_1698,mp-4841
spectrum_1699,mp-4861
spectrum_1700,mp-4886
spectrum_1701,mp-4901
spectrum_1702,mp-4903
spectrum_1703,mp-4911
spectrum_1704,mp-504476
spectrum_1705,mp-504650
spectrum_1706,mp-505042
spectrum_1707,mp-505171
spectrum_1708,mp-505172
spectrum_1709,mp-505292
spectrum_1710,mp-505312
spectrum_1711,mp-505322
spectrum_1712,mp-505558
spectrum_1713,mp-505769
spectrum_1714,mp-510011
spectrum_1715,mp-510370
spectrum_1716,mp-510418
spectrum_1717,mp-510528
spectrum_1718,mp-510566
spectrum_1719,mp-510567
spectrum_1720,mp-510596
spectrum_1721,mp-510625
spectrum_1722,mp-510643
spectrum_1723,mp-5111
spectrum_1724,mp-522
spectrum_1725,mp-5267
spectrum_1726,mp-530144
spectrum_1727,mp-5305
spectrum_1728,mp-532007
spectrum_1729,mp-541037
spectrum_1730,mp-541407
spectrum_1731,mp-541587
spectrum_1732,mp-542132
spectrum_1733,mp-542860
spectrum_1734,mp-542881
spectrum_1735,mp-542933
spectrum_1736,mp-5452
spectrum_1737,mp-545481
spectrum_1738,mp-546295
spectrum_1739,mp-546898
spectrum_1740,mp-5486
spectrum_1741,mp-551456
spectrum_1742,mp-552537
spectrum_1743,mp-553303
spectrum_1744,mp-553310
spectrum_1745,mp-554421
spectrum_1746,mp-554430
spectrum_1747,mp-554492
spectrum_1748,mp-554724
spectrum_1749,mp-554726
spectrum_1750,mp-554882
spectrum_1751,mp-555081
spectrum_1752,mp-555113
spectrum_1753,mp-555871
spectrum_1754,mp-555884
spectrum_1755,mp-555893
spectrum_1756,mp-555978
spectrum_1757,mp-556333
spectrum_1758,mp-556522
spectrum_1759,mp-556536
spectrum_1760,mp-556782
spectrum_1761,mp-556787
spectrum_1762,mp-556868
spectrum_1763,mp-556975
spectrum_1764,mp-557020
spectrum_1765,mp-557171
spectrum_1766,mp-557447
spectrum_1767,mp-557728
spectrum_1768,mp-557871
spectrum_1769,mp-558012
spectrum_1770,mp-558042
spectrum_1771,mp-558063
spectrum_1772,mp-558303
spectrum_1773,mp-558375
spectrum_1774,mp-558415
spectrum_1775,mp-558650
spectrum_1776,mp-558663
spectrum_1777,mp-558740
spectrum_1778,mp-558944
spectrum_1779,mp-558980
spectrum_1780,mp-559474
spectrum_1781,mp-559633
spectrum_1782,mp-559944
spectrum_1783,mp-560014
spectrum_1784,mp-560300
spectrum_1785,mp-560501
spectrum_1786,mp-560502
spectrum_1787,mp-560675
spectrum_1788,mp-561173
spectrum_1789,mp-561179
spectrum_1790,mp-561248
spectrum_1791,mp-561495
spectrum_1792,mp-561512
spectrum_1793,mp-5621
spectrum_1794,mp-562230
spectrum_1795,mp-565597
spectrum_1796,mp-567428
spectrum_1797,mp-567502
spectrum_1798,mp-567538
spectrum_1799,mp-567644
spectrum_1800,mp-567690
spectrum_1801,mp-567753
spectrum_1802,mp-567808
spectrum_1803,mp-567983
spectrum_1804,mp-568017
spectrum_1805,mp-568046
spectrum_1806,mp-568189
spectrum_1807,mp-568191
spectrum_1808,mp-568397
spectrum_1809,mp-568474
spectrum_1810,mp-568519
spectrum_1811,mp-568638
spectrum_1812,mp-568778
spectrum_1813,mp-568954
spectrum_1814,mp-568974
spectrum_1815,mp-569168
spectrum_1816,mp-569557
spectrum_1817,mp-569603
spectrum_1818,mp-569617
spectrum_1819,mp-569661
spectrum_1820,mp-570136
spectrum_1821,mp-5702
spectrum_1822,mp-570226
spectrum_1823,mp-570621
spectrum_1824,mp-570700
spectrum_1825,mp-570710
spectrum_1826,mp-570757
spectrum_1827,mp-570769
spectrum_1828,mp-570817
spectrum_1829,mp-570879
spectrum_1830,mp-571015
spectrum_1831,mp-571184
spectrum_1832,mp-571223
spectrum_1833,mp-571306
spectrum_1834,mp-571347
spectrum_1835,mp-571486
spectrum_1836,mp-573073
spectrum_1837,mp-573114
spectrum_1838,mp-5737
spectrum_1839,mp-574369
spectrum_1840,mp-574448
spectrum_1841,mp-5756
spectrum_1842,mp-5787
spectrum_1843,mp-5792
spectrum_1844,mp-580136
spectrum_1845,mp-580357
spectrum_1846,mp-581419
spectrum_1847,mp-581696
spectrum_1848,mp-581831
spectrum_1849,mp-581942
spectrum_1850,mp-582024
spectrum_1851,mp-582421
spectrum_1852,mp-582423
spectrum_1853,mp-5831
spectrum_1854,mp-585949
spectrum_1855,mp-593
spectrum_1856,mp-5970
spectrum_1857,mp-600125
spectrum_1858,mp-601286
spectrum_1859,mp-607409
spectrum_1860,mp-607477
spectrum_1861,mp-614455
spectrum_1862,mp-615789
spectrum_1863,mp-616501
spectrum_1864,mp-6182
spectrum_1865,mp-623134
spectrum_1866,mp-6244
spectrum_1867,mp-628637
spectrum_1868,mp-628643
spectrum_1869,mp-630820
spectrum_1870,mp-6323
spectrum_1871,mp-636253
spectrum_1872,mp-636264
spectrum_1873,mp-637204
spectrum_1874,mp-638252
spectrum_1875,mp-640324
spectrum_1876,mp-640889
spectrum_1877,mp-640926
spectrum_1878,mp-6412
spectrum_1879,mp-642315
spectrum_1880,mp-643409
spectrum_1881,mp-643793
spectrum_1882,mp-644280
spectrum_1883,mp-644311
spectrum_1884,mp-6449
spectrum_1885,mp-653840
spectrum_1886,mp-653930
spectrum_1887,mp-6599
spectrum_1888,mp-6691
spectrum_1889,mp-672258
spectrum_1890,mp-675120
spectrum_1891,mp-675349
spectrum_1892,mp-676854
spectrum_1893,mp-677164
spectrum_1894,mp-679930
spectrum_1895,mp-680813
spectrum_1896,mp-684621
spectrum_1897,mp-694913
spectrum_1898,mp-699498
spectrum_1899,mp-7129
spectrum_1900,mp-7151
spectrum_1901,mp-721471
spectrum_1902,mp-7248
spectrum_1903,mp-7353
spectrum_1904,mp-740764
spectrum_1905,mp-7469
spectrum_1906,mp-753031
spectrum_1907,mp-753552
spectrum_1908,mp-754068
spectrum_1909,mp-754322
spectrum_1910,mp-754674
spectrum_1911,mp-755401
spectrum_1912,mp-757299
spectrum_1913,mp-758265
spectrum_1914,mp-766217
spectrum_1915,mp-772099
spectrum_1916,mp-772788
spectrum_1917,mp-772813
spectrum_1918,mp-7911
spectrum_1919,mp-7930
spectrum_1920,mp-8017
spectrum_1921,mp-8125
spectrum_1922,mp-8219
spectrum_1923,mp-8432
spectrum_1924,mp-8607
spectrum_1925,mp-861883
spectrum_1926,mp-861901
spectrum_1927,mp-861926
spectrum_1928,mp-861971
spectrum_1929,mp-862256
spectrum_1930,mp-862338
spectrum_1931,mp-862485
spectrum_1932,mp-862657
