material,site,weight,correction,p_cn,li_cn,p_cutoff_A,li_cutoff_A,li_cn_2p8,li_cn_3p2,p_nearest_A,li_nearest_A,peak_e,onset_e,centroid_e
006,38_1,1,7.368706094300059,1,3,2.6,3.0,3,3,2.0619930604093923,2.3956066489382692,2403.45000000002,2403.3587265774017,2406.4927156095546
006,39_1,1,6.911642105800003,1,2,2.6,3.0,2,2,2.0241060524403016,2.421174651739219,2403.1500000000187,2403.081444307666,2406.2055462390385
006,40_1,1,7.462965590799971,1,3,2.6,3.0,3,3,2.061593279671275,2.420293274517293,2403.55000000002,2403.4410784972474,2406.516914073724
006,41_1,1,7.20144658269996,1,3,2.6,3.0,3,3,2.0501944551348945,2.467344235748568,2403.4000000000196,2403.3114187095352,2406.4277071415695
006,42_1,1,7.8788040300999596,1,3,2.6,3.0,3,3,1.9706988373536307,2.669038333833216,2403.6500000000206,2403.4123766995976,2406.307957715236
006,43_1,1,7.368082178199992,1,3,2.6,3.0,3,3,2.0498529150218077,2.476791513566841,2403.45000000002,2403.381956159288,2406.441630213654
006,44_1,1,7.465310875599993,1,3,2.6,3.0,3,3,2.068145785120124,2.4309815866796316,2403.50000000002,2403.4140078042624,2406.5517237166637
006,45_1,1,7.330508778400002,1,3,2.6,3.0,3,3,2.0503430839859016,2.451451500122377,2403.45000000002,2403.3854557744694,2406.466296581089
006,46_1,1,7.2185068478999925,1,3,2.6,3.0,3,3,2.0549158430932284,2.486777516328952,2403.4000000000196,2403.3199150597234,2406.4967414761695
006,47_1,1,7.523693942899981,1,3,2.6,3.0,3,3,2.0615483859370185,2.4886358270901145,2403.50000000002,2403.425646082326,2406.4240226664115
006,48_1,1,7.090002602000003,1,2,2.6,3.0,2,2,2.021223382290412,2.4452664820380368,2403.3000000000193,2403.211043515159,2406.151230703232
006,49_1,1,7.4861260106,1,3,2.6,3.0,3,3,2.068597098536111,2.4147137659293256,2403.50000000002,2403.4306789785624,2406.5261041620574
006,50_1,1,7.30421841090001,1,3,2.6,3.0,3,3,2.0529919467199162,2.4159104538162937,2403.4000000000196,2403.3200748493873,2406.4377194803974
006,51_1,1,7.132904219399954,1,3,2.6,3.0,3,3,2.07625060891647,2.423924847555636,2403.3500000000195,2403.276437934537,2406.4388972766524
006,52_1,1,7.4288612081999545,1,3,2.6,3.0,3,3,2.0545870497930325,2.428110922815755,2403.50000000002,2403.4153527478056,2406.519254804113
006,53_1,1,7.239126756200024,1,3,2.6,3.0,3,3,2.061547370764636,2.430390745251075,2403.45000000002,2403.3461568441835,2406.448940390709
006,54_1,1,6.953386923000009,1,2,2.6,3.0,2,2,2.036690069179875,2.4135263348217255,2403.200000000019,2403.1067939405925,2406.084904863199
006,55_1,1,7.41622026759996,1,3,2.6,3.0,3,3,2.0560705656927527,2.454967953139785,2403.50000000002,2403.4082658255147,2406.541260441199
006,56_1,1,7.268686974900049,1,3,2.6,3.0,3,3,2.0739651716150846,2.40007624265769,2403.45000000002,2403.356793769241,2406.4355688222713
006,57_1,1,7.3198632974000555,1,3,2.6,3.0,3,3,2.0578857435594475,2.4759113134599025,2403.45000000002,2403.3858978701624,2406.551229629983
006,58_1,1,7.255519564899972,1,3,2.6,3.0,3,3,2.0689408566042227,2.4001664575884645,2403.4000000000196,2403.300221380141,2406.436793492365
006,59_1,1,7.422648076100057,1,3,2.6,3.0,3,3,2.053024615303644,2.4491566417304873,2403.50000000002,2403.3916635996843,2406.5426712722265
006,60_1,1,7.2671759186000395,1,3,2.6,3.0,3,3,2.0789320855224247,2.4411562225606978,2403.4000000000196,2403.319344624899,2406.4571786741076
006,61_1,1,7.4284573512000245,1,3,2.6,3.0,3,3,2.044025153404601,2.503611822380943,2403.50000000002,2403.4260204247093,2406.433961627724
006,62_1,1,7.391528171400023,1,3,2.6,3.0,3,3,2.0631490685799228,2.4281249969612246,2403.50000000002,2403.3890383116864,2406.5141846269116
006,63_1,1,7.357040967,1,3,2.6,3.0,3,3,2.0585546828706818,2.47671054709363,2403.50000000002,2403.400554440532,2406.4543931941885
007,01_1,1,7.033833491399945,1,2,2.6,3.0,2,2,2.025137967439404,2.423816517946215,2403.250000000019,2403.1514932200816,2406.1584196135327
007,02_1,1,7.450871095700007,1,3,2.6,3.0,3,3,2.0495004052359547,2.4446190545619606,2403.50000000002,2403.433817424622,2406.5325530660352
007,03_1,1,7.290311440099959,1,3,2.6,3.0,3,3,2.06744391951095,2.4450290741574574,2403.45000000002,2403.3796595662766,2406.4978102642895
007,04_1,1,7.442241745700012,1,3,2.6,3.0,3,3,2.0476619831993803,2.5162776702121006,2403.55000000002,2403.4680288182903,2406.5465784907974
007,05_1,1,7.229145843399968,1,3,2.6,3.0,3,3,2.05220613468171,2.4742612092882115,2403.45000000002,2403.3572108112694,2406.5308990058415
007,06_1,1,7.388759714199905,1,3,2.6,3.0,3,3,2.048601663908857,2.455459752664165,2403.55000000002,2403.4649868320607,2406.5259296452246
007,07_1,1,7.437111061299905,1,3,2.6,3.0,3,3,2.056076416723166,2.5126551512834694,2403.50000000002,2403.4114411854252,2406.420394203553
007,08_1,1,7.456819421199996,1,4,2.6,3.0,3,4,2.056216106289033,2.5402806565117344,2403.6000000000204,2403.5058043736303,2406.6306430676254
007,09_1,1,7.7774307819999065,1,1,2.6,3.0,1,1,1.9349212304222718,2.555168936373875,2403.55000000002,2403.2445036588047,2405.939389445703
007,10_1,1,7.306208963600008,1,3,2.6,3.0,3,3,2.044931525788154,2.4739666089985897,2403.50000000002,2403.4266213713677,2406.497923843446
007,11_1,1,7.130764085499959,1,3,2.6,3.0,3,3,2.048625624815792,2.4370496214410013,2403.3500000000195,2403.2715826102376,2406.4248601691197
007,12_1,1,7.300922174099964,1,3,2.6,3.0,3,3,2.0489846634574054,2.471633046086633,2403.50000000002,2403.415180528792,2406.4914991856217
007,13_1,1,7.30992408269996,1,3,2.6,3.0,3,3,2.0496092554262613,2.4711351098999543,2403.50000000002,2403.414560591403,2406.4903477745797
007,14_1,1,7.382431932799905,1,3,2.6,3.0,3,3,2.0524325548101032,2.43567912395012,2403.50000000002,2403.412337413037,2406.48888962045
007,15_1,1,7.1988903377999875,1,3,2.6,3.0,3,3,2.063467107250572,2.3748158919954383,2403.45000000002,2403.3571157486786,2406.444598037002
007,16_1,1,7.237830686399974,1,2,2.6,3.0,2,2,2.026049760508429,2.434867533654394,2403.45000000002,2403.366568362168,2406.311953696067
007,17_1,1,7.084265307600017,1,3,2.6,3.0,3,3,2.0554166124061206,2.4464620587644115,2403.3500000000195,2403.2945849498465,2406.4445860031815
007,18_1,1,7.56693316859994,1,4,2.6,3.0,4,4,2.08355407931875,2.474555753930686,2403.6500000000206,2403.555919565912,2406.5929672287116
007,19_1,1,7.4248696870999265,1,4,2.6,3.0,4,4,2.106151816652987,2.47010135415472,2403.6500000000206,2403.5445337023943,2406.5993309615424
007,20_1,1,7.528122283199965,1,4,2.6,3.0,4,4,2.084514466281198,2.4752136660654136,2403.6000000000204,2403.5281343590127,2406.666921516474
007,21_1,1,7.216409352300008,1,3,2.6,3.0,3,3,2.0502807394093963,2.465441087539227,2403.45000000002,2403.3496884913684,2406.3816102343453
007,22_1,1,7.507987782099963,1,4,2.6,3.0,4,4,2.081994055980289,2.4682855500281735,2403.6500000000206,2403.5564826469795,2406.6296045814665
007,23_1,1,7.956421734800001,1,4,2.6,3.0,2,4,1.9975933067700076,2.6906769038163265,2403.800000000021,2403.582225386354,2406.4515420131756
007,24_1,1,7.469568275999932,1,4,2.6,3.0,4,4,2.0869192396333283,2.465396807239668,2403.6500000000206,2403.5501192722586,2406.603612556683
007,25_1,1,7.484936343899914,1,4,2.6,3.0,3,4,2.06275860675435,2.499979507802624,2403.55000000002,2403.4730426415053,2406.4919656305674
007,26_1,1,7.381314861199938,1,4,2.6,3.0,4,4,2.082689713267795,2.4462435266592966,2403.55000000002,2403.4970692713005,2406.5864843882064
007,27_1,1,7.298218445599922,1,4,2.6,3.0,4,4,2.0972143661958857,2.3995196543720994,2403.50000000002,2403.395145623007,2406.450782038866
007,28_1,1,7.379733356399967,1,4,2.6,3.0,4,4,2.081522843436776,2.468295574031457,2403.6000000000204,2403.4993230420614,2406.599226576351
007,29_1,1,7.360543215399995,1,4,2.6,3.0,3,4,2.0812741784855215,2.433090026565986,2403.55000000002,2403.4796788814747,2406.535468837567
007,30_1,1,7.441437150900011,1,4,2.6,3.0,4,4,2.0737305315408636,2.468428165995077,2403.6000000000204,2403.5086773706066,2406.5902544344053
007,31_1,1,7.124040220499924,1,3,2.6,3.0,3,3,2.0502628353774845,2.4510473186049477,2403.4000000000196,2403.3142826503954,2406.392243984407
007,32_1,1,7.390610020199967,1,4,2.6,3.0,4,4,2.0892310192265096,2.462736902422284,2403.6000000000204,2403.5107899016634,2406.601676937326
007,33_1,1,7.146830723699917,1,4,2.6,3.0,4,4,2.0896137706476132,2.4522245025744014,2403.45000000002,2403.3624724321135,2406.5017833423954
007,34_1,1,7.513026266199914,1,3,2.6,3.0,3,3,2.0637508591254368,2.4093363991268983,2403.6000000000204,2403.4835829153953,2406.517360800838
007,35_1,1,7.20789636289994,1,3,2.6,3.0,3,3,2.067896138871778,2.444016279050759,2403.45000000002,2403.3587289802867,2406.545813955659
007,36_1,1,7.493602836300006,1,3,2.6,3.0,3,3,2.0548202890476057,2.489873106325933,2403.55000000002,2403.45769658631,2406.417694641002
007,37_1,1,7.24096630249999,1,3,2.6,3.0,3,3,2.060036503315191,2.460669997271659,2403.45000000002,2403.390007872663,2406.519608349413
007,38_1,1,7.40237017429992,1,3,2.6,3.0,3,3,2.0504917378715017,2.466265716257811,2403.55000000002,2403.444438103092,2406.4614657528687
007,39_1,1,7.695058339699938,1,2,2.6,3.0,2,2,1.962117825108615,2.5556089262529214,2403.55000000002,2403.307075532953,2406.212441807148
007,40_1,1,7.36832248330001,1,3,2.6,3.0,3,3,2.0524930739097096,2.447513779837981,2403.55000000002,2403.4451349295364,2406.492234817656
007,41_1,1,7.6018723061999935,1,4,2.6,3.0,4,4,2.088514384786168,2.451885281710191,2403.6500000000206,2403.5511120098367,2406.6965670137606
007,42_1,1,7.313399933300008,1,3,2.6,3.0,3,3,2.0569373377558233,2.4518798285462453,2403.50000000002,2403.4128271402246,2406.535469965798
007,43_1,1,7.249318658699927,1,3,2.6,3.0,3,3,2.0774224013229525,2.396666547352138,2403.4000000000196,2403.329784284408,2406.547365162572
007,44_1,1,7.301149913799924,1,3,2.6,3.0,3,3,2.0554785667224316,2.4698884604195115,2403.50000000002,2403.403475540242,2406.523256502094
007,45_1,1,7.329870223599986,1,3,2.6,3.0,3,3,2.0606303972906987,2.414160451691884,2403.50000000002,2403.4282179057586,2406.464429943365
007,46_1,1,7.4533371697999105,1,3,2.6,3.0,3,3,2.0662925680894144,2.4104420476968658,2403.55000000002,2403.4478274511107,2406.54520402667
007,47_1,1,7.233625669699929,1,3,2.6,3.0,3,3,2.054579018934833,2.415234145916519,2403.50000000002,2403.3992705940395,2406.4987904226155
007,48_1,1,7.379598345800016,1,3,2.6,3.0,3,3,2.0644882742007598,2.4181592854006624,2403.50000000002,2403.4356200530488,2406.462643255751
007,49_1,1,7.116807481199913,1,3,2.6,3.0,3,3,2.067332311675228,2.4386383073659164,2403.4000000000196,2403.3281811792535,2406.466324215459
007,50_1,1,7.4270222049999255,1,3,2.6,3.0,3,3,2.061944045051472,2.4255742110785286,2403.55000000002,2403.45439129285,2406.5397999051524
007,51_1,1,7.392684682299969,1,3,2.6,3.0,3,3,2.0556604291112963,2.4783919518139954,2403.55000000002,2403.460722622469,2406.4928723724433
007,52_1,1,7.434032612799923,1,3,2.6,3.0,3,3,2.044552375350468,2.464606616042689,2403.50000000002,2403.410644366682,2406.4858721984683
007,53_1,1,7.487412251799958,1,3,2.6,3.0,3,3,2.0479518053093515,2.4899322358687503,2403.6000000000204,2403.5068758620296,2406.495061238924
007,54_1,1,7.1451678505999165,1,2,2.6,3.0,2,2,2.0298325672059274,2.41821932169251,2403.3500000000195,2403.2533130964384,2406.1007964471064
007,55_1,1,7.4079143235999645,1,3,2.6,3.0,3,3,2.057059005318443,2.4313376508419324,2403.50000000002,2403.433896351209,2406.5464414718895
007,56_1,1,7.252157824299964,1,3,2.6,3.0,3,3,2.063902567464619,2.4419361741693804,2403.45000000002,2403.342227506315,2406.470733110435
007,57_1,1,7.422085891200002,1,3,2.6,3.0,3,3,2.056290194538842,2.47254617524859,2403.55000000002,2403.4642361778574,2406.538575233893
007,58_1,1,7.266915500599939,1,3,2.6,3.0,3,3,2.075431864769596,2.431430868503652,2403.50000000002,2403.393117763628,2406.475789099731
007,59_1,1,7.321568990399966,1,3,2.6,3.0,3,3,2.0624930587854955,2.429314820561041,2403.50000000002,2403.4297909059446,2406.589896582163
007,60_1,1,6.949314065899984,1,2,2.6,3.0,2,2,2.0349566523757865,2.448209808797908,2403.250000000019,2403.1465732001107,2406.0966904102565
007,61_1,1,7.345006295599932,1,3,2.6,3.0,3,3,2.0598881675972778,2.434947763325858,2403.50000000002,2403.440784902623,2406.5035070306635
007,62_1,1,7.3389625673999035,1,3,2.6,3.0,3,3,2.059095963572187,2.4434260707417135,2403.50000000002,2403.4384659538373,2406.5011030507385
007,63_1,1,7.287363774999907,1,3,2.6,3.0,3,3,2.0497956897184944,2.452293180506814,2403.50000000002,2403.393254779051,2406.4443811366787
008,01_1,1,6.939582940299978,1,2,2.6,3.0,2,2,2.023214015316032,2.428897022253715,2403.200000000019,2403.1059615341533,2406.1607741090274
008,02_1,1,7.308351411800039,1,3,2.6,3.0,3,3,2.0496381583528747,2.4762934655211732,2403.45000000002,2403.388913434674,2406.48022199442
008,03_1,1,7.503098081600012,1,4,2.6,3.0,3,4,2.0665709474307863,2.5197964187962367,2403.55000000002,2403.48870636134,2406.6089032478963
008,04_1,1,7.327355848699996,1,3,2.6,3.0,3,3,2.0494685898264375,2.4750819042986536,2403.50000000002,2403.404268033077,2406.519414273894
008,05_1,1,7.297383142199996,1,2,2.6,3.0,2,2,2.02052261850438,2.467567008623749,2403.4000000000196,2403.3384807152142,2406.2763836368017
008,06_1,1,7.280823752000043,1,3,2.6,3.0,3,3,2.060298654849543,2.3653770777776164,2403.45000000002,2403.375356961919,2406.4673134869854
008,07_1,1,7.252642745800035,1,2,2.6,3.0,2,2,2.032049252229055,2.3977375894025625,2403.4000000000196,2403.302426160794,2406.282262580192
008,08_1,1,7.278332386599995,1,4,2.6,3.0,4,4,2.0708257104958716,2.496120205484769,2403.45000000002,2403.3839448884673,2406.613988258481
008,09_1,1,7.401528959199981,1,3,2.6,3.0,3,3,2.04644062281324,2.4816900029167765,2403.50000000002,2403.4176511562305,2406.481215160344
008,10_1,1,7.258277619699944,1,3,2.6,3.0,3,3,2.066753619643662,2.4350485489846814,2403.4000000000196,2403.3169629625077,2406.481143019543
008,11_1,1,7.255218467199941,1,2,2.6,3.0,2,2,2.0284789961968834,2.4042680316948872,2403.3500000000195,2403.275243451906,2406.2852713094676
008,12_1,1,7.234038457200015,1,3,2.6,3.0,3,3,2.052921670555983,2.4491487664334173,2403.4000000000196,2403.325379831391,2406.5037428906103
008,13_1,1,7.341579799399938,1,3,2.6,3.0,3,3,2.0502406520268073,2.48343149236696,2403.45000000002,2403.3642977407194,2406.473583741999
008,14_1,1,7.3618372670000145,1,4,2.6,3.0,3,4,2.06449132742629,2.4854978507010417,2403.50000000002,2403.426716903973,2406.615075389039
008,15_1,1,7.885965808299959,1,1,2.6,3.0,1,1,1.9284114624554674,2.6203793859152897,2403.6000000000204,2403.231051435403,2405.8818277388064
008,16_1,1,7.087513096000004,1,3,2.6,3.0,3,3,2.0557803017586225,2.431191812173472,2403.3000000000193,2403.2364678822164,2406.4392784808824
008,17_1,1,7.33565190869999,1,3,2.6,3.0,3,3,2.056159922056262,2.5094128933438835,2403.4000000000196,2403.3299437399214,2406.4137903291826
008,18_1,1,7.416427659299992,1,4,2.6,3.0,4,4,2.085145749325455,2.476878260061662,2403.55000000002,2403.4886897623182,2406.603868787967
008,19_1,1,7.506227591199999,1,4,2.6,3.0,4,4,2.1049909414912755,2.3966952724230257,2403.6000000000204,2403.5016229807643,2406.5266465095006
008,20_1,1,7.391809526900024,1,4,2.6,3.0,4,4,2.085494858284081,2.471204733039658,2403.55000000002,2403.471854229441,2406.5865703029517
008,21_1,1,7.509193994000036,1,4,2.6,3.0,3,4,2.069453798501924,2.4480837138951723,2403.6000000000204,2403.5023991433645,2406.5478999773964
008,22_1,1,7.280837956199997,1,4,2.6,3.0,4,4,2.089675994558275,2.4541986043147075,2403.45000000002,2403.394273356528,2406.5481622961297
008,23_1,1,7.4951956191999916,1,4,2.6,3.0,3,4,2.0771128509167105,2.4831468914457786,2403.6000000000204,2403.502856627274,2406.577267636356
008,24_1,1,7.33318243810003,1,4,2.6,3.0,4,4,2.098521197289109,2.463120961009462,2403.55000000002,2403.461784641743,2406.5854134609494
008,25_1,1,7.399690538200032,1,4,2.6,3.0,4,4,2.089133405022609,2.4722446929677644,2403.55000000002,2403.4836141514193,2406.571688387944
008,26_1,1,7.169885626499964,1,3,2.6,3.0,3,3,2.0463347188318175,2.4640829288887436,2403.3500000000195,2403.273020513478,2406.340885953064
008,27_1,1,7.4357472002,1,4,2.6,3.0,4,4,2.092764013640213,2.420233537336594,2403.55000000002,2403.4520847049143,2406.5450891299397
008,28_1,1,7.264495794400011,1,3,2.6,3.0,3,3,2.066562720531169,2.4273118752647598,2403.45000000002,2403.340293209,2406.431417484508
008,29_1,1,7.489013518100041,1,4,2.6,3.0,4,4,2.0814288815750617,2.4832211717462864,2403.55000000002,2403.46858057524,2406.5812876378195
008,30_1,1,7.331896044799939,1,4,2.6,3.0,3,4,2.0749225551061374,2.457370439666746,2403.50000000002,2403.412472388932,2406.5295032917898
008,31_1,1,8.074398147899986,1,4,2.6,3.0,2,4,1.9950625000453512,2.640382106061758,2403.8500000000213,2403.6175618263806,2406.507047089435
008,32_1,1,7.2441540549999495,1,4,2.6,3.0,4,4,2.1018152243289414,2.4395769119294486,2403.45000000002,2403.3947697348067,2406.54085196726
008,33_1,1,7.375355761100044,1,3,2.6,3.0,3,4,2.0659722700548477,2.4609440259100306,2403.45000000002,2403.3834314639985,2406.4447198730895
008,34_1,1,7.342509171599982,1,3,2.6,3.0,3,3,2.0574761071836978,2.4541774638167864,2403.50000000002,2403.397467954081,2406.4793215977543
008,35_1,1,7.365694322800016,1,3,2.6,3.0,3,3,2.053970031070681,2.4342391504374414,2403.45000000002,2403.3616370909103,2406.4295318329146
008,36_1,1,7.323148559499966,1,3,2.6,3.0,3,3,2.056058067985137,2.4422643944755698,2403.50000000002,2403.394713748739,2406.4593019072363
008,37_1,1,7.472227171299975,1,3,2.6,3.0,3,3,2.0541896207251384,2.4253376403538853,2403.55000000002,2403.4491191190014,2406.4996887155153
008,38_1,1,7.06148649459996,1,2,2.6,3.0,2,2,2.0352571647686886,2.4031500232084246,2403.250000000019,2403.1604077461216,2406.1056869213276
008,39_1,1,7.433116122399967,1,3,2.6,3.0,3,3,2.0543843772273034,2.464140950537168,2403.50000000002,2403.4252363886694,2406.5256316971427
008,40_1,1,7.263157718000029,1,3,2.6,3.0,3,3,2.08117708222487,2.386056398348116,2403.45000000002,2403.3570794419124,2406.484856618199
008,41_1,1,7.34437393360005,1,3,2.6,3.0,3,3,2.055854017051696,2.467911816474522,2403.50000000002,2403.40719789038,2406.5193197345843
008,42_1,1,7.2502106534999555,1,3,2.6,3.0,3,3,2.0693136568703374,2.4072533647500434,2403.4000000000196,2403.3061464326192,2406.4238376584294
008,43_1,1,7.285444126899961,1,3,2.6,3.0,3,3,2.0580341495589116,2.46774294874167,2403.4000000000196,2403.332380247136,2406.526661463508
008,44_1,1,7.3040464858999865,1,3,2.6,3.0,3,3,2.0738707087013752,2.4491682003194066,2403.45000000002,2403.351351328117,2406.439495503625
008,45_1,1,7.406245489299966,1,3,2.6,3.0,3,3,2.050819629417088,2.47521167187845,2403.50000000002,2403.417904096093,2406.526483596304
008,46_1,1,7.28580067220002,1,3,2.6,3.0,3,3,2.0605098186214663,2.443951717060479,2403.45000000002,2403.348069170346,2406.448245379102
008,47_1,1,7.1455733576999645,1,3,2.6,3.0,3,3,2.074176245085012,2.422300148493893,2403.3500000000195,2403.2927180194524,2406.443404225792
008,48_1,1,7.357039962300027,1,3,2.6,3.0,3,3,2.053913678964953,2.438634547077912,2403.45000000002,2403.3523434721133,2406.515038326014
008,49_1,1,7.19431079569997,1,3,2.6,3.0,3,3,2.0585109575334406,2.4717843856107,2403.4000000000196,2403.31066589622,2406.454451432562
008,50_1,1,7.492913059899967,1,3,2.6,3.0,3,3,2.0694521950209257,2.396176783924065,2403.55000000002,2403.431354746391,2406.5222542283723
008,51_1,1,7.096985615999986,1,2,2.6,3.0,2,2,2.0122643294911535,2.42886157897012,2403.3000000000193,2403.238135370347,2406.1439278989205
008,52_1,1,7.397221928900009,1,3,2.6,3.0,3,3,2.0677214450128982,2.4332692439497787,2403.50000000002,2403.408320527713,2406.479496184299
008,53_1,1,7.319494960600007,1,3,2.6,3.0,3,3,2.057004620056128,2.4759569420934096,2403.45000000002,2403.380309099747,2406.5001238807977
008,54_1,1,7.413662270299949,1,3,2.6,3.0,3,3,2.0601083212170654,2.40373763294017,2403.45000000002,2403.3834372060146,2406.521773295342
008,55_1,1,7.3066131171999755,1,3,2.6,3.0,3,3,2.0571597548245384,2.4677260779611725,2403.45000000002,2403.378549163503,2406.49568264774
008,56_1,1,7.49767471470001,1,3,2.6,3.0,3,3,2.06041263141291,2.426526739526774,2403.55000000002,2403.4640618809603,2406.5216701652053
008,57_1,1,7.256349569500044,1,3,2.6,3.0,3,3,2.0531286626394345,2.4584146029163354,2403.4000000000196,2403.3281747188216,2406.442009279546
008,58_1,1,7.8465414224999535,1,3,2.6,3.0,3,3,1.970554133622896,2.6520801666515186,2403.6500000000206,2403.397454365137,2406.30171383565
008,59_1,1,7.41727343339995,1,3,2.6,3.0,3,3,2.067795890101943,2.4211748903453225,2403.50000000002,2403.3956096085367,2406.540548840375
008,60_1,1,7.209753341499936,1,3,2.6,3.0,3,3,2.0562234319667656,2.4579505295843633,2403.4000000000196,2403.323817221732,2406.4881089662385
008,61_1,1,7.397896125599999,1,3,2.6,3.0,3,3,2.0652091425257804,2.463445533671762,2403.45000000002,2403.380230313217,2406.4356329858947
008,62_1,1,7.238087733000031,1,3,2.6,3.0,3,3,2.0557942907449234,2.476539948386434,2403.45000000002,2403.3448286507128,2406.470031162387
008,63_1,1,7.463338837499937,1,3,2.6,3.0,3,3,2.066984147624126,2.416237660645896,2403.50000000002,2403.422242330494,2406.5099298656173
009,01_1,1,7.245616152099902,1,3,2.6,3.0,3,3,2.068216283111249,2.4227639481394787,2403.3000000000193,2403.2418022892575,2406.4745485649278
009,02_1,1,7.204562163699965,1,2,2.6,3.0,2,3,2.0336477518543954,2.4559676507966732,2403.3500000000195,2403.246006961653,2406.3324840512196
009,03_1,1,7.283656767799979,1,3,2.6,3.0,3,3,2.052178766624368,2.477833462054285,2403.3500000000195,2403.270047179199,2406.4137776740863
009,04_1,1,7.279443877099999,1,4,2.6,3.0,3,4,2.077192506216652,2.498503257632907,2403.4000000000196,2403.316989172649,2406.5691231179353
009,05_1,1,7.18709207309991,1,2,2.6,3.0,2,2,2.022364261468287,2.477256440724138,2403.250000000019,2403.1916930336424,2406.182386256777
009,06_1,1,7.1070732956999505,1,2,2.6,3.0,2,2,2.029485293727351,2.404857347800335,2403.200000000019,2403.138314921505,2406.21206029246
009,07_1,1,7.150292748500002,1,3,2.6,3.0,3,3,2.0644595133225705,2.4300441694912953,2403.200000000019,2403.144507476494,2406.37680532595
009,08_1,1,7.0630846084999055,1,3,2.6,3.0,3,3,2.0592812555654847,2.473827885546101,2403.250000000019,2403.1584713906727,2406.371905799055
009,09_1,1,7.332355457300002,1,3,2.6,3.0,3,3,2.0444235699134836,2.4848841253415093,2403.4000000000196,2403.299331094112,2406.420410222558
009,10_1,1,7.307908672999956,1,3,2.6,3.0,3,3,2.0710835806954857,2.411558084679054,2403.3500000000195,2403.258432894994,2406.458456460672
009,11_1,1,7.570225462599952,1,3,2.6,3.0,3,3,2.0581214380517205,2.423651206959517,2403.50000000002,2403.3987534281614,2406.5040194471253
009,12_1,1,7.302611906399916,1,3,2.6,3.0,3,3,2.0417353654928614,2.4878211626220166,2403.3500000000195,2403.2639532561357,2406.4314279090245
009,13_1,1,7.373940018399937,1,3,2.6,3.0,3,3,2.0442496341488194,2.506188142536507,2403.4000000000196,2403.303216554969,2406.4608539981864
009,14_1,1,7.4049584505999,1,4,2.6,3.0,4,4,2.072860423175712,2.4703414740965046,2403.45000000002,2403.3861512061353,2406.639400223351
009,15_1,1,7.494619747099984,1,4,2.6,3.0,4,4,2.0633565817724255,2.5123333066470845,2403.50000000002,2403.4168141268938,2406.6168272968985
009,16_1,1,7.025829981899923,1,2,2.6,3.0,2,2,2.03674986088256,2.4710798773082603,2403.1000000000186,2403.038958136111,2406.0541406177736
009,17_1,1,7.151805415299947,1,3,2.6,3.0,3,3,2.0463346831513833,2.4368549813993607,2403.3000000000193,2403.2027204073415,2406.386688812877
009,18_1,1,7.366121678400001,1,4,2.6,3.0,4,4,2.0926331377587233,2.4212728729768687,2403.4000000000196,2403.323088917447,2406.4727740439307
009,19_1,1,7.345741284599978,1,4,2.6,3.0,4,4,2.0931463792558196,2.4642369728197973,2403.45000000002,2403.3810937691574,2406.53020953212
009,20_1,1,7.352798570500007,1,4,2.6,3.0,3,4,2.072495457408822,2.4684873910173866,2403.4000000000196,2403.341414012994,2406.468785905163
009,21_1,1,7.167031839099954,1,4,2.6,3.0,4,4,2.085852007346767,2.446017941785367,2403.3500000000195,2403.2607978268397,2406.4514869555787
009,22_1,1,7.371245088099958,1,3,2.6,3.0,3,4,2.072217881312498,2.46735450388001,2403.4000000000196,2403.3377486419354,2406.472131952237
009,23_1,1,7.2842615875999135,1,4,2.6,3.0,4,4,2.0920410476430376,2.47319023687136,2403.4000000000196,2403.328665751048,2406.5122616239946
009,24_1,1,7.312499790199993,1,4,2.6,3.0,4,4,2.0972484324409,2.4657517439354217,2403.4000000000196,2403.332985044725,2406.5295141750103
009,25_1,1,7.218373260699922,1,3,2.6,3.0,3,3,2.044917514906352,2.4573340217710564,2403.3000000000193,2403.2194965864014,2406.312674765659
009,26_1,1,7.653502277499972,1,4,2.6,3.0,3,4,2.0822957003426765,2.37532692347368,2403.6000000000204,2403.499263931037,2406.567138103617
009,27_1,1,7.478823747399931,1,4,2.6,3.0,4,4,2.0948732622939157,2.4583401043861017,2403.50000000002,2403.3958600121005,2406.5392539103705
009,28_1,1,7.535764722999991,1,4,2.6,3.0,4,4,2.0938612278940267,2.46065427706617,2403.50000000002,2403.422548400238,2406.570925321203
009,29_1,1,7.425756774299925,1,4,2.6,3.0,4,4,2.0928194214522677,2.451423574376263,2403.50000000002,2403.423559168049,2406.5693848156166
009,30_1,1,8.048159562899947,1,2,2.6,3.0,2,4,1.9647922471667503,2.57650144421256,2403.6500000000206,2403.416562630174,2406.2957873048335
009,31_1,1,7.51693528709993,1,4,2.6,3.0,4,4,2.0845275042630247,2.4729432539087934,2403.55000000002,2403.4515667961227,2406.5862247934256
009,32_1,1,7.291437520599903,1,4,2.6,3.0,3,4,2.0801897093337396,2.467594823967578,2403.4000000000196,2403.3075303386818,2406.401146722742
009,33_1,1,7.266865983799963,1,3,2.6,3.0,3,3,2.0669079975050173,2.4203856040398715,2403.3500000000195,2403.283461400749,2406.4415200073367
009,34_1,1,7.308046110399898,1,3,2.6,3.0,3,3,2.053424862463285,2.395930904232238,2403.3500000000195,2403.263034511693,2406.4120881206363
