material_id,site_index,edge,energy_eV,intensity
mp-1207193,0,L2,981.509,1.17614
mp-1207193,0,L2,982.32,1.13303
mp-1207193,0,L2,983.143,1.10358
mp-1207193,0,L2,983.978,1.08914
mp-1207193,0,L2,984.826,1.09046
mp-1207193,0,L2,985.685,1.10762
mp-1207193,0,L2,986.557,1.13496
mp-1207193,0,L2,987.441,1.16054
mp-1207193,0,L2,988.337,1.17084
mp-1207193,0,L2,989.245,1.16294
mp-1207193,0,L2,990.166,1.14674
mp-1207193,0,L2,991.098,1.13401
mp-1207193,0,L2,992.043,1.12942
mp-1207193,0,L2,993.0,1.13056
mp-1207193,0,L2,993.97,1.13129
mp-1207193,0,L2,994.951,1.12487
mp-1207193,0,L2,995.945,1.1074
mp-1207193,0,L2,996.951,1.07948
mp-1207193,0,L2,997.969,1.04586
mp-1207193,0,L2,998.999,1.01267
mp-1207193,0,L2,1000.041,0.984321
mp-1207193,0,L2,1001.096,0.962461
mp-1207193,0,L2,1002.163,0.94676
mp-1207193,0,L2,1003.242,0.935977
mp-1207193,0,L2,1004.333,0.928893
mp-1207193,0,L2,1005.436,0.924614
mp-1207193,0,L2,1006.552,0.922668
mp-1207193,0,L2,1007.679,0.92324
mp-1207193,0,L3,932.549,0.046514
mp-1207193,0,L3,933.012,0.0577323
mp-1207193,0,L3,933.427,0.0737859
mp-1207193,0,L3,933.793,0.097723
mp-1207193,0,L3,934.11,0.135019
mp-1207193,0,L3,934.378,0.195395
mp-1207193,0,L3,934.597,0.293745
mp-1207193,0,L3,934.768,0.440061
mp-1207193,0,L3,934.787,0.462799
mp-1207193,0,L3,934.887,0.601681
mp-1207193,0,L3,934.987,0.764723
mp-1207193,0,L3,935.087,0.915617
mp-1207193,0,L3,935.187,1.01917
mp-1207193,0,L3,935.287,1.07026
mp-1207193,0,L3,935.387,1.08287
mp-1207193,0,L3,935.481,1.07306
mp-1207193,0,L3,935.597,1.04611
mp-1207193,0,L3,935.725,1.00904
mp-1207193,0,L3,935.865,0.968405
mp-1207193,0,L3,936.018,0.92955
mp-1207193,0,L3,936.182,0.896228
mp-1207193,0,L3,936.359,0.870603
mp-1207193,0,L3,936.548,0.853727
mp-1207193,0,L3,936.749,0.845991
mp-1207193,0,L3,936.962,0.847692
mp-1207193,0,L3,937.188,0.858977
mp-1207193,0,L3,937.426,0.880218
mp-1207193,0,L3,937.676,0.911303
mp-1207193,0,L3,937.938,0.951291
mp-1207193,0,L3,938.212,0.997143
mp-1207193,0,L3,938.499,1.04078
mp-1207193,0,L3,938.797,1.06961
mp-1207193,0,L3,939.108,1.07719
mp-1207193,0,L3,939.431,1.07242
mp-1207193,0,L3,939.767,1.07251
mp-1207193,0,L3,940.114,1.08946
mp-1207193,0,L3,940.474,1.12483
mp-1207193,0,L3,940.846,1.17191
mp-1207193,0,L3,941.23,1.21911
mp-1207193,0,L3,941.626,1.25294
mp-1207193,0,L3,942.034,1.26142
mp-1207193,0,L3,942.455,1.2386
mp-1207193,0,L3,942.888,1.18852
mp-1207193,0,L3,943.333,1.12433
mp-1207193,0,L3,943.79,1.06115
mp-1207193,0,L3,944.259,1.00831
mp-1207193,0,L3,944.741,0.967844
mp-1207193,0,L3,945.235,0.937344
mp-1207193,0,L3,945.741,0.914868
mp-1207193,0,L3,946.259,0.901181
mp-1207193,0,L3,946.789,0.898671
mp-1207193,0,L3,947.332,0.911187
mp-1207193,0,L3,947.886,0.943312
mp-1207193,0,L3,948.453,0.998588
mp-1207193,0,L3,949.033,1.07901
mp-1207193,0,L3,949.624,1.17283
mp-1207193,0,L3,950.227,1.22427
mp-1207193,0,L3,950.843,1.15982
mp-1207193,0,L3,951.471,1.02576
mp-1207193,0,L3,952.111,0.915201
mp-1207193,0,L3,952.763,0.863771
mp-1207193,0,L3,953.428,0.860067
mp-1207193,0,L3,954.104,0.872179
mp-1207193,0,L3,954.793,0.894851
mp-1207193,0,L3,955.494,0.931922
mp-1207193,0,L3,956.207,0.987326
mp-1207193,0,L3,956.933,1.05343
mp-1207193,0,L3,957.67,1.12534
mp-1207193,0,L3,958.42,1.19973
mp-1207193,0,L3,959.182,1.26079
mp-1207193,0,L3,959.956,1.28136
mp-1207193,0,L3,960.743,1.24967
mp-1207193,0,L3,961.541,1.18889
mp-1207193,0,L3,962.352,1.13512
mp-1207193,0,L3,963.175,1.10028
mp-1207193,0,L3,964.01,1.08292
mp-1207193,0,L3,964.858,1.08367
mp-1207193,0,L3,965.717,1.1038
mp-1207193,0,L3,966.589,1.13771
mp-1207193,0,L3,967.473,1.17054
mp-1207193,0,L3,968.369,1.18349
mp-1207193,0,L3,969.277,1.17218
mp-1207193,0,L3,970.198,1.15085
mp-1207193,0,L3,971.13,1.13538
mp-1207193,0,L3,972.075,1.13122
mp-1207193,0,L3,973.032,1.13496
mp-1207193,0,L3,974.002,1.13878
mp-1207193,0,L3,974.983,1.13423
mp-1207193,0,L3,975.977,1.11639
mp-1207193,0,L3,976.983,1.08596
mp-1207193,0,L3,978.001,1.04878
mp-1207193,0,L3,979.031,1.01243
mp-1207193,0,L3,980.073,0.98201
mp-1207193,0,L3,981.128,0.959152
mp-1207193,0,L3,982.195,0.94316
mp-1207193,0,L3,983.274,0.932416
mp-1207193,0,L3,984.365,0.925474
mp-1207193,0,L3,985.468,0.921246
mp-1207193,0,L3,986.584,0.919105
mp-1207193,0,L3,987.711,0.919535
