id,condition,method,representation,relative_l2,signal_energy_fraction
B_S_e9622ff07681248b,noise_0.01_trial2,Ridge,XRD,0.07730623908033385,1.0
B_S_e9be8e02ad22e457,noise_0.01_trial2,Ridge,XRD,0.14871826822985962,1.0
B_S_eaabfc08dd608a0f,noise_0.01_trial2,Ridge,XRD,0.1348441985781959,1.0
B_S_eb91e0055603124b,noise_0.01_trial2,Ridge,XRD,0.11752071186788426,1.0
B_S_ebe703d5a1ed7acf,noise_0.01_trial2,Ridge,XRD,0.09935761760383141,1.0
B_S_ebf59a66ca7be7d1,noise_0.01_trial2,Ridge,XRD,0.06762702557974742,1.0
B_S_ecd9028afdaa0d07,noise_0.01_trial2,Ridge,XRD,0.05737548696280922,1.0
B_S_f2d2de87df5d958e,noise_0.01_trial2,Ridge,XRD,0.05360634448156476,1.0
B_S_f6956ddd151eee40,noise_0.01_trial2,Ridge,XRD,0.11502828869125757,1.0
B_S_fa5618f8aa68036a,noise_0.01_trial2,Ridge,XRD,0.046868829928196944,1.0
B_S_fac9c7f2061534c7,noise_0.01_trial2,Ridge,XRD,0.08281547734566023,1.0
B_S_fdc780e9a31d4552,noise_0.01_trial2,Ridge,XRD,0.06278715916175613,1.0
B_S_02723e6d57e53340,noise_0.01_trial2,Ridge_r1_5,PDF,0.013905313756371315,0.0820957952345694
B_S_044eb374f92ea1b3,noise_0.01_trial2,Ridge_r1_5,PDF,0.04999728707935885,0.07170667857499939
B_S_04cde678090464c7,noise_0.01_trial2,Ridge_r1_5,PDF,0.021359064405685593,0.09004205945995719
B_S_05991e9d132c10e1,noise_0.01_trial2,Ridge_r1_5,PDF,0.024561195945491845,0.06385467322072981
B_S_0691bf18a8c496e4,noise_0.01_trial2,Ridge_r1_5,PDF,0.044209147374706714,0.07802511344878067
B_S_07d8e51b433299e1,noise_0.01_trial2,Ridge_r1_5,PDF,0.03009856829042005,0.09345259630600963
B_S_098fdf8be4a02f09,noise_0.01_trial2,Ridge_r1_5,PDF,0.03133872397297561,0.0522594423907155
B_S_0ab6e555a98086ea,noise_0.01_trial2,Ridge_r1_5,PDF,0.03809238773964583,0.0817217069411364
B_S_0ba43a4559d6a4d5,noise_0.01_trial2,Ridge_r1_5,PDF,0.02266784792023076,0.24885947414042517
B_S_0e0fcb9aeec09753,noise_0.01_trial2,Ridge_r1_5,PDF,0.056120608936205005,0.06561560360874634
B_S_0f329dd9da91462d,noise_0.01_trial2,Ridge_r1_5,PDF,0.03592505372851119,0.09359647612984869
B_S_127e3c72075c2de0,noise_0.01_trial2,Ridge_r1_5,PDF,0.019395639374569347,0.08028460345778246
B_S_12bb1641a2177087,noise_0.01_trial2,Ridge_r1_5,PDF,0.017079829698826876,0.0661355115248211
B_S_12f0bec697a41e71,noise_0.01_trial2,Ridge_r1_5,PDF,0.05758911904998191,0.05747600163711961
B_S_141243a6a760176d,noise_0.01_trial2,Ridge_r1_5,PDF,0.012890537757601274,0.11254013195986963
B_S_1534fe223f019cef,noise_0.01_trial2,Ridge_r1_5,PDF,0.021421515809131007,0.14473304375196122
B_S_1b99bcbef86a852d,noise_0.01_trial2,Ridge_r1_5,PDF,0.0226140671972589,0.1076720073554558
B_S_1d0b2fbce045ca6e,noise_0.01_trial2,Ridge_r1_5,PDF,0.030819254748890808,0.10080313764738438
B_S_1da64c932dcd1875,noise_0.01_trial2,Ridge_r1_5,PDF,0.06106404765397969,0.0497166246105622
B_S_1f84b3545214bea4,noise_0.01_trial2,Ridge_r1_5,PDF,0.04506123345096291,0.07017445255693235
B_S_20c5194c695e058a,noise_0.01_trial2,Ridge_r1_5,PDF,0.03670079786116527,0.09367491021737762
B_S_24644192b5fe4008,noise_0.01_trial2,Ridge_r1_5,PDF,0.036227691705209814,0.0926677938022396
B_S_25f501cc2d4840e8,noise_0.01_trial2,Ridge_r1_5,PDF,0.049105360536340265,0.0648310054713535
B_S_2771091c121e23cf,noise_0.01_trial2,Ridge_r1_5,PDF,0.011352255971253195,0.18759643386020725
B_S_28828fe3c1266f5f,noise_0.01_trial2,Ridge_r1_5,PDF,0.025244191348957282,0.09053708974788333
B_S_2bcd350f3edd716f,noise_0.01_trial2,Ridge_r1_5,PDF,0.0762830620189909,0.056174271734480336
B_S_33e4d07c8e59bbf8,noise_0.01_trial2,Ridge_r1_5,PDF,0.02171102076839103,0.0360252531638673
B_S_343f9524e8e7dfc0,noise_0.01_trial2,Ridge_r1_5,PDF,0.025917035663593272,0.05445720714594424
B_S_38259668fb240eff,noise_0.01_trial2,Ridge_r1_5,PDF,0.06947934337905749,0.03312234800725199
B_S_39652e9b29a04adc,noise_0.01_trial2,Ridge_r1_5,PDF,0.028993784016373463,0.07012546665942648
B_S_3a329dddf4808dd4,noise_0.01_trial2,Ridge_r1_5,PDF,0.014660074982498343,0.08857246338372152
B_S_3a533c17710751e0,noise_0.01_trial2,Ridge_r1_5,PDF,0.016243893995582515,0.07801537134161338
B_S_3a66cb2aa1b13bd5,noise_0.01_trial2,Ridge_r1_5,PDF,0.008478367733051214,0.3145101302075487
B_S_3b42bd897a080cce,noise_0.01_trial2,Ridge_r1_5,PDF,0.0184743280812502,0.07541756657372631
B_S_3ce02575e7e819cb,noise_0.01_trial2,Ridge_r1_5,PDF,0.016990765683763287,0.10966245223324224
B_S_3de23c08d3b09250,noise_0.01_trial2,Ridge_r1_5,PDF,0.05849241232828839,0.0722843903130912
B_S_3f2a0ddec73b890f,noise_0.01_trial2,Ridge_r1_5,PDF,0.015866087304404898,0.07573700134941129
B_S_40c88f49ed4685e1,noise_0.01_trial2,Ridge_r1_5,PDF,0.021384075950072707,0.07407491833794651
B_S_430a82a008f9b980,noise_0.01_trial2,Ridge_r1_5,PDF,0.025908645872974926,0.055184888842815055
B_S_456d02a3d4909ae4,noise_0.01_trial2,Ridge_r1_5,PDF,0.009739034183297779,0.3044154583478549
B_S_46995a01e1170f51,noise_0.01_trial2,Ridge_r1_5,PDF,0.020510954366958892,0.0874019800511794
B_S_46faad4831ea7d33,noise_0.01_trial2,Ridge_r1_5,PDF,0.018109133891108537,0.06965804626421251
B_S_46fef32514520e02,noise_0.01_trial2,Ridge_r1_5,PDF,0.0107490202475822,0.09559658274867704
B_S_494356a7ae173e64,noise_0.01_trial2,Ridge_r1_5,PDF,0.03406200227024854,0.10210836962796986
B_S_4bc0c360b6da5e88,noise_0.01_trial2,Ridge_r1_5,PDF,0.07153610329788652,0.04949257718691518
B_S_4d591555f89116f6,noise_0.01_trial2,Ridge_r1_5,PDF,0.017391723538035662,0.05803930479363316
B_S_4e609147e5b89722,noise_0.01_trial2,Ridge_r1_5,PDF,0.022828478534557054,0.08985418138621681
B_S_4fa3ecf596dcb922,noise_0.01_trial2,Ridge_r1_5,PDF,0.014112890108481886,0.1329261377491958
B_S_561c9833eab6e386,noise_0.01_trial2,Ridge_r1_5,PDF,0.012598192426394763,0.10248792965357645
B_S_56c19bd51765c35e,noise_0.01_trial2,Ridge_r1_5,PDF,0.026638603527230915,0.05165732528553187
B_S_5895d7aac8727a00,noise_0.01_trial2,Ridge_r1_5,PDF,0.03807960204398815,0.08014861263740168
B_S_59e31d0bf0779ea8,noise_0.01_trial2,Ridge_r1_5,PDF,0.05556480769163554,0.04288914004749955
B_S_5ac0f04a42e8d93e,noise_0.01_trial2,Ridge_r1_5,PDF,0.009140528860850719,0.34294887339849117
B_S_5c317a75d423fd6e,noise_0.01_trial2,Ridge_r1_5,PDF,0.009170613693684678,0.05093820894763042
B_S_5c9685626bf49946,noise_0.01_trial2,Ridge_r1_5,PDF,0.021172019600062354,0.15022819450024277
B_S_5ce46392be1d6b88,noise_0.01_trial2,Ridge_r1_5,PDF,0.014141167607183125,0.10538918477552645
B_S_5f941612c41dbc5c,noise_0.01_trial2,Ridge_r1_5,PDF,0.017712118600884313,0.07378417786616503
B_S_61d4ed6ef35e9a84,noise_0.01_trial2,Ridge_r1_5,PDF,0.02185845523384313,0.0720743555335765
B_S_65a21a71057e133e,noise_0.01_trial2,Ridge_r1_5,PDF,0.045464214896980326,0.0812950245682009
B_S_662967ab8de625e8,noise_0.01_trial2,Ridge_r1_5,PDF,0.04319898888421649,0.07840870926621728
B_S_676831f41188202e,noise_0.01_trial2,Ridge_r1_5,PDF,0.03429027115404496,0.06721393906304808
B_S_67dad08422b84b71,noise_0.01_trial2,Ridge_r1_5,PDF,0.02313093425865733,0.05353639112701737
B_S_68cc792e8fd44592,noise_0.01_trial2,Ridge_r1_5,PDF,0.018461075800668136,0.1460444519517714
B_S_6ac61611c3df1467,noise_0.01_trial2,Ridge_r1_5,PDF,0.03090377722996919,0.07510017994292595
B_S_6bdaaf8d4c9df220,noise_0.01_trial2,Ridge_r1_5,PDF,0.021100291922286105,0.15436511910550946
B_S_6c8ceeec5b8a43e9,noise_0.01_trial2,Ridge_r1_5,PDF,0.07735650243901557,0.0706589717796928
B_S_6dffc7e04304f34b,noise_0.01_trial2,Ridge_r1_5,PDF,0.022935238932585034,0.09396886183905313
B_S_6e6349753b25bee6,noise_0.01_trial2,Ridge_r1_5,PDF,0.038831523736669614,0.0557422948484999
B_S_6f3562c0f9d93028,noise_0.01_trial2,Ridge_r1_5,PDF,0.029729833662224633,0.07700534555781605
B_S_7067c1e251093719,noise_0.01_trial2,Ridge_r1_5,PDF,0.018037941807832938,0.21799567492528307
B_S_74b9e3fceeafdeca,noise_0.01_trial2,Ridge_r1_5,PDF,0.04090651312373837,0.06318401470325756
B_S_7e250686d652705c,noise_0.01_trial2,Ridge_r1_5,PDF,0.02425029645859739,0.058972296306916944
B_S_7f19034a86906502,noise_0.01_trial2,Ridge_r1_5,PDF,0.011108562408152342,0.20034144247012864
B_S_80b2b12628199978,noise_0.01_trial2,Ridge_r1_5,PDF,0.022313928263175662,0.061794702153777394
B_S_813d4abee285cb53,noise_0.01_trial2,Ridge_r1_5,PDF,0.03322155913322326,0.05826255783652186
B_S_837f39f804bd928d,noise_0.01_trial2,Ridge_r1_5,PDF,0.010954335003315049,0.07275813178489958
B_S_842daa05fc01129a,noise_0.01_trial2,Ridge_r1_5,PDF,0.019408690720493314,0.07792420700443987
B_S_84f64fa1a056f370,noise_0.01_trial2,Ridge_r1_5,PDF,0.01840096871556659,0.04981343503655174
B_S_8a9b3b232ee258c3,noise_0.01_trial2,Ridge_r1_5,PDF,0.0298167932072479,0.07730536596140863
B_S_8b770d29c3e87e62,noise_0.01_trial2,Ridge_r1_5,PDF,0.02303055126083206,0.13544589727490206
B_S_8bb487c6f2bb9393,noise_0.01_trial2,Ridge_r1_5,PDF,0.057994633455706684,0.07517818558821308
B_S_8e5a5eec46ffcdc5,noise_0.01_trial2,Ridge_r1_5,PDF,0.05403459818339255,0.0778379671344087
B_S_8eae2ea9349b8fe6,noise_0.01_trial2,Ridge_r1_5,PDF,0.06021811996029089,0.05248565683659003
B_S_91aa6a20ddd7c792,noise_0.01_trial2,Ridge_r1_5,PDF,0.010443146867537863,0.21782927935004365
B_S_975a93a6dc873e44,noise_0.01_trial2,Ridge_r1_5,PDF,0.014197180987947387,0.0931740924024846
B_S_980a5e8d7e47e97e,noise_0.01_trial2,Ridge_r1_5,PDF,0.03928975567545984,0.09397025002451403
B_S_983b785bf7850010,noise_0.01_trial2,Ridge_r1_5,PDF,0.03387840595656173,0.08358223717917078
B_S_9847d3605c0c0ad5,noise_0.01_trial2,Ridge_r1_5,PDF,0.045825443298284564,0.08990098964617707
B_S_9848af41dc45169c,noise_0.01_trial2,Ridge_r1_5,PDF,0.05360737280631833,0.05564225346966795
B_S_9c8d6d56ca9334b7,noise_0.01_trial2,Ridge_r1_5,PDF,0.027577009720257777,0.10919256142174474
B_S_a63740fa164d2e86,noise_0.01_trial2,Ridge_r1_5,PDF,0.022025102481461608,0.07819567845609193
B_S_a7124ef3395029a3,noise_0.01_trial2,Ridge_r1_5,PDF,0.029298668088096322,0.06985788382464621
B_S_a7dd4138dfbc1678,noise_0.01_trial2,Ridge_r1_5,PDF,0.042493398941184916,0.06761874039784697
B_S_a936f8e07205aa1a,noise_0.01_trial2,Ridge_r1_5,PDF,0.023409673800373513,0.07869253310877863
B_S_aa16c878d4d8fcd1,noise_0.01_trial2,Ridge_r1_5,PDF,0.02590808973209278,0.11377852530447473
B_S_aa40d103a962affc,noise_0.01_trial2,Ridge_r1_5,PDF,0.020472329669598555,0.10118576083095905
B_S_aae9b3269c31db8f,noise_0.01_trial2,Ridge_r1_5,PDF,0.042358738833447616,0.10548797904898072
B_S_ab43b835aa3a4362,noise_0.01_trial2,Ridge_r1_5,PDF,0.1334773878474955,0.07037950498431635
B_S_ab7d4b97ed0bdbb5,noise_0.01_trial2,Ridge_r1_5,PDF,0.011694387926604075,0.09136580994218017
B_S_ac4bd130feca5428,noise_0.01_trial2,Ridge_r1_5,PDF,0.05577720873378646,0.04955011803278212
B_S_afee791bb3a246fc,noise_0.01_trial2,Ridge_r1_5,PDF,0.019844712189415668,0.07173041231718065
B_S_b289acb735858351,noise_0.01_trial2,Ridge_r1_5,PDF,0.02608949867682978,0.051559132168179284
B_S_b2b1824740c23846,noise_0.01_trial2,Ridge_r1_5,PDF,0.02045933958485935,0.09561449213614248
B_S_b2c9406bf6eddb62,noise_0.01_trial2,Ridge_r1_5,PDF,0.04380059785907423,0.05830777488045642
B_S_b43d49978178f548,noise_0.01_trial2,Ridge_r1_5,PDF,0.019865643236922626,0.24143336424792142
B_S_b4b80c601b164cf5,noise_0.01_trial2,Ridge_r1_5,PDF,0.03400177084732044,0.10580729173872366
B_S_b758c23a4f712b8c,noise_0.01_trial2,Ridge_r1_5,PDF,0.0456267350851522,0.09004124189419009
B_S_b8121fe73ad7a80b,noise_0.01_trial2,Ridge_r1_5,PDF,0.05873501899909519,0.05405097442706339
B_S_ba2a1e621ab9b1f2,noise_0.01_trial2,Ridge_r1_5,PDF,0.009530426291972328,0.08239267184376184
B_S_ba843aa85d6c93c3,noise_0.01_trial2,Ridge_r1_5,PDF,0.044166036082214616,0.05107681630598853
B_S_bb76f426f0bcb99e,noise_0.01_trial2,Ridge_r1_5,PDF,0.02627211382867514,0.11033516186005043
B_S_bc51535093e04def,noise_0.01_trial2,Ridge_r1_5,PDF,0.04036422174899909,0.05306928788869259
B_S_bd5026c53f629f06,noise_0.01_trial2,Ridge_r1_5,PDF,0.06562284848971829,0.03646039314386216
B_S_c2991610c1b61c7f,noise_0.01_trial2,Ridge_r1_5,PDF,0.02982573834700813,0.10271689924866845
B_S_c340e6ad2c470e53,noise_0.01_trial2,Ridge_r1_5,PDF,0.01823213699580052,0.0956108383101111
B_S_c3fe84a1cafd0ecd,noise_0.01_trial2,Ridge_r1_5,PDF,0.013102606416771355,0.05610379408474626
B_S_c59cd86975f334bb,noise_0.01_trial2,Ridge_r1_5,PDF,0.022153166397273338,0.09935561706031473
B_S_c629379a0ededabf,noise_0.01_trial2,Ridge_r1_5,PDF,0.019465085940718066,0.10941158042388825
B_S_cc3925f1d94caf9b,noise_0.01_trial2,Ridge_r1_5,PDF,0.028711205638203688,0.08376465235919879
B_S_cdaa400236358b8a,noise_0.01_trial2,Ridge_r1_5,PDF,0.01882933090737723,0.08843208651662028
B_S_d07eeb25734aeee1,noise_0.01_trial2,Ridge_r1_5,PDF,0.05847700051459052,0.05440229786065299
B_S_d15efdcd27c3ae7d,noise_0.01_trial2,Ridge_r1_5,PDF,0.02266757736208558,0.06494661109450892
B_S_d20843fcc2a1cca2,noise_0.01_trial2,Ridge_r1_5,PDF,0.05952538361827113,0.09334778565850312
B_S_d2ada437a482b3fe,noise_0.01_trial2,Ridge_r1_5,PDF,0.05459651864459049,0.07319832736068085
B_S_d541cfc5893543d7,noise_0.01_trial2,Ridge_r1_5,PDF,0.019228691488680796,0.10641552384192007
B_S_d64fe3234e268b00,noise_0.01_trial2,Ridge_r1_5,PDF,0.06259418023013481,0.05596462702556632
B_S_d7754d0c3a233350,noise_0.01_trial2,Ridge_r1_5,PDF,0.045778365699408734,0.059845588220128074
B_S_da78f8d580e3291a,noise_0.01_trial2,Ridge_r1_5,PDF,0.027804041215461678,0.14974906924521156
B_S_db4bdc6f345582b3,noise_0.01_trial2,Ridge_r1_5,PDF,0.019318164785550488,0.20484210787827611
B_S_ddbdc86c597a9e27,noise_0.01_trial2,Ridge_r1_5,PDF,0.015548222945161077,0.1396946117264259
B_S_e2d1d5cf00f5b983,noise_0.01_trial2,Ridge_r1_5,PDF,0.018767239421419075,0.05441128728907536
B_S_e6dd730652151cbc,noise_0.01_trial2,Ridge_r1_5,PDF,0.015584762305349104,0.17964143937196905
B_S_e8f8de3205b7acb0,noise_0.01_trial2,Ridge_r1_5,PDF,0.05059196063609174,0.048298895314462416
B_S_e9622ff07681248b,noise_0.01_trial2,Ridge_r1_5,PDF,0.013926036072784037,0.13768779074298498
B_S_e9be8e02ad22e457,noise_0.01_trial2,Ridge_r1_5,PDF,0.03767388494659114,0.07033594995946671
B_S_eaabfc08dd608a0f,noise_0.01_trial2,Ridge_r1_5,PDF,0.03728196152942428,0.0635467907847784
B_S_eb91e0055603124b,noise_0.01_trial2,Ridge_r1_5,PDF,0.05225214611196426,0.10011254600572422
B_S_ebe703d5a1ed7acf,noise_0.01_trial2,Ridge_r1_5,PDF,0.030333075342395807,0.06504848327307905
B_S_ebf59a66ca7be7d1,noise_0.01_trial2,Ridge_r1_5,PDF,0.009416660791182203,0.15566812511248837
B_S_ecd9028afdaa0d07,noise_0.01_trial2,Ridge_r1_5,PDF,0.011203326044254336,0.2316870191865077
B_S_f2d2de87df5d958e,noise_0.01_trial2,Ridge_r1_5,PDF,0.010254432703734577,0.2921629317636509
B_S_f6956ddd151eee40,noise_0.01_trial2,Ridge_r1_5,PDF,0.03736757306671535,0.10784290748186086
B_S_fa5618f8aa68036a,noise_0.01_trial2,Ridge_r1_5,PDF,0.009786194443749624,0.2187040381762612
B_S_fac9c7f2061534c7,noise_0.01_trial2,Ridge_r1_5,PDF,0.02443471010488137,0.1186021754081115
B_S_fdc780e9a31d4552,noise_0.01_trial2,Ridge_r1_5,PDF,0.013428058664590304,0.09953186841493415
B_S_02723e6d57e53340,noise_0.01_trial2,Ridge_r5_40,PDF,0.02999485963537123,0.6740337218389855
B_S_044eb374f92ea1b3,noise_0.01_trial2,Ridge_r5_40,PDF,0.0548095282477283,0.42284631133647743
B_S_04cde678090464c7,noise_0.01_trial2,Ridge_r5_40,PDF,0.047653954666278565,0.4954772912314062
B_S_05991e9d132c10e1,noise_0.01_trial2,Ridge_r5_40,PDF,0.027115124423562828,0.5679254110176584
B_S_0691bf18a8c496e4,noise_0.01_trial2,Ridge_r5_40,PDF,0.03186342001998567,0.37104959136073495
B_S_07d8e51b433299e1,noise_0.01_trial2,Ridge_r5_40,PDF,0.04437719622744025,0.33152272398181154
B_S_098fdf8be4a02f09,noise_0.01_trial2,Ridge_r5_40,PDF,0.04513093378378762,0.3610617751893807
B_S_0ab6e555a98086ea,noise_0.01_trial2,Ridge_r5_40,PDF,0.04778899494829422,0.3547914459543035
B_S_0ba43a4559d6a4d5,noise_0.01_trial2,Ridge_r5_40,PDF,0.02346953153574077,0.6753334141228924
B_S_0e0fcb9aeec09753,noise_0.01_trial2,Ridge_r5_40,PDF,0.05655624237424497,0.36941277260068167
B_S_0f329dd9da91462d,noise_0.01_trial2,Ridge_r5_40,PDF,0.03315924929021438,0.4237238274280827
B_S_127e3c72075c2de0,noise_0.01_trial2,Ridge_r5_40,PDF,0.028476069182181867,0.5093851043290615
B_S_12bb1641a2177087,noise_0.01_trial2,Ridge_r5_40,PDF,0.03398011718443704,0.30779184730262193
B_S_12f0bec697a41e71,noise_0.01_trial2,Ridge_r5_40,PDF,0.05351437420942261,0.44642862914237846
B_S_141243a6a760176d,noise_0.01_trial2,Ridge_r5_40,PDF,0.029537840162259788,0.2921869057416212
B_S_1534fe223f019cef,noise_0.01_trial2,Ridge_r5_40,PDF,0.01633370215341346,0.8257130614015757
B_S_1b99bcbef86a852d,noise_0.01_trial2,Ridge_r5_40,PDF,0.020933208855224,0.6197359344100947
B_S_1d0b2fbce045ca6e,noise_0.01_trial2,Ridge_r5_40,PDF,0.05716990215737116,0.43062503160401217
B_S_1da64c932dcd1875,noise_0.01_trial2,Ridge_r5_40,PDF,0.03526688712982453,0.3987735243211154
B_S_1f84b3545214bea4,noise_0.01_trial2,Ridge_r5_40,PDF,0.04780639320153507,0.35828280749515995
B_S_20c5194c695e058a,noise_0.01_trial2,Ridge_r5_40,PDF,0.025495979898898243,0.6531136355736072
B_S_24644192b5fe4008,noise_0.01_trial2,Ridge_r5_40,PDF,0.0654706807667693,0.38444979277910607
B_S_25f501cc2d4840e8,noise_0.01_trial2,Ridge_r5_40,PDF,0.03876019343240175,0.4739151448791326
B_S_2771091c121e23cf,noise_0.01_trial2,Ridge_r5_40,PDF,0.01559099757329888,0.7978636393921188
B_S_28828fe3c1266f5f,noise_0.01_trial2,Ridge_r5_40,PDF,0.034069352225166084,0.5780422803274103
B_S_2bcd350f3edd716f,noise_0.01_trial2,Ridge_r5_40,PDF,0.07973007272290888,0.31310675919260383
B_S_33e4d07c8e59bbf8,noise_0.01_trial2,Ridge_r5_40,PDF,0.019965621514811283,0.616561187175659
B_S_343f9524e8e7dfc0,noise_0.01_trial2,Ridge_r5_40,PDF,0.03838238331318064,0.41892505096699595
B_S_38259668fb240eff,noise_0.01_trial2,Ridge_r5_40,PDF,0.051002733961308076,0.3879134202402287
B_S_39652e9b29a04adc,noise_0.01_trial2,Ridge_r5_40,PDF,0.03275969910535267,0.6754672573094164
B_S_3a329dddf4808dd4,noise_0.01_trial2,Ridge_r5_40,PDF,0.030350903642019714,0.44027469130040664
B_S_3a533c17710751e0,noise_0.01_trial2,Ridge_r5_40,PDF,0.020997957079510143,0.6571661551630193
B_S_3a66cb2aa1b13bd5,noise_0.01_trial2,Ridge_r5_40,PDF,0.020526288389572902,0.6160189151511339
B_S_3b42bd897a080cce,noise_0.01_trial2,Ridge_r5_40,PDF,0.031351702687400645,0.48131841105604933
B_S_3ce02575e7e819cb,noise_0.01_trial2,Ridge_r5_40,PDF,0.0381686259264325,0.3714491928190331
B_S_3de23c08d3b09250,noise_0.01_trial2,Ridge_r5_40,PDF,0.053798237347012744,0.6110117601699501
B_S_3f2a0ddec73b890f,noise_0.01_trial2,Ridge_r5_40,PDF,0.04473048398545351,0.29443131801768796
B_S_40c88f49ed4685e1,noise_0.01_trial2,Ridge_r5_40,PDF,0.041250553104436156,0.29775230095378113
B_S_430a82a008f9b980,noise_0.01_trial2,Ridge_r5_40,PDF,0.04143868703059418,0.3430569074788648
B_S_456d02a3d4909ae4,noise_0.01_trial2,Ridge_r5_40,PDF,0.015152016565383125,0.5706789999976335
B_S_46995a01e1170f51,noise_0.01_trial2,Ridge_r5_40,PDF,0.017310670203192147,0.8044408909111574
B_S_46faad4831ea7d33,noise_0.01_trial2,Ridge_r5_40,PDF,0.02601075273337293,0.5094374755232579
B_S_46fef32514520e02,noise_0.01_trial2,Ridge_r5_40,PDF,0.015036104453553176,0.8687681398302599
B_S_494356a7ae173e64,noise_0.01_trial2,Ridge_r5_40,PDF,0.05121532525962879,0.3155899601461175
B_S_4bc0c360b6da5e88,noise_0.01_trial2,Ridge_r5_40,PDF,0.04309502115825831,0.43709185692679714
B_S_4d591555f89116f6,noise_0.01_trial2,Ridge_r5_40,PDF,0.018045271694056536,0.5291254198247355
B_S_4e609147e5b89722,noise_0.01_trial2,Ridge_r5_40,PDF,0.022157409422168386,0.7132095469678505
B_S_4fa3ecf596dcb922,noise_0.01_trial2,Ridge_r5_40,PDF,0.02094974898461251,0.710078562560654
B_S_561c9833eab6e386,noise_0.01_trial2,Ridge_r5_40,PDF,0.00966612585458052,0.8502315402668088
B_S_56c19bd51765c35e,noise_0.01_trial2,Ridge_r5_40,PDF,0.02602227212126652,0.45761584302256353
B_S_5895d7aac8727a00,noise_0.01_trial2,Ridge_r5_40,PDF,0.06579679236224209,0.4057344033276896
B_S_59e31d0bf0779ea8,noise_0.01_trial2,Ridge_r5_40,PDF,0.04039975502967339,0.5507620423480035
B_S_5ac0f04a42e8d93e,noise_0.01_trial2,Ridge_r5_40,PDF,0.017376849655522747,0.6182693511452282
B_S_5c317a75d423fd6e,noise_0.01_trial2,Ridge_r5_40,PDF,0.027943023102678575,0.45745044864714457
B_S_5c9685626bf49946,noise_0.01_trial2,Ridge_r5_40,PDF,0.02617749531501469,0.6778721193818213
B_S_5ce46392be1d6b88,noise_0.01_trial2,Ridge_r5_40,PDF,0.018612796267379945,0.7270754643821414
B_S_5f941612c41dbc5c,noise_0.01_trial2,Ridge_r5_40,PDF,0.041266200051051465,0.35515510928034044
B_S_61d4ed6ef35e9a84,noise_0.01_trial2,Ridge_r5_40,PDF,0.02279510911944525,0.6110398683023981
B_S_65a21a71057e133e,noise_0.01_trial2,Ridge_r5_40,PDF,0.09798893011358116,0.3701798777254053
B_S_662967ab8de625e8,noise_0.01_trial2,Ridge_r5_40,PDF,0.06704006705050326,0.3720973266106428
B_S_676831f41188202e,noise_0.01_trial2,Ridge_r5_40,PDF,0.04019919350379767,0.47506736530270643
B_S_67dad08422b84b71,noise_0.01_trial2,Ridge_r5_40,PDF,0.040627470373746886,0.38240194944868094
B_S_68cc792e8fd44592,noise_0.01_trial2,Ridge_r5_40,PDF,0.03250632729123343,0.5960553520281767
B_S_6ac61611c3df1467,noise_0.01_trial2,Ridge_r5_40,PDF,0.05080977107234956,0.33746376415537316
B_S_6bdaaf8d4c9df220,noise_0.01_trial2,Ridge_r5_40,PDF,0.016323332184904085,0.8254466216338546
B_S_6c8ceeec5b8a43e9,noise_0.01_trial2,Ridge_r5_40,PDF,0.054553750155697044,0.3983495729679756
B_S_6dffc7e04304f34b,noise_0.01_trial2,Ridge_r5_40,PDF,0.02951706105330623,0.46455267267792777
B_S_6e6349753b25bee6,noise_0.01_trial2,Ridge_r5_40,PDF,0.03402852958372932,0.37836863723653624
B_S_6f3562c0f9d93028,noise_0.01_trial2,Ridge_r5_40,PDF,0.021256635403534337,0.6092161583428114
B_S_7067c1e251093719,noise_0.01_trial2,Ridge_r5_40,PDF,0.01606344302275106,0.7376777732317003
B_S_74b9e3fceeafdeca,noise_0.01_trial2,Ridge_r5_40,PDF,0.07355713331840157,0.36221800761658396
B_S_7e250686d652705c,noise_0.01_trial2,Ridge_r5_40,PDF,0.02409349019626879,0.6958376745750066
B_S_7f19034a86906502,noise_0.01_trial2,Ridge_r5_40,PDF,0.01874970442910695,0.7807617845268847
B_S_80b2b12628199978,noise_0.01_trial2,Ridge_r5_40,PDF,0.021201855685211372,0.6022336582190249
B_S_813d4abee285cb53,noise_0.01_trial2,Ridge_r5_40,PDF,0.052105366231974995,0.47655210127894193
B_S_837f39f804bd928d,noise_0.01_trial2,Ridge_r5_40,PDF,0.021722071549793956,0.5902360497379308
B_S_842daa05fc01129a,noise_0.01_trial2,Ridge_r5_40,PDF,0.022894015997672205,0.5819401146506514
B_S_84f64fa1a056f370,noise_0.01_trial2,Ridge_r5_40,PDF,0.02514854202453234,0.550524515162345
B_S_8a9b3b232ee258c3,noise_0.01_trial2,Ridge_r5_40,PDF,0.07653293078649635,0.35575196631629136
B_S_8b770d29c3e87e62,noise_0.01_trial2,Ridge_r5_40,PDF,0.031647867854769786,0.5160231296233402
B_S_8bb487c6f2bb9393,noise_0.01_trial2,Ridge_r5_40,PDF,0.05255062721686057,0.5077194495851006
B_S_8e5a5eec46ffcdc5,noise_0.01_trial2,Ridge_r5_40,PDF,0.06954137244100381,0.37404767122898563
B_S_8eae2ea9349b8fe6,noise_0.01_trial2,Ridge_r5_40,PDF,0.07236823030394682,0.46587475677688345
