id,artifact,amplitude,trial,window,xrd_relative_l2,pdf_relative_l2,signal_energy_fraction,artifact_energy_fraction
B_1-Phase_0060,noise,0.03,4,40-120,0.33322749014368125,0.12975338164794847,0.5391186290975389,0.5121394665381392
B_1-Phase_0060,background,0.05,0,1-5,0.2991089735249859,0.6011656009549683,0.0548829571462908,0.9998354137776251
B_1-Phase_0060,background,0.05,0,5-40,0.2991089735249859,0.0026762723670937624,0.40599841375617013,0.00014658439008032587
B_1-Phase_0060,background,0.05,0,1-40,0.2991089735249859,0.2074675269420622,0.4608813709024609,0.9999819981677054
B_1-Phase_0060,background,0.05,0,40-120,0.2991089735249859,0.0008138882945276553,0.5391186290975389,1.800183229476604e-05
B_1-Phase_0060,background,0.2,0,1-5,1.1964358940999436,2.404662403819874,0.0548829571462908,0.999835413777625
B_1-Phase_0060,background,0.2,0,5-40,1.1964358940999436,0.010705089468375062,0.40599841375617013,0.00014658439008032625
B_1-Phase_0060,background,0.2,0,1-40,1.1964358940999436,0.8298701077682489,0.4608813709024609,0.9999819981677053
B_1-Phase_0060,background,0.2,0,40-120,1.1964358940999436,0.0032555531781106226,0.5391186290975389,1.8001832294766048e-05
B_1-Phase_0061,noise,0.01,0,1-5,0.08641457689031656,0.020920574906958603,0.09136580994218015,0.03556432820217358
B_1-Phase_0061,noise,0.01,0,5-40,0.08641457689031656,0.023264060938324997,0.6325535846650463,0.3044752850647499
B_1-Phase_0061,noise,0.01,0,1-40,0.08641457689031656,0.022981470560164818,0.7239193946072265,0.3400396132669236
B_1-Phase_0061,noise,0.01,0,40-120,0.08641457689031656,0.051844077288246755,0.2760806053927732,0.6599603867330764
B_1-Phase_0061,noise,0.01,1,1-5,0.08687111719735878,0.018970638232670155,0.09136580994218015,0.02510500832352111
B_1-Phase_0061,noise,0.01,1,5-40,0.08687111719735878,0.026355782535480685,0.6325535846650463,0.3354763652614888
B_1-Phase_0061,noise,0.01,1,1-40,0.08687111719735878,0.025541720607107583,0.7239193946072265,0.36058137358500986
B_1-Phase_0061,noise,0.01,1,40-120,0.08687111719735878,0.05507674982902924,0.2760806053927732,0.63941862641499
B_1-Phase_0061,noise,0.01,2,1-5,0.08646989617029548,0.02867736581091397,0.09136580994218015,0.0598979392696843
B_1-Phase_0061,noise,0.01,2,5-40,0.08646989617029548,0.024860928860181025,0.6325535846650463,0.3116604425327933
B_1-Phase_0061,noise,0.01,2,1-40,0.08646989617029548,0.025374272253388317,0.7239193946072265,0.37155838180247763
B_1-Phase_0061,noise,0.01,2,40-120,0.08646989617029548,0.05343670731377374,0.2760806053927732,0.6284416181975222
B_1-Phase_0061,noise,0.01,3,1-5,0.08686373529909375,0.016267762249102993,0.09136580994218015,0.016627521627027943
B_1-Phase_0061,noise,0.01,3,5-40,0.08686373529909375,0.02776948600749141,0.6325535846650463,0.33544489238901565
B_1-Phase_0061,noise,0.01,3,1-40,0.08686373529909375,0.02659357985814176,0.7239193946072265,0.35207241401604356
B_1-Phase_0061,noise,0.01,3,40-120,0.08686373529909375,0.05841860690800678,0.2760806053927732,0.6479275859839565
B_1-Phase_0061,noise,0.01,4,1-5,0.08668384941318728,0.01675781958804662,0.09136580994218015,0.019863572652604508
B_1-Phase_0061,noise,0.01,4,5-40,0.08668384941318728,0.02786206609170534,0.6325535846650463,0.38015664911787406
B_1-Phase_0061,noise,0.01,4,1-40,0.08668384941318728,0.02671631469086596,0.7239193946072265,0.4000202217704786
B_1-Phase_0061,noise,0.01,4,40-120,0.08668384941318728,0.052982328435857644,0.2760806053927732,0.5999797782295215
B_1-Phase_0061,noise,0.03,0,1-5,0.2592437306709497,0.06276172472087567,0.09136580994218015,0.035564328202173465
B_1-Phase_0061,noise,0.03,0,5-40,0.2592437306709497,0.06979218281497497,0.6325535846650463,0.3044752850647499
B_1-Phase_0061,noise,0.03,0,1-40,0.2592437306709497,0.06894441168049442,0.7239193946072265,0.34003961326692334
B_1-Phase_0061,noise,0.03,0,40-120,0.2592437306709497,0.15553223186474027,0.2760806053927732,0.6599603867330769
B_1-Phase_0061,noise,0.03,1,1-5,0.26061335159207627,0.05691191469801067,0.09136580994218015,0.02510500832352127
B_1-Phase_0061,noise,0.03,1,5-40,0.26061335159207627,0.07906734760644207,0.6325535846650463,0.33547636526148866
B_1-Phase_0061,noise,0.03,1,1-40,0.26061335159207627,0.07662516182132277,0.7239193946072265,0.3605813735850099
B_1-Phase_0061,noise,0.03,1,40-120,0.26061335159207627,0.16523024948708778,0.2760806053927732,0.6394186264149899
B_1-Phase_0061,noise,0.03,2,1-5,0.2594096885108864,0.08603209743274197,0.09136580994218015,0.05989793926968443
B_1-Phase_0061,noise,0.03,2,5-40,0.2594096885108864,0.07458278658054297,0.6325535846650463,0.311660442532793
B_1-Phase_0061,noise,0.03,2,1-40,0.2594096885108864,0.07612281676016489,0.7239193946072265,0.37155838180247747
B_1-Phase_0061,noise,0.03,2,40-120,0.2594096885108864,0.16031012194132116,0.2760806053927732,0.6284416181975228
B_1-Phase_0061,noise,0.03,3,1-5,0.2605912058972812,0.048803286747308695,0.09136580994218015,0.016627521627027762
B_1-Phase_0061,noise,0.03,3,5-40,0.2605912058972812,0.08330845802247416,0.6325535846650463,0.33544489238901526
B_1-Phase_0061,noise,0.03,3,1-40,0.2605912058972812,0.0797807395744252,0.7239193946072265,0.35207241401604294
B_1-Phase_0061,noise,0.03,3,40-120,0.2605912058972812,0.17525582072402032,0.2760806053927732,0.6479275859839569
B_1-Phase_0061,noise,0.03,4,1-5,0.2600515482395619,0.05027345876413954,0.09136580994218015,0.01986357265260425
B_1-Phase_0061,noise,0.03,4,5-40,0.2600515482395619,0.08358619827511608,0.6325535846650463,0.3801566491178744
B_1-Phase_0061,noise,0.03,4,1-40,0.2600515482395619,0.0801489440725979,0.7239193946072265,0.4000202217704786
B_1-Phase_0061,noise,0.03,4,40-120,0.2600515482395619,0.15894698530757298,0.2760806053927732,0.5999797782295214
B_1-Phase_0061,background,0.05,0,1-5,0.24054470379519205,0.4219397322079073,0.09136580994218015,0.9998354137776251
B_1-Phase_0061,background,0.05,0,5-40,0.24054470379519205,0.0019416601666081233,0.6325535846650463,0.00014658439008032186
B_1-Phase_0061,background,0.05,0,1-40,0.24054470379519205,0.14990944781536614,0.7239193946072265,0.9999819981677053
B_1-Phase_0061,background,0.05,0,40-120,0.24054470379519205,0.0010299554167647433,0.2760806053927732,1.8001832294766112e-05
B_1-Phase_0061,background,0.2,0,1-5,0.9621788151807682,1.6877589288316288,0.09136580994218015,0.9998354137776251
B_1-Phase_0061,background,0.2,0,5-40,0.9621788151807682,0.007766640666432574,0.6325535846650463,0.00014658439008032498
B_1-Phase_0061,background,0.2,0,1-40,0.9621788151807682,0.5996377912614644,0.7239193946072265,0.9999819981677054
B_1-Phase_0061,background,0.2,0,40-120,0.9621788151807682,0.004119821667059016,0.2760806053927732,1.8001832294766492e-05
B_1-Phase_0062,noise,0.01,0,1-5,0.06294520121419622,0.01488577959514792,0.14623715505096557,0.05641150293571791
B_1-Phase_0062,noise,0.01,0,5-40,0.06294520121419622,0.014428230643936724,0.7677922009631745,0.2782509276580142
B_1-Phase_0062,noise,0.01,0,1-40,0.06294520121419622,0.014502404765627093,0.9140293560141401,0.33466243059373213
B_1-Phase_0062,noise,0.01,0,40-120,0.06294520121419622,0.06667492680000943,0.08597064398586002,0.6653375694062678
B_1-Phase_0062,noise,0.01,1,1-5,0.059288442249918825,0.007446255931232778,0.14623715505096557,0.017503362320546792
B_1-Phase_0062,noise,0.01,1,5-40,0.059288442249918825,0.013287379613147706,0.7677922009631745,0.2926241849041821
B_1-Phase_0062,noise,0.01,1,1-40,0.059288442249918825,0.012537073803048786,0.9140293560141401,0.3101275472247289
B_1-Phase_0062,noise,0.01,1,40-120,0.059288442249918825,0.06096988757452873,0.08597064398586002,0.6898724527752712
B_1-Phase_0062,noise,0.01,2,1-5,0.062188239579123575,0.010943575222642438,0.14623715505096557,0.04060882418908801
B_1-Phase_0062,noise,0.01,2,5-40,0.062188239579123575,0.013413036294323989,0.7677922009631745,0.32028907574587046
B_1-Phase_0062,noise,0.01,2,1-40,0.062188239579123575,0.013049383368254175,0.9140293560141401,0.3608978999349585
B_1-Phase_0062,noise,0.01,2,40-120,0.062188239579123575,0.056622353546477704,0.08597064398586002,0.6391021000650414
B_1-Phase_0062,noise,0.01,3,1-5,0.06382723050722217,0.01686174438245898,0.14623715505096557,0.06698531321935271
B_1-Phase_0062,noise,0.01,3,5-40,0.06382723050722217,0.016077644870012935,0.7677922009631745,0.3197462205718159
B_1-Phase_0062,noise,0.01,3,1-40,0.06382723050722217,0.016205643859554208,0.9140293560141401,0.3867315337911686
B_1-Phase_0062,noise,0.01,3,40-120,0.06382723050722217,0.06654137900359192,0.08597064398586002,0.6132684662088314
B_1-Phase_0062,noise,0.01,4,1-5,0.0618303824806743,0.015074652494362214,0.14623715505096557,0.06359972806851169
B_1-Phase_0062,noise,0.01,4,5-40,0.0618303824806743,0.011978921603859721,0.7677922009631745,0.21085410090818107
B_1-Phase_0062,noise,0.01,4,1-40,0.0618303824806743,0.012525732128201761,0.9140293560141401,0.27445382897669274
B_1-Phase_0062,noise,0.01,4,40-120,0.0618303824806743,0.06640579526715042,0.08597064398586002,0.7255461710233072
B_1-Phase_0062,noise,0.03,0,1-5,0.18883560364258864,0.04465733878544409,0.14623715505096557,0.05641150293571874
B_1-Phase_0062,noise,0.03,0,5-40,0.18883560364258864,0.04328469193181014,0.7677922009631745,0.2782509276580139
B_1-Phase_0062,noise,0.03,0,1-40,0.18883560364258864,0.0435072142968813,0.9140293560141401,0.33466243059373263
B_1-Phase_0062,noise,0.03,0,40-120,0.18883560364258864,0.2000247804000282,0.08597064398586002,0.6653375694062675
B_1-Phase_0062,noise,0.03,1,1-5,0.17786532674975644,0.022338767793698144,0.14623715505096557,0.017503362320546514
B_1-Phase_0062,noise,0.03,1,5-40,0.17786532674975644,0.039862138839443076,0.7677922009631745,0.2926241849041818
B_1-Phase_0062,noise,0.03,1,1-40,0.17786532674975644,0.0376112214091463,0.9140293560141401,0.31012754722472824
B_1-Phase_0062,noise,0.03,1,40-120,0.17786532674975644,0.18290966272358622,0.08597064398586002,0.6898724527752718
B_1-Phase_0062,noise,0.03,2,1-5,0.18656471873737074,0.03283072566792721,0.14623715505096557,0.040608824189087844
B_1-Phase_0062,noise,0.03,2,5-40,0.18656471873737074,0.0402391088829719,0.7677922009631745,0.3202890757458701
B_1-Phase_0062,noise,0.03,2,1-40,0.18656471873737074,0.039148150104762455,0.9140293560141401,0.360897899934958
B_1-Phase_0062,noise,0.03,2,40-120,0.18656471873737074,0.16986706063943302,0.08597064398586002,0.6391021000650419
B_1-Phase_0062,noise,0.03,3,1-5,0.19148169152166652,0.05058523314737689,0.14623715505096557,0.06698531321935247
B_1-Phase_0062,noise,0.03,3,5-40,0.19148169152166652,0.0482329346100389,0.7677922009631745,0.3197462205718168
B_1-Phase_0062,noise,0.03,3,1-40,0.19148169152166652,0.04861693157866268,0.9140293560141401,0.3867315337911693
B_1-Phase_0062,noise,0.03,3,40-120,0.19148169152166652,0.19962413701077575,0.08597064398586002,0.6132684662088307
B_1-Phase_0062,noise,0.03,4,1-5,0.18549114744202289,0.04522395748308626,0.14623715505096557,0.06359972806851075
B_1-Phase_0062,noise,0.03,4,5-40,0.18549114744202289,0.03593676481157908,0.7677922009631745,0.21085410090818055
B_1-Phase_0062,noise,0.03,4,1-40,0.18549114744202289,0.03757719638460514,0.9140293560141401,0.27445382897669135
B_1-Phase_0062,noise,0.03,4,40-120,0.18549114744202289,0.19921738580145126,0.08597064398586002,0.7255461710233088
B_1-Phase_0062,background,0.05,0,1-5,0.17184885118316093,0.2067620664911272,0.14623715505096557,0.999835413777625
B_1-Phase_0062,background,0.05,0,5-40,0.17184885118316093,0.0010925906640224102,0.7677922009631745,0.00014658439008031823
B_1-Phase_0062,background,0.05,0,1-40,0.17184885118316093,0.08270875624215647,0.9140293560141401,0.9999819981677053
B_1-Phase_0062,background,0.05,0,40-120,0.17184885118316093,0.0011442442455605179,0.08597064398586002,1.8001832294765665e-05
B_1-Phase_0062,background,0.2,0,1-5,0.6873954047326437,0.8270482659645083,0.14623715505096557,0.9998354137776251
B_1-Phase_0062,background,0.2,0,5-40,0.6873954047326437,0.004370362656089788,0.7677922009631745,0.00014658439008032826
B_1-Phase_0062,background,0.2,0,1-40,0.6873954047326437,0.33083502496862577,0.9140293560141401,0.9999819981677054
B_1-Phase_0062,background,0.2,0,40-120,0.6873954047326437,0.004576976982242138,0.08597064398586002,1.800183229476621e-05
B_1-Phase_0063,noise,0.01,0,1-5,0.10283535797700814,0.03998672305186748,0.05554291923435974,0.047884713004115724
B_1-Phase_0063,noise,0.01,0,5-40,0.10283535797700814,0.03345768345290883,0.3815210909234967,0.23027502847486636
B_1-Phase_0063,noise,0.01,0,1-40,0.10283535797700814,0.03435629594957328,0.43706401015785645,0.2781597414789821
B_1-Phase_0063,noise,0.01,0,40-120,0.10283535797700814,0.048766632109428845,0.5629359898421435,0.7218402585210179
B_1-Phase_0063,noise,0.01,1,1-5,0.10643657680350332,0.03703418952147787,0.05554291923435974,0.040484009484553114
B_1-Phase_0063,noise,0.01,1,5-40,0.10643657680350332,0.031288737303416324,0.3815210909234967,0.19849234017183884
B_1-Phase_0063,noise,0.01,1,1-40,0.10643657680350332,0.03207601257478197,0.43706401015785645,0.23897634965639192
B_1-Phase_0063,noise,0.01,1,40-120,0.10643657680350332,0.05043650748624353,0.5629359898421435,0.761023650343608
B_1-Phase_0063,noise,0.01,2,1-5,0.10536939488522544,0.04314443201020683,0.05554291923435974,0.0498292805125961
B_1-Phase_0063,noise,0.01,2,5-40,0.10536939488522544,0.037719384593898536,0.3815210909234967,0.26160988562344334
B_1-Phase_0063,noise,0.01,2,1-40,0.10536939488522544,0.03845128778381817,0.43706401015785645,0.31143916613603945
B_1-Phase_0063,noise,0.01,2,40-120,0.10536939488522544,0.050377713129942235,0.5629359898421435,0.6885608338639607
B_1-Phase_0063,noise,0.01,3,1-5,0.10692380706167702,0.039095755608485744,0.05554291923435974,0.04534883742674867
B_1-Phase_0063,noise,0.01,3,5-40,0.10692380706167702,0.042743041981631515,0.3815210909234967,0.3723296648986114
B_1-Phase_0063,noise,0.01,3,1-40,0.10692380706167702,0.04229698600262169,0.43706401015785645,0.41767850232536013
B_1-Phase_0063,noise,0.01,3,40-120,0.10692380706167702,0.044006090473033166,0.5629359898421435,0.5823214976746399
B_1-Phase_0063,noise,0.01,4,1-5,0.10481990569637172,0.023703810976973133,0.05554291923435974,0.022773573391552032
B_1-Phase_0063,noise,0.01,4,5-40,0.10481990569637172,0.033817521208098646,0.3815210909234967,0.3183964537825871
B_1-Phase_0063,noise,0.01,4,1-40,0.10481990569637172,0.03270618188587256,0.43706401015785645,0.34117002717413913
B_1-Phase_0063,noise,0.01,4,40-120,0.10481990569637172,0.040047379429393765,0.5629359898421435,0.6588299728258609
B_1-Phase_0063,noise,0.03,0,1-5,0.3085060739310244,0.1199601691556023,0.05554291923435974,0.04788471300411566
B_1-Phase_0063,noise,0.03,0,5-40,0.3085060739310244,0.10037305035872651,0.3815210909234967,0.23027502847486656
B_1-Phase_0063,noise,0.03,0,1-40,0.3085060739310244,0.10306888784871983,0.43706401015785645,0.27815974147898215
B_1-Phase_0063,noise,0.03,0,40-120,0.3085060739310244,0.1462998963282865,0.5629359898421435,0.7218402585210179
B_1-Phase_0063,noise,0.03,1,1-5,0.3193097304105099,0.11110256856443364,0.05554291923435974,0.040484009484553135
B_1-Phase_0063,noise,0.03,1,5-40,0.3193097304105099,0.09386621191024892,0.3815210909234967,0.19849234017183867
B_1-Phase_0063,noise,0.03,1,1-40,0.3193097304105099,0.09622803772434588,0.43706401015785645,0.2389763496563918
B_1-Phase_0063,noise,0.03,1,40-120,0.3193097304105099,0.15130952245873058,0.5629359898421435,0.7610236503436081
B_1-Phase_0063,noise,0.03,2,1-5,0.3161081846556763,0.12943329603062084,0.05554291923435974,0.049829280512596344
B_1-Phase_0063,noise,0.03,2,5-40,0.3161081846556763,0.1131581537816956,0.3815210909234967,0.2616098856234432
B_1-Phase_0063,noise,0.03,2,1-40,0.3161081846556763,0.11535386335145452,0.43706401015785645,0.31143916613603956
B_1-Phase_0063,noise,0.03,2,40-120,0.3161081846556763,0.15113313938982664,0.5629359898421435,0.6885608338639604
B_1-Phase_0063,noise,0.03,3,1-5,0.32077142118503105,0.11728726682545738,0.05554291923435974,0.04534883742674881
B_1-Phase_0063,noise,0.03,3,5-40,0.32077142118503105,0.12822912594489452,0.3815210909234967,0.37232966489861136
B_1-Phase_0063,noise,0.03,3,1-40,0.32077142118503105,0.1268909580078651,0.43706401015785645,0.4176785023253603
B_1-Phase_0063,noise,0.03,3,40-120,0.32077142118503105,0.13201827141909947,0.5629359898421435,0.5823214976746399
B_1-Phase_0063,noise,0.03,4,1-5,0.31445971708911513,0.07111143293091943,0.05554291923435974,0.02277357339155203
B_1-Phase_0063,noise,0.03,4,5-40,0.31445971708911513,0.1014525636242959,0.3815210909234967,0.31839645378258674
B_1-Phase_0063,noise,0.03,4,1-40,0.31445971708911513,0.09811854565761766,0.43706401015785645,0.34117002717413875
B_1-Phase_0063,noise,0.03,4,40-120,0.31445971708911513,0.12014213828818138,0.5629359898421435,0.6588299728258613
B_1-Phase_0063,background,0.05,0,1-5,0.2937068499100897,0.6493625675356146,0.05554291923435974,0.9998354137776249
B_1-Phase_0063,background,0.05,0,5-40,0.2937068499100897,0.0030000046641034984,0.3815210909234967,0.0001465843900803252
B_1-Phase_0063,background,0.05,0,1-40,0.2937068499100897,0.23150528569582748,0.43706401015785645,0.9999819981677052
B_1-Phase_0063,background,0.05,0,40-120,0.2937068499100897,0.0008654982450802002,0.5629359898421435,1.800183229476567e-05
B_1-Phase_0063,background,0.2,0,1-5,1.1748273996403589,2.597450270142458,0.05554291923435974,0.9998354137776251
B_1-Phase_0063,background,0.2,0,5-40,1.1748273996403589,0.012000018656414015,0.3815210909234967,0.00014658439008032587
B_1-Phase_0063,background,0.2,0,1-40,1.1748273996403589,0.9260211427833099,0.43706401015785645,0.9999819981677052
B_1-Phase_0063,background,0.2,0,40-120,1.1748273996403589,0.003461992980320839,0.5629359898421435,1.8001832294766075e-05
B_1-Phase_0064,noise,0.01,0,1-5,0.06047631237853895,0.011450131018483132,0.1419151011008271,0.035482808275911944
B_1-Phase_0064,noise,0.01,0,5-40,0.06047631237853895,0.01443545306408421,0.7668595399074415,0.30475098925722927
B_1-Phase_0064,noise,0.01,0,1-40,0.06047631237853895,0.014011234305947695,0.9087746410082685,0.3402337975331412
B_1-Phase_0064,noise,0.01,0,40-120,0.06047631237853895,0.061581889617219714,0.09122535899173137,0.6597662024668587
B_1-Phase_0064,noise,0.01,1,1-5,0.0603132501403787,0.010692995878015418,0.1419151011008271,0.03220456949664361
B_1-Phase_0064,noise,0.01,1,5-40,0.0603132501403787,0.012950872542549292,0.7668595399074415,0.2552724645767099
B_1-Phase_0064,noise,0.01,1,1-40,0.0603132501403787,0.01262491415644739,0.9087746410082685,0.2874770340733535
B_1-Phase_0064,noise,0.01,1,40-120,0.0603132501403787,0.06273307830655138,0.09122535899173137,0.7125229659266465
B_1-Phase_0064,noise,0.01,2,1-5,0.06264928458925403,0.015530208534200864,0.1419151011008271,0.049323387260442754
B_1-Phase_0064,noise,0.01,2,5-40,0.06264928458925403,0.01476508891429126,0.7668595399074415,0.24091157461217574
B_1-Phase_0064,noise,0.01,2,1-40,0.06264928458925403,0.014887161826934146,0.9087746410082685,0.2902349618726185
B_1-Phase_0064,noise,0.01,2,40-120,0.06264928458925403,0.07347924017121993,0.09122535899173137,0.7097650381273816
B_1-Phase_0064,noise,0.01,3,1-5,0.061775431105029505,0.008853787586367805,0.1419151011008271,0.017938851460936385
B_1-Phase_0064,noise,0.01,3,5-40,0.061775431105029505,0.015371272612351489,0.7668595399074415,0.29217516663464577
B_1-Phase_0064,noise,0.01,3,1-40,0.061775431105029505,0.014547175767024226,0.9087746410082685,0.31011401809558214
B_1-Phase_0064,noise,0.01,3,40-120,0.061775431105029505,0.06848208221848488,0.09122535899173137,0.689885981904418
B_1-Phase_0064,noise,0.01,4,1-5,0.060957996145457334,0.006913432464982751,0.1419151011008271,0.013046819701879545
B_1-Phase_0064,noise,0.01,4,5-40,0.060957996145457334,0.012792717963048416,0.7668595399074415,0.24139600339429512
B_1-Phase_0064,noise,0.01,4,1-40,0.060957996145457334,0.012064871555423096,0.9087746410082685,0.2544428230961747
B_1-Phase_0064,noise,0.01,4,40-120,0.060957996145457334,0.06518360669052348,0.09122535899173137,0.7455571769038254
B_1-Phase_0064,noise,0.03,0,1-5,0.18142893713561684,0.03435039305544954,0.1419151011008271,0.03548280827591221
B_1-Phase_0064,noise,0.03,0,5-40,0.18142893713561684,0.04330635919225267,0.7668595399074415,0.3047509892572295
B_1-Phase_0064,noise,0.03,0,1-40,0.18142893713561684,0.042033702917843134,0.9087746410082685,0.3402337975331417
B_1-Phase_0064,noise,0.03,0,40-120,0.18142893713561684,0.18474566885165922,0.09122535899173137,0.6597662024668582
B_1-Phase_0064,noise,0.03,1,1-5,0.1809397504211361,0.03207898763404623,0.1419151011008271,0.03220456949664353
B_1-Phase_0064,noise,0.03,1,5-40,0.1809397504211361,0.03885261762764799,0.7668595399074415,0.25527246457671116
B_1-Phase_0064,noise,0.03,1,1-40,0.1809397504211361,0.03787474246934226,0.9087746410082685,0.2874770340733547
B_1-Phase_0064,noise,0.03,1,40-120,0.1809397504211361,0.188199234919654,0.09122535899173137,0.7125229659266452
B_1-Phase_0064,noise,0.03,2,1-5,0.1879478537677621,0.04659062560260266,0.1419151011008271,0.049323387260442886
B_1-Phase_0064,noise,0.03,2,5-40,0.1879478537677621,0.0442952667428738,0.7668595399074415,0.240911574612176
B_1-Phase_0064,noise,0.03,2,1-40,0.1879478537677621,0.04466148548080246,0.9087746410082685,0.2902349618726189
B_1-Phase_0064,noise,0.03,2,40-120,0.1879478537677621,0.22043772051365976,0.09122535899173137,0.7097650381273811
B_1-Phase_0064,noise,0.03,3,1-5,0.18532629331508851,0.026561362759103344,0.1419151011008271,0.017938851460936288
B_1-Phase_0064,noise,0.03,3,5-40,0.18532629331508851,0.046113817837054476,0.7668595399074415,0.2921751666346457
B_1-Phase_0064,noise,0.03,3,1-40,0.18532629331508851,0.04364152730107267,0.9087746410082685,0.31011401809558203
B_1-Phase_0064,noise,0.03,3,40-120,0.18532629331508851,0.20544624665545466,0.09122535899173137,0.689885981904418
B_1-Phase_0064,noise,0.03,4,1-5,0.182873988436372,0.020740297394948096,0.1419151011008271,0.013046819701879342
B_1-Phase_0064,noise,0.03,4,5-40,0.182873988436372,0.03837815388914523,0.7668595399074415,0.2413960033942948
B_1-Phase_0064,noise,0.03,4,1-40,0.182873988436372,0.036194614666269255,0.9087746410082685,0.25444282309617416
B_1-Phase_0064,noise,0.03,4,40-120,0.182873988436372,0.19555082007157049,0.09122535899173137,0.7455571769038256
B_1-Phase_0064,background,0.05,0,1-5,0.16932772896421744,0.23230785433006368,0.1419151011008271,0.999835413777625
B_1-Phase_0064,background,0.05,0,5-40,0.16932772896421744,0.001210040457773314,0.7668595399074415,0.0001465843900803329
B_1-Phase_0064,background,0.05,0,1-40,0.16932772896421744,0.09180829719930564,0.9087746410082685,0.9999819981677053
B_1-Phase_0064,background,0.05,0,40-120,0.16932772896421744,0.0012294602913034249,0.09122535899173137,1.800183229476617e-05
B_1-Phase_0064,background,0.2,0,1-5,0.6773109158568698,0.9292314173202545,0.1419151011008271,0.999835413777625
B_1-Phase_0064,background,0.2,0,5-40,0.6773109158568698,0.004840161831093196,0.7668595399074415,0.00014658439008032932
B_1-Phase_0064,background,0.2,0,1-40,0.6773109158568698,0.3672331887972225,0.9087746410082685,0.9999819981677053
B_1-Phase_0064,background,0.2,0,40-120,0.6773109158568698,0.004917841165213705,0.09122535899173137,1.8001832294766214e-05
B_1-Phase_0065,noise,0.01,0,1-5,0.09706620153126522,0.024008740810872235,0.0761716000360115,0.03484443429804254
B_1-Phase_0065,noise,0.01,0,5-40,0.09706620153126522,0.027501161553060788,0.5156188039181749,0.30947986244037184
B_1-Phase_0065,noise,0.01,0,1-40,0.09706620153126522,0.02707690919456967,0.5917904039541864,0.34432429673841436
B_1-Phase_0065,noise,0.01,0,40-120,0.09706620153126522,0.04498856635462812,0.4082095960458135,0.6556757032615858
B_1-Phase_0065,noise,0.01,1,1-5,0.09947912477576858,0.015339752691612881,0.0761716000360115,0.01909943902136325
B_1-Phase_0065,noise,0.01,1,5-40,0.09947912477576858,0.0280314832487683,0.5156188039181749,0.4317294964877734
B_1-Phase_0065,noise,0.01,1,1-40,0.09947912477576858,0.026737852506605802,0.5917904039541864,0.4508289355091366
B_1-Phase_0065,noise,0.01,1,40-120,0.09947912477576858,0.03553176733784573,0.4082095960458135,0.5491710644908633
B_1-Phase_0065,noise,0.01,2,1-5,0.09706780019435446,0.03733698062197146,0.0761716000360115,0.07706130682088083
B_1-Phase_0065,noise,0.01,2,5-40,0.09706780019435446,0.02912290560707752,0.5156188039181749,0.31736794136015295
B_1-Phase_0065,noise,0.01,2,1-40,0.09706780019435446,0.03030526913902392,0.5917904039541864,0.39442924818103375
B_1-Phase_0065,noise,0.01,2,40-120,0.09706780019435446,0.04521248622864288,0.4082095960458135,0.6055707518189661
B_1-Phase_0065,noise,0.01,3,1-5,0.09661909663767172,0.02672764057826766,0.0761716000360115,0.0417700524148253
B_1-Phase_0065,noise,0.01,3,5-40,0.09661909663767172,0.02508605986147574,0.5156188039181749,0.24908315187396055
B_1-Phase_0065,noise,0.01,3,1-40,0.09661909663767172,0.02530332644857403,0.5917904039541864,0.29085320428878586
B_1-Phase_0065,noise,0.01,3,40-120,0.09661909663767172,0.047571968110081624,0.4082095960458135,0.7091467957112143
B_1-Phase_0065,noise,0.01,4,1-5,0.09516825697880563,0.013146786632163133,0.0761716000360115,0.012183121068722439
B_1-Phase_0065,noise,0.01,4,5-40,0.09516825697880563,0.027988468229112693,0.5156188039181749,0.3737775914704463
B_1-Phase_0065,noise,0.01,4,1-40,0.09516825697880563,0.026547551020511356,0.5917904039541864,0.38596071253916886
B_1-Phase_0065,noise,0.01,4,40-120,0.09516825697880563,0.040317477139504766,0.4082095960458135,0.6140392874608311
B_1-Phase_0065,noise,0.03,0,1-5,0.29119860459379565,0.07202622243261682,0.0761716000360115,0.03484443429804263
B_1-Phase_0065,noise,0.03,0,5-40,0.29119860459379565,0.08250348465918238,0.5156188039181749,0.30947986244037173
B_1-Phase_0065,noise,0.03,0,1-40,0.29119860459379565,0.08123072758370901,0.5917904039541864,0.34432429673841436
B_1-Phase_0065,noise,0.03,0,40-120,0.29119860459379565,0.1349656990638844,0.4082095960458135,0.6556757032615855
B_1-Phase_0065,noise,0.03,1,1-5,0.2984373743273057,0.04601925807483868,0.0761716000360115,0.019099439021363296
B_1-Phase_0065,noise,0.03,1,5-40,0.2984373743273057,0.08409444974630487,0.5156188039181749,0.43172949648777326
B_1-Phase_0065,noise,0.03,1,1-40,0.2984373743273057,0.08021355751981736,0.5917904039541864,0.45082893550913655
B_1-Phase_0065,noise,0.03,1,40-120,0.2984373743273057,0.10659530201353715,0.4082095960458135,0.5491710644908634
B_1-Phase_0065,noise,0.03,2,1-5,0.2912034005830633,0.11201094186591443,0.0761716000360115,0.07706130682088094
B_1-Phase_0065,noise,0.03,2,5-40,0.2912034005830633,0.08736871682123247,0.5156188039181749,0.31736794136015256
B_1-Phase_0065,noise,0.03,2,1-40,0.2912034005830633,0.09091580741707168,0.5917904039541864,0.3944292481810335
