chemistry,method,condition,truth,predicted,count
Li-La-Zr-O,derivative_xrd,noise_0.04_trial0,Li4Zr3O8_141,Li7La3Zr2O12_230,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial0,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial0,Li7La3Zr2O12_230,LiOH_129,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial0,Zr3O_182,Zr3O_167,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial0,ZrO2_137,LiOH-H2O_12,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial0,ZrO2_62,Li2CO3_15,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial0,Zr3O_167,LiO2_58,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial0,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial0,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_19,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_19,LiLaO2_14,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,Zr2O_224,Li2CO3_15,3
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_14,La2O3_206,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,Li2O2_194,LiO2_58,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO_189,Zr3O_167,3
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_137,ZrO2_225,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,Li2O2_194,ZrO_225,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_19,Li2CO3_15,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,Zr2O_224,Li2O_225,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,LaOOH_11,La2O3_206,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,Zr3O_182,Zr3O_167,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_137,La2Zr2O7_227,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,Li4Zr3O8_141,Li2ZrO3_15,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_14,ZrO2_62,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,La2Zr2O7_227,La2O3_206,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,Li7La3Zr2O12_230,Li7La3Zr2O12_142,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_137,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO_225,LiO2_58,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,ZrO2_61,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial0,LiOH-H2O_12,LiO2_58,1
Li-La-Zr-O,pdf_5_40,noise_0.04_trial0,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_5_40,noise_0.04_trial0,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,pdf_5_40,noise_0.04_trial0,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,pdf_1_40,noise_0.04_trial0,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_1_40,noise_0.04_trial0,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,pdf_1_40,noise_0.04_trial0,Li7La3Zr2O12_230,Li7La3Zr2O12_142,2
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,ZrO_189,Li2O_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,Li4Zr3O8_141,ZrO_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,ZrO_189,Zr3O_182,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,Li4Zr3O8_141,Li2O_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,Li7La3Zr2O12_230,Li2O2_194,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,La2O3_206,LaOOH_11,2
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,Li4Zr3O8_141,ZrO2_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,Li7La3Zr2O12_230,Li4Zr3O8_141,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,ZrO2_137,La2Zr2O7_227,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,ZrO2_62,La2O3_164,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,La2O3_164,Zr2O_224,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,Zr3O_167,LiO2_58,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial0,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,raw_xrd,noise_0.04_trial1,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,raw_xrd,noise_0.04_trial1,ZrO2_225,ZrO2_61,1
Li-La-Zr-O,raw_xrd,noise_0.04_trial1,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,raw_xrd,noise_0.04_trial1,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,raw_xrd,noise_0.04_trial1,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial1,Zr2O_224,ZrO2_61,1
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial1,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial1,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial1,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial1,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial1,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,background_subtracted_xrd,noise_0.04_trial1,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,background_subtracted_xrd,noise_0.04_trial1,La2O3_206,LaOOH_11,1
Li-La-Zr-O,background_subtracted_xrd,noise_0.04_trial1,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,background_subtracted_xrd,noise_0.04_trial1,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,background_subtracted_xrd,noise_0.04_trial1,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,Zr2O_224,ZrO2_61,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,ZrO_189,Li2O_225,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,ZrO_225,LiOH-H2O_12,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,La2O3_206,LaOOH_11,2
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,Li4Zr3O8_141,LiO2_58,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,Li7La3Zr2O12_230,LiOH_129,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,ZrO2_137,LiOH-H2O_12,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,Zr3O_167,ZrO2_19,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial1,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Zr2O_224,ZrO2_61,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_14,La2O3_206,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Li2O2_194,LiO2_58,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_225,La2O3_206,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_137,La2O3_206,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_61,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_225,ZrO2_61,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,La2O3_164,La2O3_206,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_19,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,LaOOH_11,La2O3_206,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Li4Zr3O8_141,Li2ZrO3_15,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Zr3O_182,Zr3O_167,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_137,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_14,ZrO2_19,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_14,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,La2Zr2O7_227,La2O3_206,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Li7La3Zr2O12_230,Li7La3Zr2O12_142,3
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO_189,Zr3O_167,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO_225,Zr3O_167,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO_189,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Zr2O_224,Li2CO3_15,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_137,La2Zr2O7_227,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Li2ZrO3_15,Li4Zr3O8_141,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,LiOH-H2O_12,Li2CO3_15,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_225,Li2O_225,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO_225,LiO2_58,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_137,ZrO2_61,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Zr3O_182,LiO2_58,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,ZrO2_61,Zr3O_167,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Zr3O_167,LiO2_58,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,LiOH-H2O_12,LiO2_58,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial1,Li2O2_194,ZrO_225,1
Li-La-Zr-O,pdf_5_40,noise_0.04_trial1,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_5_40,noise_0.04_trial1,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,pdf_5_40,noise_0.04_trial1,Li7La3Zr2O12_230,Li7La3Zr2O12_142,2
Li-La-Zr-O,pdf_1_40,noise_0.04_trial1,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_1_40,noise_0.04_trial1,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,pdf_1_40,noise_0.04_trial1,Li7La3Zr2O12_230,Li7La3Zr2O12_142,2
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,ZrO_189,Li2O_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,Li4Zr3O8_141,ZrO_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,ZrO_225,LiOH-H2O_12,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,Li4Zr3O8_141,Li2O_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,Li7La3Zr2O12_230,Li2O2_194,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,La2O3_206,LaOOH_11,2
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,Li4Zr3O8_141,ZrO_189,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,Li7La3Zr2O12_230,Li4Zr3O8_141,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,ZrO_225,Li2O_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,ZrO2_137,Li4Zr3O8_141,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,La2O3_164,LiO2_58,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,La2O3_164,LiOH_129,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,Zr3O_167,ZrO_189,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial1,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,raw_xrd,noise_0.04_trial2,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,raw_xrd,noise_0.04_trial2,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,raw_xrd,noise_0.04_trial2,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,raw_xrd,noise_0.04_trial2,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial2,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial2,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial2,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial2,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,sqrt_xrd,noise_0.04_trial2,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,background_subtracted_xrd,noise_0.04_trial2,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,background_subtracted_xrd,noise_0.04_trial2,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,background_subtracted_xrd,noise_0.04_trial2,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,background_subtracted_xrd,noise_0.04_trial2,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,Zr2O_224,ZrO2_61,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,ZrO_225,LiOH-H2O_12,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,La2O3_206,LaOOH_11,2
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,Li4Zr3O8_141,ZrO_225,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,Li7La3Zr2O12_230,LiOH_129,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,Zr3O_182,Zr3O_167,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,ZrO2_137,LiOH-H2O_12,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,ZrO2_62,Li2CO3_15,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,Zr3O_167,LiO2_58,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,derivative_xrd,noise_0.04_trial2,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_19,ZrO2_62,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_19,LiLaO2_14,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,Zr2O_224,Li2CO3_15,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,Li2O2_194,LiO2_58,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_225,ZrO2_61,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_137,La(OH)3_176,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,La2O3_164,La2O3_206,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_225,Zr2O_224,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,LaOOH_11,La2O3_206,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,Li4Zr3O8_141,Li2ZrO3_15,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,Zr3O_182,Zr3O_167,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_137,ZrO2_62,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_14,ZrO2_19,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_14,La2O3_206,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,Li7La3Zr2O12_230,Li7La3Zr2O12_142,3
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,Zr3O_182,LiO2_58,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO_225,Zr3O_167,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,Zr2O_224,ZrO2_61,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_137,La2Zr2O7_227,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO2_225,Li2O_225,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,ZrO_225,LiO2_58,2
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,LiOH-H2O_12,LiO2_58,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,Zr2O_224,Zr3O_167,1
Li-La-Zr-O,pdf_1_5,noise_0.04_trial2,Li2O2_194,ZrO_225,1
Li-La-Zr-O,pdf_5_40,noise_0.04_trial2,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_5_40,noise_0.04_trial2,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,pdf_5_40,noise_0.04_trial2,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,pdf_1_40,noise_0.04_trial2,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_1_40,noise_0.04_trial2,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,pdf_1_40,noise_0.04_trial2,Li7La3Zr2O12_230,Li7La3Zr2O12_142,2
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,ZrO_189,Li2O_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Li4Zr3O8_141,ZrO_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,ZrO_225,LiOH-H2O_12,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,ZrO_189,Zr3O_182,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Li4Zr3O8_141,Li2O_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Li7La3Zr2O12_230,ZrO2_14,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,La2O3_206,LaOOH_11,2
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Li4Zr3O8_141,Zr3O_182,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Li7La3Zr2O12_230,Li4Zr3O8_141,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Zr3O_182,Zr3O_167,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,ZrO2_137,LiOH-H2O_12,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Zr3O_167,ZrO_189,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,pdf_40_120,noise_0.04_trial2,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,raw_xrd,background_0.05,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,raw_xrd,background_0.05,ZrO2_225,ZrO2_61,1
Li-La-Zr-O,raw_xrd,background_0.05,La2O3_206,LaOOH_11,1
Li-La-Zr-O,raw_xrd,background_0.05,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,raw_xrd,background_0.05,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,raw_xrd,background_0.05,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,sqrt_xrd,background_0.05,Zr2O_224,ZrO2_61,1
Li-La-Zr-O,sqrt_xrd,background_0.05,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,sqrt_xrd,background_0.05,ZrO2_225,ZrO2_61,1
Li-La-Zr-O,sqrt_xrd,background_0.05,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,sqrt_xrd,background_0.05,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,sqrt_xrd,background_0.05,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,background_subtracted_xrd,background_0.05,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,background_subtracted_xrd,background_0.05,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,background_subtracted_xrd,background_0.05,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,background_subtracted_xrd,background_0.05,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,derivative_xrd,background_0.05,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,derivative_xrd,background_0.05,ZrO_189,Li2O_225,1
Li-La-Zr-O,derivative_xrd,background_0.05,ZrO_225,LiOH-H2O_12,1
Li-La-Zr-O,derivative_xrd,background_0.05,ZrO2_225,ZrO2_61,1
Li-La-Zr-O,derivative_xrd,background_0.05,La2O3_206,LaOOH_11,2
Li-La-Zr-O,derivative_xrd,background_0.05,Li4Zr3O8_141,Li7La3Zr2O12_230,1
Li-La-Zr-O,derivative_xrd,background_0.05,Li7La3Zr2O12_142,Li7La3Zr2O12_230,1
Li-La-Zr-O,derivative_xrd,background_0.05,Li7La3Zr2O12_230,LiOH_129,1
Li-La-Zr-O,derivative_xrd,background_0.05,Zr3O_182,Zr3O_167,1
Li-La-Zr-O,derivative_xrd,background_0.05,ZrO2_137,ZrO2_62,1
Li-La-Zr-O,derivative_xrd,background_0.05,ZrO2_62,Li2CO3_15,1
Li-La-Zr-O,derivative_xrd,background_0.05,Zr3O_167,LiO2_58,1
Li-La-Zr-O,derivative_xrd,background_0.05,Zr2O_224,ZrO2_225,1
Li-La-Zr-O,derivative_xrd,background_0.05,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO2_19,LiLaO2_14,4
Li-La-Zr-O,pdf_1_5,background_0.05,Zr2O_224,Li2CO3_15,1
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO2_14,LiLaO2_14,4
Li-La-Zr-O,pdf_1_5,background_0.05,Li2O_225,ZrO2_62,3
Li-La-Zr-O,pdf_1_5,background_0.05,Li2ZrO3_15,LiLaO2_14,4
Li-La-Zr-O,pdf_1_5,background_0.05,Li2O2_194,LiO2_58,4
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO2_225,ZrO2_62,2
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO_189,LiLaO2_14,2
Li-La-Zr-O,pdf_1_5,background_0.05,Li4Zr3O8_141,LiLaO2_14,3
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO2_137,LiLaO2_14,3
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO2_61,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO_225,LiO2_58,4
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO_189,LiO2_58,2
Li-La-Zr-O,pdf_1_5,background_0.05,LiOH_129,LiLaO2_14,1
Li-La-Zr-O,pdf_1_5,background_0.05,La2O3_164,LiO2_58,3
Li-La-Zr-O,pdf_1_5,background_0.05,Zr3O_167,LiO2_58,4
Li-La-Zr-O,pdf_1_5,background_0.05,La2Zr2O7_227,LiLaO2_14,3
Li-La-Zr-O,pdf_1_5,background_0.05,Li4Zr3O8_141,LiO2_58,1
Li-La-Zr-O,pdf_1_5,background_0.05,LaOOH_11,LiLaO2_14,3
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO2_225,LiLaO2_14,2
Li-La-Zr-O,pdf_1_5,background_0.05,Li7La3Zr2O12_230,LiLaO2_14,3
Li-La-Zr-O,pdf_1_5,background_0.05,La2O3_206,LiLaO2_14,3
Li-La-Zr-O,pdf_1_5,background_0.05,La2O3_206,LiO2_58,1
Li-La-Zr-O,pdf_1_5,background_0.05,Zr2O_224,LiLaO2_14,3
Li-La-Zr-O,pdf_1_5,background_0.05,LaOOH_11,La(OH)3_176,1
Li-La-Zr-O,pdf_1_5,background_0.05,Zr3O_182,LiO2_58,4
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO2_61,LiLaO2_14,3
Li-La-Zr-O,pdf_1_5,background_0.05,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,pdf_1_5,background_0.05,LiOH_129,LiO2_58,2
Li-La-Zr-O,pdf_1_5,background_0.05,LiOH-H2O_12,LiO2_58,4
Li-La-Zr-O,pdf_1_5,background_0.05,LiOH_129,LiOH-H2O_12,1
Li-La-Zr-O,pdf_1_5,background_0.05,ZrO2_137,ZrO2_62,1
Li-La-Zr-O,pdf_1_5,background_0.05,Li6Zr2O7_15,LiLaO2_14,1
Li-La-Zr-O,pdf_1_5,background_0.05,La2Zr2O7_227,LiO2_58,1
Li-La-Zr-O,pdf_5_40,background_0.05,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_5_40,background_0.05,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,pdf_5_40,background_0.05,Li7La3Zr2O12_230,Li7La3Zr2O12_142,1
Li-La-Zr-O,pdf_1_40,background_0.05,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_1_40,background_0.05,ZrO2_61,Zr2O_224,1
Li-La-Zr-O,pdf_1_40,background_0.05,Li7La3Zr2O12_230,Li7La3Zr2O12_142,2
Li-La-Zr-O,pdf_40_120,background_0.05,ZrO2_225,Zr2O_224,2
Li-La-Zr-O,pdf_40_120,background_0.05,ZrO_189,Li2O_225,1
Li-La-Zr-O,pdf_40_120,background_0.05,Li4Zr3O8_141,ZrO_225,1
