comparison_id,element,study,seed,family,delta_material,ci_low,ci_high,fraction_bootstrap_nonpositive,mae_white_material,mae_full_material,n_test_units
Cu_primary_31415,Cu,primary,31415,extra_trees,0.08327903127739048,0.06592068614414269,0.10053235243030809,0.0,0.17660700306626242,0.09332797178887195,155
Cu_primary_57721,Cu,primary,57721,ridge,0.011102035947722222,-0.01674995034174938,0.03556610986296137,0.226,0.15812174604446383,0.1470197100967416,155
Cu_primary_57721,Cu,primary,57721,svr,0.050594167275370375,0.021709359946377585,0.07875129926591512,0.0,0.14155996487400557,0.0909657975986352,155
Cu_primary_57721,Cu,primary,57721,extra_trees,0.07082493966621665,0.04769414591851527,0.09391618736131742,0.0,0.15726769521620926,0.08644275554999262,155
Cu_primary_81173,Cu,primary,81173,ridge,0.02573326971527993,0.005194680895574449,0.048656745144704,0.013,0.15773304629468224,0.1319997765794023,155
Cu_primary_81173,Cu,primary,81173,svr,0.06257582597486218,0.040446850810973295,0.08401776907262028,0.0,0.1529667610640657,0.09039093508920351,155
Cu_primary_81173,Cu,primary,81173,extra_trees,0.07135626141309225,0.053841395073993804,0.09078024644236124,0.0,0.15974308075142224,0.08838681933833001,155
Cu_unit_peak_normalized_1729,Cu,unit_peak_normalized,1729,ridge,0.052803347156265446,0.032301240125122255,0.07365065235925478,0.0,0.20093878944238788,0.14813544228612244,155
Cu_unit_peak_normalized_1729,Cu,unit_peak_normalized,1729,svr,0.09253587072204486,0.06646907024663255,0.12185997257228527,0.0,0.19774499174132754,0.10520912101928266,155
Cu_unit_peak_normalized_1729,Cu,unit_peak_normalized,1729,extra_trees,0.09161332901042897,0.07115883319366244,0.11464465961585582,0.0,0.20325295250944866,0.11163962349901972,155
Cu_spectrum_identified_1729,Cu,spectrum_identified,1729,ridge,0.03252315078551427,0.011406044233576933,0.0520734576054447,0.0,0.1623993098266941,0.12987615904117983,218
Cu_spectrum_identified_1729,Cu,spectrum_identified,1729,svr,0.07338517307291831,0.05316986189424177,0.09562613205095712,0.0,0.15091693775561535,0.07753176468269703,218
Cu_spectrum_identified_1729,Cu,spectrum_identified,1729,extra_trees,0.09009298882323104,0.07487548918860283,0.10779487188491776,0.0,0.162541632688456,0.07244864386522497,218
Cu_spectrum_all_1729,Cu,spectrum_all,1729,ridge,0.03509328078591689,0.0014662146737309946,0.05650246040531247,0.021,0.17170506188865844,0.13661178110274158,440
Cu_spectrum_all_1729,Cu,spectrum_all,1729,svr,0.08338001681668462,0.07013545622922997,0.09844379143007305,0.0,0.15330285335964003,0.06992283654295543,440
Cu_spectrum_all_1729,Cu,spectrum_all,1729,extra_trees,0.08870793239381672,0.07760131535990948,0.10001564174032529,0.0,0.16060885172865919,0.07190091933484247,440
